業種/年度（平成）,14,15,16,17,18,19,20,21,22,23,24,25
輸送用機械器具製造業(トン/年）,1016,972,1028,918,891,710,417,392,482,498,522,526
印刷業(トン/年）,3089,2692,1911,1612,1300,1014,843,659,611,551,547,441
電気めっき業(トン/年）,499,555,527,490,425,386,408,260,314,286,278,283
金属製品塗装業(トン/年）,354,395,374,345,309,336,260,219,220,204,205,196
木材・木製品製造業(トン/年）,238,254,264,262,256,196,176,136,175,172,158,188
プラスチック製品製造業(トン/年）,27,49,120,118,160,166,128,105,92,119,102,145
化学工業(トン/年）,535,403,398,305,238,277,245,206,199,187,156,143
燃料小売業(トン/年）,67,62,68,67,66,65,69,65,142,142,145,140
自動車整備業(トン/年）,120,156,152,140,138,141,149,138,148,135,137,139
金属製品製造業(トン/年）,158,162,180,148,143,152,99,109,116,131,134,136
その他(トン/年）,1864,1961,1672,1493,1239,1374,1156,1063,1046,934,879,693
合計(トン/年）,7967,7661,6694,5898,5165,4817,3950,3352,3545,3359,3263,3030
