一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
288,板橋区板橋1-44,35.748726,139.717697,JGD2011,国道１７号（中山道）,C,2005-11-08,2005-11-09,3,6,5.0,1.2,72,70
289,板橋区本町39,35.759197,139.706772,JGD2011,国道１７号（中山道）,C,2005-11-08,2005-11-09,3,6,3.2,1.2,74,72
290,板橋区本町36,35.761726,139.706116,JGD2011,国道１７号（中山道）,C,2005-11-08,2005-11-09,3,4,5.4,1.2,70,67
291,板橋区志村1-9,35.773136,139.697922,JGD2011,国道１７号（中山道）,C,2005-11-08,2005-11-09,3,4,3.6,1.2,75,74
292,板橋区東坂下2-17,35.786636,139.685806,JGD2011,国道１７号（中山道）,C,2005-11-08,2005-11-09,3,4,3.2,1.2,71,71
293,板橋区板橋2-67,35.751736,139.709290,JGD2011,国道１７号（中山道）,c,2005-07-19,2005-07-22,3,4,4.0,1.0,70,71
294,板橋区高島平1-9,35.782066,139.668015,JGD2011,区道補助２０１号,b,2005-10-03,2005-10-06,4,6,2.0,1.0,73,70
295,板橋区双葉町42番地先,35.759560,139.700302,JGD2011,環状７号線,c,2005-12-05,2005-12-09,4,4,4.0,1.0,75,74
296,板橋区高島平1-75,35.786488,139.669830,JGD2011,区道補助２０２号,b,2006-02-06,2006-02-10,4,6,4.0,1.0,74,72
297,板橋区南常磐台2-8,35.756393,139.689240,JGD2011,国道２５４号（川越街道）,c,2005-09-12,2005-09-15,3,4,4.0,1.0,72,72
298,板橋区熊野町25,35.744221,139.707901,JGD2011,環状６号線（山手通り）,c,2005-06-28,2005-06-29,4,6,4.0,1.0,75,74
299,板橋区大山町13番地,35.747055,139.700409,JGD2011,国道２５４号（川越街道）,c,2005-09-26,2005-09-27,3,4,4.0,1.0,73,72
300,板橋区本町41,35.757793,139.707443,JGD2011,国道１７号（中山道）,c,2005-09-27,2005-09-28,3,6,4.0,1.0,77,75
301,板橋区小茂根4-9,35.746487,139.675751,JGD2011,環状７号線,c,2005-07-12,2005-07-13,4,4,4.0,1.0,72,72
302,板橋区大原町6,35.769924,139.700775,JGD2011,国道１７号（中山道）,c,2005-07-13,2005-07-14,3,4,4.0,1.0,71,71
303,板橋区坂下3-35,35.790768,139.683426,JGD2011,国道１７号（中山道）,c,2006-02-13,2006-02-14,3,4,4.0,1.0,73,72
304,板橋区坂下1-5,35.779690,139.687164,JGD2011,環状８号線,c,2005-11-15,2005-11-16,4,4,4.0,1.0,72,66
305,板橋区稲荷台22,35.762180,139.710297,JGD2011,環状７号線,c,2006-03-13,2006-03-14,4,4,3.0,1.0,74,72
306,板橋区熊野町11,35.741783,139.706451,JGD2011,環状６号線（山手通り）,c,2005-06-27,2005-06-28,4,9,4.0,1.0,71,69
307,板橋区高島平6-1,35.791908,139.645660,JGD2011,首都高速5号池袋線,c,2006-02-14,2006-02-15,2,4,4.0,1.0,72,71
308,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道１７号（新大宮バイパス）,b,2006-01-25,2006-01-26,3,3,4.0,1.0,65,56
309,板橋区赤塚新町3-3,35.770729,139.641541,JGD2011,国道２５４号（川越街道）,c,2006-01-26,2006-01-27,3,4,4.0,1.0,73,72
