一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
424,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2007-10-23,2007-10-26,4,4,4.5,1.2,71,66
425,青梅市畑中3-953-1,35.778954,139.235001,JGD2011,都道奥多摩青梅線（吉野街道）,a,2007-11-12,2007-11-15,4,2,1.5,1.2,72,67
426,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹１２号線,b,2007-10-01,2007-10-04,5,4,4.5,1.2,69,65
427,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2007-09-25,2007-09-28,4,2,2.0,1.2,71,64
428,青梅市長淵8-234,35.774155,139.258316,JGD2011,都道青梅あきる野線（秋川街道）,c,2007-09-18,2007-09-21,4,2,2.0,1.4,68,63
429,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道４１１号（青梅街道）,a,2007-10-15,2007-10-18,3,2,2.0,1.6,70,64
430,青梅市柚木町2-405-1,35.796734,139.198288,JGD2011,都道奥多摩青梅線（吉野街道）,a,2007-10-29,2007-11-01,4,2,3.0,1.2,67,63
431,青梅市小曾木3-1803,35.816727,139.271286,JGD2011,都道青梅飯能線(小曽木街道）,B,2008-01-22,2008-01-23,4,2,1.5,1.2,67,59
432,青梅市今井1-123,35.807484,139.304855,JGD2011,都道瑞穂富岡線（岩蔵街道）,A,2008-01-22,2008-01-23,4,2,1.3,1.2,68,61
433,青梅市成木5-1326,35.828053,139.242371,JGD2011,都道青梅秩父線(成木街道）,B,2008-01-22,2008-01-23,4,2,1.3,1.2,65,53
434,青梅市成木8-175,35.818748,139.240784,JGD2011,都道下畑軍畑線,B,2008-01-22,2008-01-23,4,2,1.3,1.2,71,60
