一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
382,八王子市北野町529,35.648705,139.351425,JGD2011,国道１６号,C,2007-02-01,2007-02-02,3,4,3.8,1.2,72,72
383,八王子市宇津木町664-2,35.681549,139.352844,JGD2011,国道１６号,C,2007-02-01,2007-02-02,3,4,16.8,1.2,69,69
384,八王子市宇津木町734-8,35.683167,139.350281,JGD2011,国道１６号,C,2007-02-01,2007-02-02,3,4,4.5,1.2,71,71
385,八王子市大和田町2-5,35.661831,139.356705,JGD2011,国道２０号,C,2007-02-07,2007-02-08,3,4,4.3,1.2,68,66
386,八王子市明神町4-2,35.659321,139.343262,JGD2011,国道２０号,C,2007-02-07,2007-02-08,3,4,5.3,1.2,64,62
387,八王子市万町112,35.653194,139.332748,JGD2011,国道１６号,C,2007-02-07,2007-02-08,3,4,4.0,1.2,66,65
388,八王子市八日町8,35.660568,139.330795,JGD2011,国道１６号,C,2007-02-07,2007-02-07,3,4,5.2,1.2,70,69
389,八王子市暁町1-23,35.670490,139.332275,JGD2011,国道１６号,C,2007-02-07,2007-02-08,3,2,2.0,1.2,72,72
390,八王子市尾崎町48,35.681007,139.346024,JGD2011,国道１６号,C,2007-02-07,2007-02-08,3,4,5.5,1.2,74,73
415,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道411号線(青梅街道),a,2006-10-16,2006-10-19,3,2,2.0,1.6,69,65
428,府中市西府町2-9,35.674881,139.456924,JGD2011,国道20号,b,2006-07-24,2006-07-27,3,5,2.0,1.5,75,74
430,府中市美好町2-4-2,35.672638,139.466782,JGD2011,国道20号,c,2006-10-17,2006-10-20,3,4,3.0,2.0,73,71
431,府中市緑町1-12-12,35.672012,139.485672,JGD2011,国道20号,c,2007-02-26,2007-03-01,3,4,3.0,2.0,69,67
434,府中市若松町2-2,35.670658,139.496155,JGD2011,国道２０号,C,2007-02-19,2007-02-20,3,4,3.0,1.2,68,66
435,府中市美好町1-14,35.673325,139.470764,JGD2011,国道２０号,C,2007-02-19,2007-02-20,3,4,3.0,1.2,74,72
440,昭島市緑町4-26-19,35.711311,139.341385,JGD2011,国道16号,b,2006-06-07,2006-06-09,3,5,5.2,1.2,76,75
441,昭島市田中町2-28-25,35.705250,139.350647,JGD2011,国道16号,b,2006-07-11,2006-07-13,3,5,8.5,1.2,69,70
443,昭島市拝島町1-8,35.707340,139.346237,JGD2011,国道１６号,B,2007-02-01,2007-02-02,3,4,4.8,1.2,74,76
447,昭島市松原町5-19,35.719372,139.339523,JGD2011,国道１６号,C,2007-02-01,2007-02-02,3,2,2.3,1.2,75,76
452,調布市西つつじヶ丘3-19-1,35.657852,139.571289,JGD2011,国道20号,b,2007-01-29,2007-01-30,3,4,9.0,3.5,69,67
454,調布市仙川2-6-5,35.660881,139.585602,JGD2011,国道20号,c,2007-01-10,2007-01-17,3,4,6.0,2.5,72,71
456,調布市調布ヶ丘1-23,35.654976,139.546005,JGD2011,国道２０号,C,2007-02-19,2007-02-20,3,4,3.0,1.2,75,73
459,町田市相原304-1,35.612930,139.300720,JGD2011,国道１６号,B,2007-02-07,2007-02-08,3,2,3.0,1.2,74,74
462,町田市鶴間1685,35.508492,139.467529,JGD2011,国道１６号,C,2007-02-15,2007-02-16,3,4,6.0,1.2,76,77
477,日野市多摩平7-23-23,35.669273,139.389725,JGD2011,国道20号ﾊﾞｲﾊﾟｽ,a,2006-11-24,2006-11-30,3,4,2.0,2.0,69,63
480,日野市多摩平7-12,35.668892,139.387299,JGD2011,国道２０号,A,2007-02-15,2007-02-16,3,4,4.0,1.2,68,62
483,日野市日野本町7-5-14,35.679592,139.399765,JGD2011,国道20号,c,2006-10-13,2006-10-19,3,2,2.0,2.0,67,65
484,日野市多摩平5-10-4,35.670784,139.376984,JGD2011,国道20号,c,2006-10-20,2006-10-26,3,2,2.0,2.0,71,68
