一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
281,板橋区高島平1-9-1,35.782066,139.668015,JGD2011,都道補助２０１号,b,2007-10-01,2007-10-04,4,6,2.0,1.0,72,67
282,板橋区双葉町42-1,35.759560,139.700302,JGD2011,都道環状７号線（環七通り）,c,2007-10-09,2007-10-12,4,4,4.0,1.0,69,67
283,板橋区蓮根3-6-3,35.786236,139.675888,JGD2011,都道補助２０２号,b,2007-10-23,2007-10-26,4,6,4.0,1.0,71,69
285,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道環状６号線（山手通り）／首都高5号池袋線,c,2007-07-03,2007-07-04,4,6,4.0,1.0,74,74
288,板橋区小茂根4-9-5,35.746487,139.675751,JGD2011,都道環状７号線（環七通り）,c,2007-07-11,2007-07-12,4,4,4.0,1.0,74,72
291,板橋区小豆沢4-29,35.781399,139.696838,JGD2011,都道環状８号線（環八通り）,c,2007-11-06,2007-11-07,4,4,4.0,1.0,72,69
292,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道環状７号線（環七通り）,c,2007-10-16,2007-10-17,4,4,3.0,1.0,73,72
293,板橋区熊野町11-2,35.741783,139.706451,JGD2011,都道環状６号線(山手通り）,c,2007-07-04,2007-07-05,4,9,4.0,1.0,71,67
297,板橋区坂下1-5,35.779690,139.687164,JGD2011,都道環状８号線(環八通り）,C,2007-11-20,2007-11-21,4,4,4.5,1.2,68,64
298,板橋区小豆沢4-20,35.781040,139.698990,JGD2011,都道環状８号線(環八通り）,C,2007-11-20,2007-11-21,4,4,4.5,1.2,71,67
299,板橋区大山金井町15,35.744633,139.707870,JGD2011,都道環状６号線(山手通り）,C,2007-11-20,2007-11-21,4,6,4.5,1.2,73,72
300,板橋区南町21,35.738400,139.703033,JGD2011,都道環状６号線(山手通り）,C,2007-11-20,2007-11-21,4,6,4.5,1.2,72,70
306,足立区西新井本町2-3-1,35.777035,139.775955,JGD2011,都道王子金町江戸川線,c,2007-11-21,2007-11-22,4,2,1.0,1.5,66,63
307,足立区本木南町2,35.760323,139.781052,JGD2011,都道千住小松川葛西沖線,c,2008-02-27,2008-02-28,4,4,7.1,1.5,69,66
308,足立区綾瀬3-12-15,35.763535,139.828522,JGD2011,都道言問大谷田線,b,2007-11-07,2007-11-08,4,2,6.0,1.5,67,62
309,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道千住小松川葛西沖線,b,2007-11-07,2007-11-08,4,2,3.0,1.5,68,64
311,足立区扇2丁目27,35.766590,139.770355,JGD2011,都道台東鳩ヶ谷線(尾久橋通り）,C,2007-11-27,2007-11-28,4,4,5.3,1.2,71,68
312,足立区中川5-1,35.774284,139.848175,JGD2011,都道王子金町江戸川線,C,2007-11-27,2007-11-28,4,4,4.0,1.2,72,69
313,足立区綾瀬5-23,35.767876,139.828949,JGD2011,都道言問大谷田線,B,2007-11-27,2007-11-28,4,2,3.5,1.2,71,67
314,足立区入谷1-16,35.805164,139.767410,JGD2011,都道川口草加線,B,2007-11-27,2007-11-28,4,2,3.2,1.2,66,61
315,足立区千住桜木1-8,35.750431,139.794144,JGD2011,都道吾妻橋伊興町線（墨堤通り）,C,2007-11-27,2007-11-28,4,2,3.6,1.2,71,68
317,足立区青井3-15,35.771717,139.820053,JGD2011,都道平方東京線,C,2007-11-27,2007-11-28,4,4,4.0,1.2,60,52
318,葛飾区水元3-20-1,35.782383,139.865417,JGD2011,都道王子金町江戸川線(岩槻街道),ｂ,2007-09-13,2007-09-20,4,2,5.0,1.2,65,62
319,葛飾区西水元6-16-2,35.788822,139.856949,JGD2011,都道王子金町江戸川線,ｂ,2007-07-24,2007-07-31,4,2,1.5,1.2,66,63
320,葛飾区東金町8-2-21,35.779060,139.883957,JGD2011,都道松戸草加線,ｃ,2007-07-24,2007-07-31,4,4,4.9,1.2,67,63
321,葛飾区柴又4-30-1,35.752903,139.877029,JGD2011,都道王子金町江戸川線(柴又街道),ｃ,2007-09-13,2007-09-20,4,2,5.0,1.2,66,63
322,葛飾区亀有3-38-17,35.763786,139.850296,JGD2011,都道環状７号線(環七通り),ｃ,2007-08-01,2007-08-08,4,4,4.3,1.2,69,67
