一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
19,千代田区神田神保町1丁目105,35.694241,139.760376,JGD2011,特別区道千第101号線,C,2007-02-08,2007-02-09,5,4,3.9,1.2,67,64
32,中央区日本橋人形町3-9,35.686958,139.782120,JGD2011,特別区道中日第1号線,C,2006-10-03,2006-10-04,5,5,4.5,1.2,70,67
33,中央区日本橋蛎殻町1-37,35.682400,139.785309,JGD2011,特別区道中日第1号線,C,2006-10-03,2006-10-04,5,5,4.5,1.2,69,66
34,中央区東日本橋3-3,35.691452,139.782639,JGD2011,特別区道中日第2号線,C,2006-10-03,2006-10-04,5,5,3.3,1.2,68,63
35,中央区東日本橋3-10,35.692219,139.783646,JGD2011,特別区道中日第2号線,C,2006-10-03,2006-10-04,5,5,3.4,1.2,68,64
36,中央区京橋3-1,35.675819,139.768723,JGD2011,特別区道中京第402号線,C,2006-10-03,2006-10-04,5,6,5.8,1.2,73,71
37,中央区京橋2-4,35.676727,139.769272,JGD2011,特別区道中京第402号線,C,2006-10-03,2006-10-04,5,6,4.0,1.2,73,71
38,中央区新川1-28,35.675465,139.783371,JGD2011,特別区道中京第402号線,C,2006-10-03,2006-10-04,5,4,3.7,1.2,73,71
39,中央区新川1-26,35.676041,139.783585,JGD2011,特別区道中京第402号線,C,2006-10-03,2006-10-04,5,4,3.7,1.2,71,70
40,中央区勝どき3-8,35.657688,139.774673,JGD2011,特別区道中月第801号線,C,2006-10-03,2006-10-04,5,6,7.4,1.2,67,66
41,中央区勝どき4-11,35.657166,139.775162,JGD2011,特別区道中月第801号線,C,2006-10-03,2006-10-04,5,6,7.0,1.2,65,64
42,中央区豊海町1,35.654442,139.770096,JGD2011,特別区道中月第801号線,C,2006-10-18,2006-10-19,5,4,7.5,1.2,64,63
43,中央区豊海町2,35.653965,139.770737,JGD2011,特別区道中月第801号線,C,2006-10-03,2006-10-04,5,4,4.2,1.2,66,64
262,豊島区西池袋1-8,35.729881,139.708237,JGD2011,区道12-730号,c,2007-01-18,2007-01-19,5,4,4.8,1.2,68,65
372,八王子市散田町4-10-10,35.651222,139.304153,JGD2011,八王子幹線一級35号線,b,2007-01-16,2007-01-17,5,6,5.0,1.2,63,59
380,八王子市八木町8-14,35.661766,139.320541,JGD2011,八王子幹線一級17号線,c,2007-02-22,2007-02-23,5,4,3.0,1.2,71,68
419,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2006-12-11,2006-12-14,5,4,4.5,1.2,69,66
