一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
129,品川区西五反田5-3-1,35.624962,139.716583,JGD2011,都道環状６号線（山手通り）,ｃ,2007-04-17,2007-04-20,4,4,4.0,1.2,74,73
130,品川区西五反田6-6-19,35.623085,139.717300,JGD2011,都道東京丸子横浜線,ｃ,2007-05-15,2007-05-18,4,6,5.0,3.0,68,66
131,品川区八潮5-8-47,35.597027,139.751862,JGD2011,国道３５７号（湾岸道路）,ｂ,2007-06-05,2007-06-08,3,4,35.0,1.2,62,60
132,品川区北品川3-10-13,35.616417,139.737625,JGD2011,都道環状６号線（山手通り）,ｃ,2007-09-04,2007-09-07,4,4,5.5,2.3,69,67
133,品川区北品川5-1-12,35.624058,139.731888,JGD2011,都道環状６号線（山手通り）,ｃ,2007-08-07,2007-08-10,4,4,4.0,1.2,72,69
134,品川区上大崎2-13-36,35.634651,139.717880,JGD2011,都道白金台等々力線,ｃ,2007-07-03,2007-07-06,4,5,5.0,1.5,68,67
135,品川区旗の台1-11-17,35.607334,139.702728,JGD2011,都道東京丸子横浜線,ｃ,2007-10-15,2007-10-18,4,4,4.2,3.0,71,69
136,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,都道北品川四谷線,ｂ,2007-11-06,2007-11-09,4,5,7.4,1.7,69,66
137,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,首都高速２号目黒線,ｂ,2007-11-06,2007-11-09,2,4,15.0,8.0,69,66
138,品川区東大井3-18-34,35.600006,139.738266,JGD2011,国道１５号（第一京浜）,ｃ,2007-12-04,2007-12-07,3,4,2.5,1.5,73,70
139,品川区東中延2-5-10,35.607838,139.713608,JGD2011,国道１号（第二京浜）,ｃ,2008-01-22,2008-01-25,3,6,2.7,2.7,74,71
140,品川区東品川3-1-5,35.616982,139.746597,JGD2011,都道日本橋芝浦大森線,ｃ,2008-02-19,2008-02-22,4,6,5.0,2.2,72,69
141,品川区大崎1-20-13,35.617901,139.730530,JGD2011,都道環状６号線（山手通り）,ｃ,2007-12-04,2007-12-05,4,4,4.1,1.2,71,69
142,品川区大井7-27-5,35.595306,139.729263,JGD2011,都道東品川下丸子線,ｂ,2007-12-04,2007-12-05,4,2,4.4,1.2,67,64
