一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
168,大田区下丸子1-6-18,35.568806,139.686630,JGD2011,大田調布線,C,2006-11-16,2006-11-17,4,2,1.8,2.6,63,57
169,大田区西蒲田6-34-9,35.564682,139.711426,JGD2011,大田調布線,C,2006-11-16,2006-11-17,4,2,2.9,2.6,66,64
170,世田谷区深沢7-16-3,35.621071,139.648407,JGD2011,特例都道416号(古川橋二子玉川線),a,2006-06-27,2006-07-07,4,2,3.0,2.5,69,68
171,世田谷区大原1-16-16,35.668655,139.664810,JGD2011,特例都道413号(赤坂杉並線),a,2006-07-11,2006-07-21,4,2,9.2,1.2,66,64
173,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道11号(大田調布線),a,2006-12-06,2006-12-07,4,2,0.8,1.2,72,68
175,世田谷区喜多見1丁目33,35.624569,139.596939,JGD2011,大田調布線,A,2006-11-30,2006-12-01,4,2,1.8,1.2,69,63
176,世田谷区野毛1-25-1,35.605839,139.641632,JGD2011,都道311号,b,2006-09-26,2006-10-06,4,6,4.2,1.2,74,73
177,世田谷区八幡山2-10-2,35.660618,139.615280,JGD2011,都道311号,b,2006-10-10,2006-10-20,4,6,3.0,1.2,73,72
179,世田谷区等々力4-19-18,35.610359,139.652618,JGD2011,都道312号(白金台町等々力線),b,2006-04-11,2006-04-21,4,4,9.0,1.8,70,68
180,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道318号線,b,2006-12-06,2006-12-07,4,6,2.7,1.2,73,72
181,世田谷区砧公園7,35.630386,139.620163,JGD2011,都道311号,b,2006-12-06,2006-12-07,4,6,4.6,1.2,69,69
183,世田谷区成城3-18-23,35.633675,139.598297,JGD2011,都道3号(世田谷町田線),b,2006-12-19,2006-12-20,4,2,2.5,1.2,70,70
185,世田谷区八幡山1丁目6,35.659859,139.622787,JGD2011,調布経堂停車場線,B,2006-11-30,2006-12-01,4,2,3.0,1.2,71,69
186,世田谷区玉川台1丁目12,35.623909,139.632462,JGD2011,瀬田貫井線,B,2006-11-30,2006-12-01,4,2,2.4,1.2,67,64
187,世田谷区羽根木1-6-14,35.664577,139.660339,JGD2011,都道318号,c,2006-05-09,2006-05-19,4,5,4.2,1.2,72,73
190,世田谷区世田谷1-11-18,35.641205,139.653061,JGD2011,都道3号(世田谷町田線),c,2006-06-13,2006-06-23,4,2,3.5,1.2,70,68
195,渋谷区鉢山町8-1,35.650227,139.698654,JGD2011,環状6号線,a,2006-11-16,2006-11-17,4,4,3.0,2.0,70,69
198,渋谷区千駄ヶ谷2-4,35.675117,139.707581,JGD2011,芝新宿王子線,c,2006-11-16,2006-11-17,4,4,4.0,2.0,71,70
199,渋谷区元代々木町52,35.672501,139.687180,JGD2011,環状6号線,c,2006-11-16,2006-11-17,4,4,4.0,2.0,71,71
201,渋谷区東3-14,35.651119,139.709732,JGD2011,芝新宿王子線,c,2006-11-16,2006-11-17,4,4,5.0,2.0,70,68
203,渋谷区神宮前3-37,35.671329,139.712677,JGD2011,北品川四谷線,C,2006-11-21,2006-11-22,4,4,2.7,1.2,70,66
204,渋谷区千駄ヶ谷5-15,35.683617,139.704636,JGD2011,芝新宿王子線,C,2006-11-16,2006-11-17,4,4,3.6,1.2,70,74
206,渋谷区神宮前5-2,35.665829,139.709366,JGD2011,赤坂杉並線,C,2006-11-21,2006-11-22,4,4,8.4,1.2,71,68
207,中野区大和町1-12-1,35.712528,139.653717,JGD2011,主地道318号(環状7号線),c,2006-12-12,2006-12-13,4,4,4.5,1.2,78,78
208,中野区江原町3-5-1,35.730846,139.675552,JGD2011,主地道8号千代田練馬田無線,c,2006-12-12,2006-12-13,4,4,4.1,1.2,70,70
209,中野区本町4-18,35.696976,139.672409,JGD2011,主地道4号東京所沢線,c,2006-12-06,2006-12-07,4,4,1.4,1.2,71,70
210,中野区中野2-17-4,35.702869,139.669495,JGD2011,特例都道433号神楽坂高円寺線,c,2006-12-06,2006-12-07,4,2,1.9,1.2,68,67
211,中野区中野5-68-7,35.709263,139.665207,JGD2011,特例都道420号鮫洲大山線,c,2006-12-06,2006-12-07,4,4,3.5,1.2,70,69
