一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
485,日野市日野1521,35.677761,139.405807,JGD2011,国道20号,c,2006-10-27,2006-11-01,3,2,1.0,2.0,73,71
487,日野市日野本町7-5,35.679592,139.399765,JGD2011,国道２０号,C,2007-02-15,2007-02-16,3,2,3.5,1.2,68,65
500,国立市谷保7190-4,35.682117,139.441635,JGD2011,国道20号,b,2007-01-30,2007-02-01,3,4,1.0,1.2,71,69
502,国立市谷保5912,35.681084,139.439560,JGD2011,国道２０号,B,2007-02-19,2007-02-20,3,4,1.8,1.2,72,70
508,福生市福生2300-4,35.740284,139.337677,JGD2011,国道16号,c,2007-02-08,2007-02-09,3,4,3.0,1.5,73,72
510,福生市熊川1120-1,35.731098,139.341370,JGD2011,国道１６号,C,2007-02-01,2007-02-02,3,4,3.8,1.2,71,72
511,福生市福生2215,35.742916,139.337067,JGD2011,国道１６号,C,2007-01-29,2007-01-30,3,4,4.5,1.2,71,73
556,あきる野市菅生725,35.747017,139.289734,JGD2011,国道411号,b,2006-10-18,2006-10-19,3,2,2.0,1.2,71,68
566,西多摩郡瑞穂町箱根ヶ崎東松原29,35.775089,139.337082,JGD2011,一般国道１６号,A,2007-01-29,2007-01-30,3,4,10.5,1.2,54,52
567,西多摩郡瑞穂町駒形冨士398,35.783318,139.353287,JGD2011,一般国道１６号,B,2007-01-29,2007-01-30,3,4,3.5,1.2,69,67
