一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
222,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状７号線（環七通り）,c,2007-12-04,2007-12-07,4,6,7.0,1.4,72,71
223,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状７号線（環七通り）,c,2007-05-22,2007-05-25,4,6,3.0,1.4,74,74
224,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状７号線（環七通り）,c,2007-05-29,2007-06-01,4,6,3.0,1.4,71,70
225,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2007-07-02,2007-07-05,4,4,4.0,1.4,75,73
226,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2007-06-12,2007-06-15,4,4,3.0,1.4,72,71
227,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2007-07-09,2007-07-12,4,4,4.0,1.4,73,75
228,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道２０号（甲州街道）,c,2007-09-11,2007-09-14,3,8,5.0,1.2,71,70
229,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射5号線）,b,2007-09-25,2007-09-28,4,6,5.0,1.4,70,69
230,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射5号線）,b,2007-09-18,2007-09-21,4,2,9.0,1.4,66,65
231,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2007-10-02,2007-10-05,4,4,4.0,1.4,70,68
232,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2007-10-23,2007-10-26,4,4,6.0,1.2,70,69
233,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2007-10-30,2007-11-02,4,4,5.0,1.4,72,71
234,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2007-10-09,2007-10-12,4,4,3.0,1.9,74,73
235,杉並区松庵2-10,35.696754,139.595718,JGD2011,都道杉並あきる野線（井の頭通り）,b,2007-11-06,2007-11-09,4,4,3.0,1.4,73,72
236,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2007-10-16,2007-10-19,4,2,3.0,1.4,68,65
237,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2007-11-19,2007-11-22,4,2,2.0,1.4,69,70
238,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2008-01-22,2008-01-25,4,2,3.0,2.3,69,67
239,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2007-11-27,2007-11-30,4,2,2.0,1.4,66,63
240,杉並区堀ﾉ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2008-01-29,2008-02-01,4,4,4.0,1.4,67,65
241,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2007-11-13,2007-11-16,4,2,6.0,1.4,67,66
242,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道２１３２号（神明通り）,a,2007-06-19,2007-06-22,6,1,1.0,1.4,67,63
243,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道２１０３－１（真中橋通り）,a,2007-12-11,2007-12-14,6,2,1.0,1.8,68,61
244,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道２１３３－１号線,a,2007-06-05,2007-06-08,6,2,1.0,1.4,67,63
245,杉並区上高井戸1-21,35.672245,139.609314,JGD2011,国道20号（甲州街道）,B,2007-11-27,2007-11-28,3,4,3.5,1.2,77,76
246,杉並区高井戸東2-13,35.680080,139.614975,JGD2011,都道環状８号線(環八通り）,B,2007-11-27,2007-11-28,4,4,4.5,1.2,71,72
247,杉並区高円寺南2-54,35.701656,139.654266,JGD2011,都道環状7号線(環七通り）,C,2007-11-27,2007-11-28,4,6,8.0,1.2,72,71
248,杉並区久我山5-12,35.687050,139.604507,JGD2011,都道新宿国立線（人見街道）,A,2007-11-27,2007-11-28,4,2,0.5,1.2,69,67
