年度（平成）,14,15,16,17,18,19,20,21,22,23,24,25
輸送用機械器具製造業（トン/年）,172,207,195,184,137,154,101,75,96,96,105,104
印刷業（トン/年）,1329,1110,525,407,315,219,157,94,70,62,60,76
金属製品塗装業（トン/年）,127,150,135,118,107,110,87,74,70,64,66,65
燃料小売業（トン/年）,49,47,51,51,50,49,48,50,53,51,51,49
プラスチック製品製造業（トン/年）,5,5,29,33,38,39,28,26,28,31,7,36
一般機械器具製造業（トン/年）,23,29,29,38,41,51,50,32,29,31,36,31
電気機械器具製造業（トン/年）,39,52,47,55,38,32,27,25,31,25,22,21
化学工業（トン/年）,49,40,30,37,26,41,39,33,41,35,21,20
その他（トン/年）,404,419,380,278,244,211,177,186,138,136,132,101
合計（トン/年）,2197,2058,1420,1202,996,907,715,596,557,531,498,503
