一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
511,東村山市本町2-6,35.761913,139.466995,JGD2011,立川所沢線（府中街道）,c,2004-12-21,2004-12-22,4,2,3.1,1.2,66,67
514,東村山市久米川町4-43,35.765846,139.469147,JGD2011,立川所沢線（府中街道）,A,2004-12-20,2004-12-21,4,2,2.2,1.2,69,70
515,東村山市久米川町4-23,35.764484,139.469635,JGD2011,立川所沢線（府中街道）,A,2004-12-20,2004-12-21,4,2,2.0,1.2,70,70
516,国分寺市並木町2-33-15,35.716381,139.450119,JGD2011,杉並あきる野線（五日市街道）,a,2004-12-16,2004-12-17,4,2,2.9,1.2,71,69
517,国分寺市東恋ヶ窪5-16-5,35.711868,139.467545,JGD2011,所沢府中線（府中街道）,c,2004-12-16,2004-12-17,4,2,2.0,1.2,72,71
518,国分寺市東元町2-20-12,35.696693,139.481644,JGD2011,小川山府中線（国分寺街道）,c,2004-12-16,2004-12-17,4,2,2.1,1.2,68,65
519,国分寺市戸倉2-27,35.704582,139.454102,JGD2011,国立停車場恋ヶ窪線（市役所通り）,a,2004-12-16,2004-12-17,4,2,3.2,1.2,69,65
521,国分寺市東恋ヶ窪2-33,35.709320,139.474472,JGD2011,恋ケ窪新田三鷹線,B,2004-12-13,2004-12-14,4,2,0.5,1.2,70,68
524,国立市東2-29-3,35.693478,139.449585,JGD2011,国立停車場谷保線（大学通り）,a,2005-02-23,2005-02-23,4,4,3.0,1.2,66,62
527,福生市本町5,35.738701,139.326782,JGD2011,立川青梅線（新奥多摩街道）,c,2004-12-20,2004-12-21,4,2,3.0,1.5,72,69
528,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線,a,2004-11-30,2004-12-01,4,2,3.0,1.5,68,62
530,福生市熊川308,35.719730,139.332642,JGD2011,杉並あきる野線（睦橋通り）,b,2004-11-16,2004-11-17,4,4,3.0,2.0,70,67
531,福生市熊川1631,35.723953,139.348816,JGD2011,杉並あきる野線（五日市街道）,c,2004-11-11,2004-11-12,4,2,3.0,1.5,69,69
534,狛江市東和泉1-28-1,35.630695,139.579437,JGD2011,世田谷町田線（世田谷通り）,c,2005-01-25,2005-01-26,4,2,0.0,1.2,60,62
535,狛江市和泉本町1-1-5,35.634945,139.578369,JGD2011,大田調布線（狛江通り）,c,2004-12-13,2004-12-14,4,2,0.0,1.2,60,58
536,狛江市和泉本町3-1,35.638641,139.574127,JGD2011,武蔵野・狛江線,b,2005-01-20,2005-01-21,4,2,0.0,1.2,61,57
537,狛江市和泉本町4-1,35.640842,139.570389,JGD2011,大田調布線（狛江通り）,C,2004-12-16,2004-12-17,4,2,1.2,1.2,71,67
538,狛江市中和泉5-1,35.640610,139.569626,JGD2011,大田調布線（狛江通り）,C,2004-12-16,2004-12-17,4,2,1.5,1.2,73,69
539,東大和市中央2-870,35.746445,139.429016,JGD2011,新宿青梅線（新青梅街道）,b,2004-11-30,2004-12-01,4,4,2.0,1.2,77,74
540,東大和市中央2-1101,35.743881,139.430359,JGD2011,所沢武蔵村山立川線（青梅街道）,b,2004-11-24,2004-11-25,4,2,1.0,1.2,69,67
541,東大和市蔵敷1-476,35.754211,139.421036,JGD2011,所沢武蔵村山立川線（青梅街道）,a,2004-11-04,2004-11-05,4,2,0.5,1.2,71,65
542,東大和市立野4-476,35.741055,139.417053,JGD2011,立川東大和線（芋窪街道）,c,2004-11-16,2004-11-17,4,2,3.4,1.2,69,65
543,東大和市奈良橋5-816,35.747772,139.429367,JGD2011,新宿青梅線（新青梅街道）,B,2004-12-20,2004-12-21,4,4,2.4,1.2,77,74
544,東大和市中央2-870,35.746445,139.429016,JGD2011,新宿青梅線（新青梅街道）,B,2004-12-20,2004-12-21,4,4,2.5,1.2,76,74
545,清瀬市中清戸2-686,35.781063,139.527237,JGD2011,さいたま東村山線（志木街道）,a,2004-11-26,2004-11-27,4,2,2.0,1.2,72,71
546,清瀬市元町2-27-12,35.778091,139.517990,JGD2011,練馬所沢線（小金井街道）,c,2004-11-10,2004-11-11,4,2,2.0,1.2,70,68
547,清瀬市竹丘1-17-9,35.769478,139.508118,JGD2011,東村山清瀬線,a,2004-11-04,2004-11-05,4,2,2.0,1.2,67,61
548,清瀬市中清戸2-664,35.782059,139.527145,JGD2011,さいたま東村山線（志木街道）,A,2004-12-20,2004-12-21,4,2,2.0,1.2,70,69
