一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
200,渋谷区渋谷3-5,35.657673,139.706573,JGD2011,霞ヶ関渋谷線（六本木通り）,C,2006-02-22,2006-02-23,4,6,5.7,1.2,69,70
201,渋谷区上原1-20,35.668144,139.683014,JGD2011,赤坂杉並線,C,2006-02-13,2006-02-14,4,4,3.9,1.2,68,66
202,渋谷区本町4-18,35.688637,139.680084,JGD2011,新宿国立線（方南通り）,C,2006-02-13,2006-02-14,4,2,4.5,1.2,67,66
203,渋谷区代々木1-22,35.681080,139.702087,JGD2011,四谷角筈線,C,2006-02-22,2006-02-23,4,2,2.7,1.2,68,66
204,渋谷区恵比寿1-34,35.646099,139.716202,JGD2011,芝新宿王子線（明治通り）,C,2006-02-22,2006-02-23,4,2,2.6,1.2,66,64
205,渋谷区初台1-32,35.679077,139.684341,JGD2011,国道２０号（甲州街道）,c,2006-02-13,2006-02-14,3,8,5.0,2.0,72,72
206,渋谷区千駄ヶ谷2-4,35.675117,139.707581,JGD2011,芝新宿王子線（明治通り）,c,2006-02-22,2006-02-23,4,4,4.0,2.0,71,68
207,渋谷区初台2-29,35.676712,139.687286,JGD2011,環状６号線（山手通り）,b,2006-02-13,2006-02-14,4,4,2.0,2.0,71,68
208,渋谷区代々木3-21,35.686443,139.695099,JGD2011,国道２０号（甲州街道）,c,2006-02-22,2006-02-23,3,8,6.0,2.0,70,69
209,渋谷区南平台町16,35.654274,139.694397,JGD2011,国道２４６号（玉川通り）,c,2006-02-13,2006-02-14,3,4,5.0,2.0,74,74
210,渋谷区鉢山町8,35.650227,139.698654,JGD2011,環状６号線（山手通り）,a,2006-02-13,2006-02-14,4,4,3.0,2.0,69,68
211,渋谷区東3-14,35.651119,139.709732,JGD2011,芝新宿王子線（明治通り）,c,2006-02-22,2006-02-23,4,4,5.0,2.0,70,68
