【2019年度PAMS成分】,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PAMS＋BVOC
,,,,2019年度,,,,,,,,,,,,,,,,,,,(単位：ppb）
,"NAME
( )は、HAPｓの番号","定量
下限値","検出
下限値",区部一般環境,,,,,,,,,多摩一般,,,"都一般
平均",沿道,,,,,,檜原（ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ)
,,,,中央区晴海,国設東京新宿,大田区東糀谷,世田谷区世田谷,板橋区氷川町,練馬区石神井町,足立区西新井,江戸川区春江町,区部一般平均,小金井市本町,東大和市奈良橋,多摩部一般平均,,京葉道路亀戸,環八通り八幡山,２地点沿道平均,甲州街道大原,中山道大和町,４地点沿道平均,
V1,Ethane,,,3.866,4.406,5.01,5.336,5.354,4.669,4.545,3.82,4.626,4.661,3.313,3.987,4.498,4.252,4.548,4.4,5.281,5.193,4.818,2.033
V2,Ethylene,,,1.958,1.437,1.887,1.522,1.243,1.149,1.443,1.313,1.494,1.088,0.977,1.032,1.402,1.997,1.444,1.721,1.702,1.745,1.722,0.373
V3,Propane,,,3.887,3.925,6.38,5.094,4.892,5.05,5.507,4.809,4.943,5.649,7.177,6.413,5.237,4.311,4.749,4.53,9.869,4.841,5.943,1.757
V4,Acethylene,,,0.713,0.739,0.83,0.799,0.66,0.752,0.787,0.682,0.745,0.685,0.659,0.672,0.731,0.745,0.708,0.727,1.012,1.044,0.877,0.205
1,Propylene,0.11,0.04,0.666,0.434,0.899,0.9,0.419,0.373,0.534,0.474,0.587,0.411,0.33,0.37,0.544,0.702,0.561,0.635,0.507,0.581,0.589,0.1
2,iso-Butane (18),0.12,0.04,1.384,1.235,1.974,1.525,1.707,1.305,2.069,1.58,1.597,1.324,1.159,1.241,1.526,1.546,1.886,1.716,1.911,1.808,1.788,0.465
3,1-Butene,0.05,0.02,0.21,0.105,0.214,0.117,0.122,0.098,0.2,0.163,0.154,0.11,0.095,0.102,0.143,0.171,0.213,0.192,0.162,0.17,0.179,0.031
