一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
625,多摩市一ﾉ宮4-40-6,35.651226,139.438278,JGD2011,府中相模原線（川崎街道）,c,2003-11-06,2003-11-13,4,4,6.5,1.2,69,66
626,多摩市永山7-6-3,35.612514,139.448669,JGD2011,府中町田線（鎌倉街道）,b,2003-11-06,2003-11-13,4,4,4.0,1.2,68,65
627,多摩市関戸2-32-10,35.649063,139.453262,JGD2011,府中町田線（鎌倉街道）,c,2003-11-06,2003-11-13,4,8,4.0,1.2,74,72
628,多摩市鶴牧1-1-4,35.625404,139.421799,JGD2011,小山乞田線（多摩ニュータウン通り）,c,2003-11-06,2003-11-13,4,4,3.5,1.2,72,68
629,多摩市永山6-30-1,35.614723,139.443085,JGD2011,府中町田線（鎌倉街道）,b,2003-11-06,2003-11-07,4,4,3.6,1.2,64,63
630,多摩市諏訪4-9,35.625046,139.460327,JGD2011,府中町田線,b,2003-11-06,2003-11-07,4,4,2.8,1.2,71,66
631,多摩市関戸6-11-1,35.636600,139.446716,JGD2011,府中町田線（旧鎌倉街道）,b,2003-11-06,2003-11-07,4,2,1.0,1.2,67,60
632,多摩市関戸6-4-20,35.636635,139.448532,JGD2011,府中町田線（鎌倉街道）,b,2003-11-06,2003-11-07,4,5,3.5,1.2,75,71
633,多摩市乞田712,35.631371,139.436386,JGD2011,小山乞田線（多摩ニュータウン通り）,b,2003-11-06,2003-11-13,4,4,4.0,1.2,71,68
634,多摩市永山7-12,35.612514,139.448669,JGD2011,府中町田線（尾根幹線道路）,b,2003-11-06,2003-11-07,4,2,2.3,1.2,72,68
635,多摩市諏訪6-5,35.620663,139.457764,JGD2011,府中町田線（尾根幹線道路）,b,2003-11-06,2003-11-07,4,2,2.6,1.2,73,70
636,多摩市関戸6-4-12,35.636635,139.448532,JGD2011,府中町田線（尾根幹線道路）,B,2004-01-15,2004-01-16,4,4,2.8,1.2,76,72
637,多摩市一ﾉ宮4-20-24,35.651131,139.439453,JGD2011,府中相模原線（川崎街道）,C,2004-01-15,2004-01-16,4,4,4.0,1.2,69,65
