一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
380,江戸川区東小岩3-20-10,35.732632,139.892456,JGD2011,国道１４号（千葉街道）,c,2002-12-10,2002-12-13,3,2,3.0,1.0,72,69
381,江戸川区篠崎町3-2-9,35.704678,139.909225,JGD2011,国道１４号（京葉道路）,c,2002-12-03,2002-12-06,3,6,4.0,1.0,77,75
382,江戸川区小松川4-58-1,35.700035,139.851196,JGD2011,国道１４号（京葉道路）,c,2003-02-12,2003-02-13,3,6,5.0,1.0,74,71
383,江戸川区臨海町5-1-2,35.643536,139.868332,JGD2011,国道３５７号（湾岸道路）,a,2002-06-25,2002-06-28,3,6,5.0,1.0,70,67
399,江戸川区臨海町5-1,35.643536,139.868332,JGD2011,国道３５７号（湾岸道路）,A,2002-12-02,2002-12-03,3,4,4.5,1.2,69,66
407,八王子市片倉町1404-1,35.626556,139.341415,JGD2011,国道１６号（東京環状）,a,2002-12-17,2002-12-20,3,2,2.0,1.2,76,76
408,八王子市中野山王1-8-5,35.671257,139.330734,JGD2011,国道１６号（東京環状）,c,2002-12-17,2002-12-20,3,2,2.0,1.2,76,75
409,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道１６号（八王子バイパス）,c,2002-12-19,2002-12-20,3,4,8.0,1.2,71,71
410,八王子市大谷町355-1,35.676857,139.354065,JGD2011,国道１６号（八王子バイパス）,b,2002-12-17,2002-12-20,3,6,0.0,1.2,72,71
411,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道２０号（甲州街道）,c,2002-12-19,2002-12-20,3,4,4.0,1.2,70,66
412,八王子市八日町6-2,35.660484,139.329498,JGD2011,国道２０号（甲州街道）,c,2002-12-17,2002-12-20,3,4,5.0,1.2,72,71
413,八王子市並木町15ｰ15,35.650925,139.300262,JGD2011,国道２０号（甲州街道）,b,2002-12-19,2002-12-20,3,4,4.0,1.2,71,70
414,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道４１１号（滝山街道）,a,2002-12-19,2002-12-20,3,2,2.0,1.2,71,69
423,八王子市大和田町2-5,35.661831,139.356705,JGD2011,国道２０号（甲州街道）,C,2003-01-08,2003-01-09,3,4,2.6,1.2,72,70
424,八王子市大谷町47,35.668674,139.353714,JGD2011,国道１６号（八王子バイパス）,B,2003-01-08,2003-01-09,3,4,3.5,1.2,72,70
425,八王子市滝山町2-96,35.691402,139.339478,JGD2011,国道４１１号（滝山街道）,A,2003-01-08,2003-01-09,3,2,1.4,1.2,71,68
429,八王子市大和田町2-5,35.661831,139.356705,JGD2011,国道２０号（甲州街道）,B,2003-01-08,2003-01-09,3,4,2.6,1.2,75,76
430,八王子市滝山町2-96,35.691402,139.339478,JGD2011,国道４１１号（滝山街道）,C,2003-01-08,2003-01-09,3,4,3.5,1.2,72,70
431,八王子市大谷町47,35.668674,139.353714,JGD2011,国道１６号（八王子バイパス）,A,2003-01-08,2003-01-09,3,2,1.4,1.2,71,68
435,八王子市北野台3-47,35.626862,139.348373,JGD2011,国道１６号（八王子バイパス）,A,2003-01-08,2003-01-09,3,4,5.0,1.2,54,52
469,青梅市日向和田3-534,35.783833,139.233093,JGD2011,国道４１１号（青梅街道）,a,2002-10-22,2002-10-23,3,2,2.0,1.6,69,64
471,青梅市裏宿町570,35.790203,139.248825,JGD2011,国道４１１号（青梅街道）,B,2003-01-09,2003-01-10,3,2,2.1,1.2,68,61
478,府中市美好町2-4-2,35.672638,139.466782,JGD2011,国道２０号（甲州街道）,c,2002-09-09,2002-09-10,3,4,3.0,2.0,74,72
481,府中市緑町1-12-12,35.672012,139.485672,JGD2011,国道２０号（甲州街道）,c,2002-09-24,2002-09-25,3,4,3.0,2.0,69,67
483,府中市西府町2-9,35.674881,139.456924,JGD2011,国道２０号（甲州街道）,b,2002-10-07,2002-10-08,3,5,2.0,1.5,72,71
487,昭島市緑町5-15-8,35.715412,139.339432,JGD2011,国道１６号（東京環状）,b,2002-06-24,2002-06-28,3,2,1.9,1.2,75,77
488,昭島市緑町5-7-14,35.712883,139.339859,JGD2011,国道１６号（東京環状）,b,2002-06-24,2002-06-28,3,5,4.6,1.2,76,76
489,昭島市田中町2-28-25,35.705250,139.350647,JGD2011,国道１６号（東京環状）,b,2002-07-22,2002-07-26,3,5,8.5,1.2,68,70
