一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
392,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,杉並あきる野線,a,2006-10-15,2006-10-16,4,2,2.0,1.2,72,69
393,立川市柴崎町1-17-7,35.692822,139.405746,JGD2011,立川青梅線,a,2006-10-26,2006-10-27,4,2,1.0,1.2,66,61
394,立川市曙町3-28,35.702667,139.424454,JGD2011,立川東大和線,A,2007-02-22,2007-02-23,4,2,1.5,1.2,65,58
395,立川市幸町3-3-9,35.718521,139.430435,JGD2011,立川所沢線,b,2006-10-12,2006-10-13,4,2,2.0,1.2,69,67
396,立川市幸町4-3-1,35.723442,139.426300,JGD2011,杉並あきる野線,b,2006-10-09,2006-10-10,4,2,2.0,1.2,68,66
397,立川市高松町2-26-3,35.704899,139.418930,JGD2011,立川所沢線,c,2006-10-03,2006-10-04,4,2,3.0,1.2,72,70
398,武蔵野市吉祥寺東町2-42,35.709709,139.588226,JGD2011,杉並武蔵野線,A,2007-02-22,2007-02-23,4,2,2.0,1.2,70,65
400,武蔵野市八幡町4-28-13,35.719620,139.554062,JGD2011,主地道7号線(杉並五日市線),b,2006-11-30,2006-12-01,4,3,0.0,1.5,70,67
401,武蔵野市八幡町3-5,35.718342,139.552887,JGD2011,杉並あきる野線,B,2007-02-22,2007-02-23,4,2,3.5,1.2,67,64
402,武蔵野市中町2-10,35.706509,139.563416,JGD2011,主地道7号線(杉並五日市線),c,2006-11-16,2006-11-17,4,2,0.0,1.5,70,70
403,武蔵野市中町3-9-11,35.710838,139.565765,JGD2011,主地道7号線(杉並五日市線),c,2006-11-21,2006-11-22,4,2,0.0,1.5,68,65
404,武蔵野市関前1-9,35.710793,139.544022,JGD2011,主地道12号線(調布田無線),c,2006-11-24,2006-11-25,4,2,0.0,1.5,69,67
405,武蔵野市吉祥寺東町2-14,35.712955,139.583069,JGD2011,関町吉祥寺線,C,2007-02-22,2007-02-23,4,2,5.5,1.2,67,66
406,武蔵野市吉祥寺南町4-15,35.699360,139.588882,JGD2011,杉並あきる野線,C,2007-02-22,2007-02-23,4,2,4.7,1.2,71,70
407,三鷹市上連雀9-41-4,35.687614,139.550568,JGD2011,調布田無線,a,2006-06-05,2006-06-09,4,2,2.0,1.0,69,67
408,三鷹市上連雀9-18-16,35.684200,139.553696,JGD2011,府中三鷹線,b,2006-06-12,2006-06-16,4,2,2.0,1.0,70,68
409,三鷹市新川6-30-22,35.681431,139.566788,JGD2011,新宿国立線,b,2006-06-27,2006-06-30,4,4,3.0,1.0,67,64
410,三鷹市下連雀1-13-1,35.695774,139.569687,JGD2011,武蔵野狛江線,b,2006-06-19,2006-06-23,4,2,2.0,1.0,72,69
412,三鷹市上連雀6-5,35.690910,139.559296,JGD2011,武蔵野調布線,B,2007-02-19,2007-02-20,4,2,4.8,1.2,70,67
413,青梅市畑中3-953-1,35.778954,139.235001,JGD2011,主要地方道45号線(奥多摩青梅線),a,2006-11-20,2006-11-24,4,2,1.5,1.2,72,68
414,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,主要地方道28号線(青梅飯能線),a,2006-10-23,2006-10-26,4,2,2.0,1.2,70,63
416,青梅市柚木町2-405-1,35.796734,139.198288,JGD2011,主要地方道45号線(奥多摩青梅線),a,2006-11-27,2006-11-30,4,2,3.0,1.2,68,63
417,青梅市今井3-27,35.799305,139.312851,JGD2011,瑞穂富岡線,A,2007-01-29,2007-01-30,4,2,1.8,1.2,71,66
418,青梅市新町1-21-13,35.787998,139.298141,JGD2011,主要地方道5号線(新宿青梅線),b,2006-10-30,2006-11-02,4,4,4.5,1.2,71,66
420,青梅市今寺3-466,35.800369,139.299744,JGD2011,青梅入間線,B,2007-01-29,2007-01-30,4,2,1.5,1.2,67,60
421,青梅市長淵8-234,35.774155,139.258316,JGD2011,主要地方道31号線(青梅あきる野線),c,2006-12-04,2006-12-07,4,2,2.0,1.4,70,65
422,青梅市根ヶ布1-598,35.797409,139.267578,JGD2011,青梅飯能線,C,2007-01-29,2007-01-30,4,2,1.7,1.2,72,66
423,府中市若松町3-39,35.675034,139.506744,JGD2011,府中三鷹線,a,2006-11-21,2006-11-24,4,2,1.0,1.5,64,60
