No.,区分,素地面,防水仕様名称,工程・材料名,標準仕様書／使用量 (kg/m2),VOC含有率／低VOC (%),VOC含有率／高VOC (%),VOC排出量／低VOC(g/m2),VOC排出量／中VOC(g/m2),VOC排出量／中VOC(g/m2),VOC排出量／高VOC(g/m2)
31,新築,RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,平面合計,,,,25,172,153,300
31,新築,RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,プライマー塗り,0.2,1,65,2,2,130,130
31,新築,RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,"改質アスファルトシートトーチ張り（非露出複層防水用R種,2.5mm以上）",1,1,1,10,10,10,10
31,新築,RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,"改質アスファルトシートトーチ張り（露出複層防水用R種,3.0mm以上）",1,1,1,10,10,10,10
31,新築,RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,仕上塗料,0.3,1,50,3,150,3,150
32,新築／改修(M4AS),RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）【AT-MF】,平面合計,,,,15,162,143,290
32,新築／改修(M4AS),RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）【AT-MF】,プライマー塗り,0.2,1,65,2,2,130,130
32,新築／改修(M4AS),RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）【AT-MF】,"改質アスファルトシートトーチ張り（露出単層防水用R種,4.0mm以上）",1,1,1,10,10,10,10
32,新築／改修(M4AS),RC露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）【AT-MF】,仕上塗料,0.3,1,50,3,150,3,150
33,新築,RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J1）【AS-MS】,平面合計,,,,5,152,133,280
33,新築,RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J1）【AS-MS】,プライマー塗り,0.2,1,65,2,2,130,130
33,新築,RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J1）【AS-MS】,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
33,新築,RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J1）【AS-MS】,"粘着層付改質アスファルトシート粘着張り（露出複層防水用R種,2.0mm以上）",1,0,0,0,0,0,0
33,新築,RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J1）【AS-MS】,仕上塗料,0.3,1,50,3,150,3,150
34,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T3）,平面合計,,,,15,162,143,290
34,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T3）,プライマー塗り,0.2,1,65,2,2,130,130
34,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T3）,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上)",1,0,0,0,0,0,0
34,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T3）,"改質アスファルトシートトーチ張り（露出複層防水用R種,3.0mm以上）",1,1,1,10,10,10,10
34,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T3）,仕上塗料,0.3,1,50,3,150,3,150
35,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T4）,平面合計,,,,15,162,143,290
35,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T4）,プライマー塗り,0.2,1,65,2,2,130,130
35,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T4）,あなあきシート,1,0,0,0,0,0,0
35,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T4）,"改質アスファルトシートトーチ張り（露出単層防水用R種,4.0mm以上）",1,1,1,10,10,10,10
35,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T4）,仕上塗料,0.3,1,50,3,150,3,150
36,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J2）,平面合計,,,,5,152,133,280
36,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J2）,プライマー塗り,0.2,1,65,2,2,130,130
36,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J2）,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
36,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J2）,"粘着層付改質アスファルトシート粘着張り（露出複層防水用R種,2.0mm以上）",1,0,0,0,0,0,0
36,新築／改修(M3AS) (P0AS),RC,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J2）,仕上塗料,0.3,1,50,3,150,3,150
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,平面合計,,,,19.5,166.5,443,590
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,プライマー塗り,0.2,1,65,2,2,130,130
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,断熱材張付け,1.5,0.3,20,4.5,4.5,300,300
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,"改質アスファルトシートトーチ張り（露出複層防水用R種,3.0mm以上）",1,1,1,10,10,10,10
37,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）  【AT-MT】,仕上塗料,0.3,1,50,3,150,3,150
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,平面合計,,,,9.5,156.5,433,580
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,プライマー塗り,0.2,1,65,2,2,130,130
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,断熱材張付け,1.5,0.3,20,4.5,4.5,300,300
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,"粘着層付改質アスファルトシート粘着張り（露出複層防水用R種,2.0mm以上）",1,0,0,0,0,0,0
38,新築／改修(M3ASI) (P0ASI),RC,改質アスファルトシート防水常温粘着工法・露出断熱防水仕様（ASI-J1） 【AS-MT】,仕上塗料,0.3,1,50,3,150,3,150
39,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,平面合計,,,,26,173,223,370
39,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,アスファルト系下地調整材,1,0.3,20,3,3,200,200
39,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,"改質アスファルトシートトーチ張り（非露出複層防水用R種,2.5mm以上）",1,1,1,10,10,10,10
39,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,"改質アスファルトシートトーチ張り（露出複層防水用R種,3.0mm以上）",1,1,1,10,10,10,10
39,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T1）,仕上塗料,0.3,1,50,3,150,3,150
40,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）,平面合計,,,,16,163,213,360
40,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）,アスファルト系下地調整材,1,0.3,20,3,3,200,200
40,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）,"改質アスファルトシートトーチ張り（露出単層防水用R種,4.0mm以上）",1,1,1,10,10,10,10
40,改修（M4AS）,露出防水,改質アスファルトシート防水トーチ工法・露出防水仕様（AS-T2）,仕上塗料,0.3,1,50,3,150,3,150
41,改修（M4AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J3）,平面合計,,,,6,153,203,350
41,改修（M4AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J3）,アスファルト系下地調整材,1,0.3,20,3,3,200,200
41,改修（M4AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J3）,"粘着層付改質アスファルトシート粘着張り（露出単層防水用R種,3.0mm以上）",1,0,0,0,0,0,0
41,改修（M4AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J3）,仕上塗料,0.3,1,50,3,150,3,150
42,改修（M3AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J4）,平面合計,,,,5,152,133,280
42,改修（M3AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J4）,プライマー塗り,0.2,1,65,2,2,130,130
42,改修（M3AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J4）,部分接着用シート粘着張り,1,0,0,0,0,0,0
42,改修（M3AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J4）,"粘着層付改質アスファルトシート粘着張り（露出単層防水用R種,3.0mm以上）",1,0,0,0,0,0,0
42,改修（M3AS）,露出防水,改質アスファルトシート防水常温粘着工法・露出防水仕様（AS-J4）,仕上塗料,0.3,1,50,3,150,3,150
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,平面合計,,,,20.5,167.5,513,660
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,アスファルト系下地調整材,1,0.3,20,3,3,200,200
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,断熱材張付け,1.5,0.3,20,4.5,4.5,300,300
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,"部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,"改質アスファルトシートトーチ張り（露出複層防水用R種,3.0mm以上）",1,1,1,10,10,10,10
43,改修（M4ASI）,露出防水,改質アスファルトシート防水トーチ工法・露出断熱防水仕様（ASI-T1）,仕上塗料,0.3,1,50,3,150,3,150
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）",平面合計,,,,10.5,157.5,503,650
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）",アスファルト系下地調整材,1,0.3,20,3,3,200,200
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）",断熱材張付け,1.5,0.3,20,4.5,4.5,300,300
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）","部分粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,0,0,0
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）","粘着層付改質アスファルトシート（露出複層防水用R種,2.0mm以上）",1,0,0,0,0,0,0
44,改修（M4ASI）,露出防水,"改質アスファルトシート防水常温粘着工法・露出
断熱防水仕様（ASI-J1）",仕上塗料,0.3,1,50,3,150,3,150
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,平面合計,,,,2,,,130
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,プライマー塗り,0.2,1,65,2,,,130
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,粘着層付改質アスファルトシート（非露出複層防水用，1.5mm以上）,1,0,0,0,,,0
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,"粘着層付改質アスファルトシート（非露出複層防水用R種,1.5mm以上）",1,0,0,0,,,0
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,絶縁用シート,0,0,0,0,,,0
45,新築,RC,改質アスファルトシート防水常温粘着工法・保護密着防水仕様  【AS-PF】,保護コンクリート,0,0,0,0,,,0
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,平面合計,,,,22,,,140
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,プライマー塗り,0.2,1,65,2,,,130
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,改質アスファルトシートトーチ張り（非露出複層防水用R種，2.5mm以上）,1,0,0,10,,,10
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,"改質アスファルトシートトーチ張り（非露出複層防水用R種,2.5mm以上）",1,0,0,10,,,0
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,絶縁用シート,0,0,0,0,,,0
46,新築,RC,改質アスファルトシート防水ﾄｰﾁ工法・保護密着防水仕様  【AT-PF】,保護コンクリート,0,0,0,0,,,0
