一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
122,江東区枝川1-8,35.657528,139.802109,JGD2011,環状３号線（三ツ目通り）,c,2005-11-09,2005-11-10,4,6,6.0,1.5,71,67
123,江東区東陽4-11,35.673092,139.817459,JGD2011,深川吾嬬町線（四ツ目通り）,c,2005-05-10,2005-05-11,4,4,8.0,1.5,67,66
124,江東区大島3-4,35.692505,139.826523,JGD2011,王子千住南砂町線（明治通り）,c,2005-10-19,2005-10-20,4,4,4.0,1.2,71,70
125,江東区大島6-7,35.691402,139.834503,JGD2011,南砂町吾嬬町線（丸八通り）,b,2005-06-01,2005-06-02,4,6,4.0,1.5,66,62
126,江東区東砂2-12,35.683624,139.844009,JGD2011,亀戸・葛西橋線（番所橋通り）,b,2005-05-25,2005-05-26,4,4,4.0,1.5,72,67
130,品川区上大崎1-23,35.632809,139.721313,JGD2011,北品川四谷線,B,2005-11-09,2005-11-10,4,6,5.3,1.2,69,64
131,品川区南品川5-13,35.608231,139.741135,JGD2011,東品川下丸子線,C,2005-11-09,2005-11-10,4,2,3.0,1.2,69,64
132,品川区西五反田6-6-19,35.623085,139.717300,JGD2011,東京丸子横浜線,c,2005-05-10,2005-05-13,4,6,6.0,3.0,69,67
134,品川区北品川3-10-13,35.616417,139.737625,JGD2011,環状６号線（山手通り）,c,2005-07-06,2005-07-09,4,4,4.0,1.2,72,69
135,品川区北品川5-1-12,35.624058,139.731888,JGD2011,環状６号線（山手通り）,c,2005-10-04,2005-10-07,4,4,4.0,1.2,72,70
136,品川区上大崎2-13-36,35.634651,139.717880,JGD2011,白金台町等々力線（目黒通り）,c,2005-09-26,2005-09-29,4,5,6.0,1.5,68,67
137,品川区旗の台1-11-17,35.607334,139.702728,JGD2011,東京丸子横浜線（中原街道）,c,2005-10-18,2005-10-21,4,4,5.0,3.0,71,69
138,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,北品川四谷線,b,2005-11-08,2005-11-11,4,5,7.0,2.0,69,65
143,目黒区八雲1-12,35.617100,139.672684,JGD2011,白金台町等々力線（目黒通り）,B,2005-11-15,2005-11-16,4,6,4.0,1.2,68,67
144,目黒区東山1-4,35.646935,139.694885,JGD2011,環状６号線（山手通り）,C,2005-11-15,2005-11-16,4,4,4.2,1.2,73,71
145,目黒区柿の木坂2-4,35.625145,139.677933,JGD2011,環状７号線,B,2005-11-15,2005-11-16,4,6,3.4,1.2,78,75
146,目黒区五本木2-19,35.634598,139.690613,JGD2011,古川橋二子玉川線（駒沢通り）,B,2005-11-15,2005-11-16,4,2,2.9,1.2,69,68
147,目黒区目黒本町4-12,35.624836,139.695908,JGD2011,鮫洲大山線（補助26号線）,C,2005-11-15,2005-11-16,4,2,3.0,1.2,69,67
148,目黒区下目黒2-20-25,35.632893,139.709885,JGD2011,白金台町等々力線（目黒通り）,c,2005-08-02,2005-08-05,4,4,4.3,1.2,72,71
149,目黒区碑文谷4-16-18,35.621113,139.682098,JGD2011,白金台町等々力線（目黒通り）,b,2005-08-02,2005-08-05,4,5,4.3,1.2,71,71
150,目黒区八雲3-24-11,35.614319,139.665894,JGD2011,白金台町等々力線（目黒通り）,b,2005-08-23,2005-08-26,4,5,4.1,1.2,70,69
151,目黒区下目黒2-14-15,35.629089,139.712006,JGD2011,環状６号線（山手通り）,c,2005-08-23,2005-08-26,4,4,7.1,1.2,72,72
152,目黒区東が丘1-6-4,35.626427,139.670532,JGD2011,古川橋二子玉川線（駒沢通り）,a,2005-09-06,2005-09-09,4,2,5.5,1.2,70,69
153,目黒区青葉台2-10-7先,35.650700,139.695282,JGD2011,環状６号線（旧山手通り）,a,2005-09-07,2005-09-10,4,4,3.8,1.2,67,67
157,大田区山王4-13,35.588856,139.719299,JGD2011,環状７号線,B,2005-11-17,2005-11-18,4,4,4.2,1.8,71,71
158,大田区新蒲田1-13,35.559074,139.710052,JGD2011,環状８号線,C,2005-11-01,2005-11-02,4,4,5.8,2.3,69,67
159,大田区南千束3-32,35.599949,139.687881,JGD2011,東京丸子横浜線（中原街道）,B,2005-11-01,2005-11-02,4,4,4.2,1.6,70,68
161,大田区羽田4-2,35.550922,139.746613,JGD2011,環状８号線,C,2005-10-11,2005-10-12,4,6,4.5,2.1,67,65
