一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
518,清瀬市中清戸2-686,35.781063,139.527237,JGD2011,浦和東村山線,a,2006-10-25,2006-10-26,4,2,2.0,1.2,67,66
519,清瀬市竹丘1-17-9,35.769478,139.508118,JGD2011,東村山清瀬線,a,2006-11-07,2006-11-08,4,2,2.0,1.2,65,59
520,清瀬市元町2-27-12,35.778091,139.517990,JGD2011,練馬所沢線,c,2006-11-15,2006-11-16,4,2,2.0,1.2,70,68
521,東久留米市南沢5-18-38,35.744312,139.524948,JGD2011,都道東京所沢線(主地道4号),a,2007-02-15,2007-02-16,4,2,1.5,1.2,70,69
522,東久留米市滝山6-1-18,35.746067,139.504303,JGD2011,都道東久留米線(都道129号),a,2007-02-15,2007-02-16,4,2,3.5,1.2,68,67
523,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線(主地道5号),b,2007-02-15,2007-02-16,4,4,3.8,1.2,69,66
524,東久留米市野火止1-1-34,35.761608,139.515976,JGD2011,都道府中清瀬線(主地道15号),c,2007-02-15,2007-02-16,4,2,3.2,1.2,70,70
525,武蔵村山市三ﾂ木2-54-1,35.758183,139.371475,JGD2011,都道5号線,b,2006-10-03,2006-10-04,4,4,0.0,1.2,73,71
526,武蔵村山市神明4-130-14,35.751202,139.402679,JGD2011,都道5号線,b,2006-10-25,2006-10-26,4,4,0.0,1.2,74,70
527,武蔵村山市三ﾂ木3-23-1,35.760361,139.371445,JGD2011,都道5号線,b,2006-10-17,2006-10-18,4,2,0.0,1.2,71,66
528,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道5号線,b,2006-10-12,2006-10-13,4,2,0.0,1.2,69,63
529,武蔵村山市三ﾂ藤1-72,35.749630,139.382645,JGD2011,都道59号線,b,2006-10-10,2006-10-11,4,2,0.0,1.2,69,66
530,武蔵村山市残堀5-160-12,35.752380,139.369675,JGD2011,都道162号線,b,2006-10-18,2006-10-19,4,2,0.0,1.2,69,65
531,武蔵村山市榎1-18,35.740891,139.388016,JGD2011,都道55号線,c,2006-10-16,2006-10-17,4,2,0.0,1.2,71,68
532,多摩市貝取5,35.612305,139.440384,JGD2011,府中町田線,b,2006-12-06,2006-12-12,4,4,4.0,1.2,68,65
533,多摩市乞田712,35.631371,139.436386,JGD2011,小山乞田線,b,2006-12-06,2006-12-12,4,4,4.0,1.2,67,64
534,多摩市関戸5-12-8,35.641865,139.450806,JGD2011,府中町田線,b,2006-12-06,2006-12-12,4,5,4.0,1.2,69,65
535,多摩市永山2-26-14,35.625298,139.442551,JGD2011,府中町田線,b,2006-12-06,2006-12-12,4,4,3.5,1.2,67,64
536,多摩市和田1837,35.635723,139.433426,JGD2011,府中相模原線,b,2006-12-06,2006-12-12,4,4,4.0,1.2,70,68
537,多摩市南野3-15-2,35.612259,139.414017,JGD2011,町田日野線,b,2006-12-06,2006-12-12,4,2,5.5,1.2,66,61
538,多摩市永山6-17,35.615475,139.443207,JGD2011,府中町田線,B,2007-02-15,2007-02-16,4,4,4.5,1.2,68,65
539,多摩市一ﾉ宮4-40,35.651226,139.438278,JGD2011,府中相模原線,c,2006-12-06,2006-12-12,4,8,4.0,1.2,68,65
540,多摩市関戸4-10,35.647438,139.452744,JGD2011,府中町田線,c,2006-12-06,2006-12-12,4,7,4.0,1.2,70,68
541,多摩市鶴牧1-1-4,35.625404,139.421799,JGD2011,小山乞田線,c,2006-12-06,2006-12-12,4,4,3.5,1.2,68,63
542,多摩市一ﾉ宮1-27-7,35.651836,139.438416,JGD2011,府中相模原線,c,2006-12-06,2006-12-12,4,5,5.0,1.2,70,66
543,多摩市和田2,35.644142,139.437531,JGD2011,乞田東寺方線,C,2007-02-15,2007-02-16,4,2,1.5,1.2,68,64
544,稲城市若葉台2-17-1,35.621483,139.478241,JGD2011,都道19号線(町田調布線),a,2006-08-22,2006-08-22,4,2,6.0,1.2,63,-
545,稲城市東長沼1362-1,35.643494,139.506638,JGD2011,都道9号線(川崎街道),b,2006-08-22,2006-08-23,4,4,6.0,1.2,69,66
