一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
472,小平市上水本町3-11-1,35.717052,139.470261,JGD2011,杉並あきる野線,a,2006-11-30,2006-12-01,4,2,2.0,1.2,72,70
473,小平市鈴木町1-487,35.718842,139.496735,JGD2011,府中清瀬線,a,2006-11-30,2006-12-01,4,2,5.0,1.2,71,70
474,小平市花小金井5-463,35.732895,139.509491,JGD2011,新宿青梅線,a,2006-11-30,2006-12-01,4,2,2.0,1.2,68,67
476,小平市小川東町2-3,35.743111,139.466095,JGD2011,立川所沢線,A,2007-02-22,2007-02-23,4,2,3.8,1.2,68,67
478,日野市南平4-3,35.662659,139.405060,JGD2011,上館日野線,A,2007-02-15,2007-02-16,4,2,1.8,1.2,72,70
479,日野市新井713,35.663696,139.418839,JGD2011,相模原立川線,A,2007-02-15,2007-02-16,4,2,4.8,1.2,68,62
481,日野市三沢1-19-1,35.659542,139.421097,JGD2011,都道稲城日野線(主地道41号),b,2006-11-17,2006-11-23,4,2,2.0,2.0,68,66
482,日野市旭が丘1-8,35.657703,139.375183,JGD2011,都道町田平山八王子線(都道155号),b,2006-11-02,2006-11-09,4,2,3.0,2.0,70,67
486,日野市平山5-12-16,35.647003,139.383423,JGD2011,都道上館日野線(都道173号),c,2006-11-10,2006-11-16,4,2,1.0,2.0,67,64
489,東村山市恩多町2-16,35.750927,139.485046,JGD2011,東村山東久留米線,A,2007-02-22,2007-02-23,4,2,0.3,1.2,62,56
490,東村山市本町2-6-5,35.761913,139.466995,JGD2011,主要地方道第16号線,c,2006-12-19,2006-12-20,4,2,3.1,1.2,67,68
492,国分寺市並木町2-33-15,35.716381,139.450119,JGD2011,主要地方道7号(杉並あきる野線),a,2006-12-19,2006-12-20,4,2,2.9,1.2,71,69
496,国分寺市東恋ヶ窪5-16-5,35.711868,139.467545,JGD2011,主要地方道第17号(所沢府中線),c,2006-12-19,2006-12-20,4,2,2.0,1.2,72,70
497,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道133号線(小川山･府中線),c,2006-12-19,2006-12-20,4,2,1.0,1.2,71,68
498,国分寺市内藤1-6-15,35.693974,139.458237,JGD2011,都道145号線(立川･国分寺線),c,2006-12-19,2006-12-20,4,2,1.5,1.2,70,66
499,国立市東2-29-3,35.693478,139.449585,JGD2011,国立停車場谷保線,a,2007-01-16,2007-01-16,4,4,3.0,1.2,67,62
503,国立市中1-15,35.696854,139.443359,JGD2011,立川国分寺線,C,2007-02-22,2007-02-23,4,2,2.0,1.2,66,63
504,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並･あきる野線,a,2007-01-30,2007-01-31,4,2,3.0,1.5,67,62
505,福生市熊川308,35.719730,139.332642,JGD2011,都道杉並･あきる野線,b,2007-02-06,2007-02-07,4,4,3.0,2.0,70,67
506,福生市熊川965,35.732822,139.332932,JGD2011,杉並あきる野線,B,2007-01-29,2007-01-30,4,2,2.0,1.2,71,68
507,福生市本町5,35.738701,139.326782,JGD2011,都道立川･青梅線,c,2006-12-19,2006-12-20,4,2,3.0,1.5,73,70
509,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並･あきる野線,c,2007-02-01,2007-02-02,4,2,3.0,1.5,68,68
512,狛江市東和泉1-28-1,35.630695,139.579437,JGD2011,都道3号線(世田谷・町田線),c,2007-02-13,2007-02-14,4,2,2.8,1.5,69,69
513,狛江市和泉本町1-1-5,35.634945,139.578369,JGD2011,都道11号線(大田･調布線),c,2007-02-05,2007-02-06,4,2,8.8,1.2,65,64
514,東大和市蔵敷1-448,35.754211,139.421036,JGD2011,新宿青梅線(主地道5号),a,2006-12-12,2006-12-13,4,2,0.5,1.2,69,64
515,東大和市中央2-870,35.746445,139.429016,JGD2011,新宿青梅線(主地道5号),b,2006-12-06,2006-12-07,4,4,2.0,1.2,76,74
516,東大和市中央2-1101,35.743881,139.430359,JGD2011,新宿青梅線(主地道5号),b,2006-11-29,2006-11-30,4,2,1.0,1.2,69,65
517,東大和市立野4-476,35.741055,139.417053,JGD2011,立川東大和線(主地道43号),c,2006-11-21,2006-11-22,4,2,3.4,1.2,69,66
