一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
500,国分寺市東恋ヶ窪5-16-5,35.711868,139.467545,JGD2011,都道所沢府中線（府中街道）,c,2007-12-17,2007-12-18,4,2,2.0,1.2,70,69
501,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道小川山・府中線（国分寺街道）,c,2007-12-17,2007-12-18,4,2,1.0,1.2,70,69
505,国分寺市内藤1-6-15,35.693974,139.458237,JGD2011,都道立川・国分寺線（多喜窪通り）,c,2007-12-17,2007-12-18,4,2,1.5,1.2,71,67
506,国分寺市戸倉2-26,35.705513,139.454391,JGD2011,都道国立停車場恋ヶ窪線（市役所通り）,A,2008-02-14,2008-02-15,4,2,1.3,1.2,66,63
509,国立市東2-29-3,35.693478,139.449585,JGD2011,都道国立停車場谷保線（大学通り）,A,2008-01-16,2008-01-16,4,4,3.0,1.2,67,61
511,福生市本町5番地,35.738701,139.326782,JGD2011,都道立川・青梅線（新奥多摩街道）,c,2007-12-05,2007-12-06,4,2,3.0,1.5,69,65
512,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線（五日市街道）,a,2007-12-17,2007-12-18,4,2,3.0,1.5,71,62
514,福生市熊川304,35.719582,139.333450,JGD2011,都道杉並・あきる野線（睦橋通り）,b,2007-12-25,2007-12-26,4,4,3.0,2.0,70,68
515,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線（五日市街道）,c,2007-12-10,2007-12-11,4,2,3.0,1.5,70,68
518,狛江市東和泉1-28-1,35.630695,139.579437,JGD2011,都道世田谷・町田線（世田谷通り）,c,2008-02-28,2008-02-28,4,2,2.5,1.2,66,－
519,狛江市和泉本町1-1-5,35.634945,139.578369,JGD2011,都道大田・調布線（狛江通り）,c,2008-02-28,2008-02-28,4,2,5.1,1.2,66,－
520,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線（新青梅街道）,b,2008-02-04,2008-02-05,4,4,2.0,1.2,76,73
521,東大和市中央2-1101,35.743881,139.430359,JGD2011,都道新宿青梅線（青梅街道）,b,2008-01-22,2008-01-23,4,2,1.0,1.2,69,66
522,東大和市蔵敷1-448,35.754211,139.421036,JGD2011,都道新宿青梅線（青梅街道）,a,2008-01-17,2008-01-18,4,2,0.5,1.2,67,62
523,東大和市立野4-476,35.741055,139.417053,JGD2011,都道立川東大和線（芋窪街道）,c,2008-01-24,2008-01-25,4,2,3.4,1.2,69,66
524,清瀬市中清戸2-686,35.781063,139.527237,JGD2011,都道浦和東村山線（志木街道）,a,2007-11-27,2007-11-28,4,2,2.0,1.2,67,64
525,清瀬市元町2-27-12,35.778091,139.517990,JGD2011,都道練馬所沢線（小金井街道）,c,2007-11-13,2007-11-14,4,2,2.0,1.2,69,67
526,清瀬市竹丘1-17-9,35.769478,139.508118,JGD2011,都道東村山清瀬線（病院街通り）,a,2007-11-20,2007-11-21,4,2,2.0,1.2,66,60
527,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線（新青梅街道）,b,2008-02-14,2008-02-15,4,4,3.8,1.2,68,65
528,東久留米市野火止1-1-34,35.761608,139.515976,JGD2011,都道府中清瀬線（小金井街道）,c,2008-02-14,2008-02-15,4,2,3.2,1.2,70,69
529,東久留米市南沢5-18-38,35.744312,139.524948,JGD2011,都道東京所沢線（所沢街道）,a,2008-02-14,2008-02-15,4,2,2.5,1.2,69,69
530,東久留米市滝山6-1-18,35.746067,139.504303,JGD2011,都道東久留米線（新小金井街道）,a,2008-02-14,2008-02-15,4,2,3.5,1.2,68,66
531,武蔵村山市三ﾂ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線（青梅街道）,ｂ,2007-10-22,2007-10-23,4,2,2.1,1.2,71,68
532,武蔵村山市中藤4-19-1,35.757786,139.403091,JGD2011,都道新宿青梅線（青梅街道）,ｂ,2007-10-22,2007-10-23,4,2,1.2,1.2,68,63
533,武蔵村山市三ﾂ藤3-7-8,35.756237,139.371658,JGD2011,都道新宿青梅線（新青梅街道）,ｂ,2007-10-23,2007-10-24,4,4,2.5,1.2,72,69
534,武蔵村山市学園3-24-1,35.748310,139.405487,JGD2011,都道新宿青梅線（新青梅街道）,ｂ,2007-10-23,2007-10-24,4,4,2.5,1.2,74,70
535,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,ｂ,2007-10-22,2007-10-23,4,2,3.7,1.2,70,67
536,武蔵村山市榎3-113-6,35.749233,139.383408,JGD2011,都道八王子武蔵村山線,ｂ,2007-10-25,2007-10-26,4,2,3.5,1.2,68,66
