一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
361,江戸川区江戸川5-7-5,35.676693,139.885086,JGD2011,新荒川葛西堤防線,B,2005-11-21,2005-11-22,4,2,2.1,1.2,71,67
362,江戸川区東葛西4-37-7,35.659397,139.883957,JGD2011,新荒川葛西堤防線,B,2005-11-21,2005-11-22,4,2,1.1,1.2,69,66
389,八王子市下柚木2-10-6,35.626877,139.382278,JGD2011,府中相模原線（由木街道）,b,2006-03-02,2006-03-03,4,4,3.0,1.2,72,70
390,八王子市中野上町1-32-19,35.668297,139.322601,JGD2011,八王子五日市線（秋川街道）,c,2006-02-21,2006-02-22,4,2,1.0,1.2,71,67
391,八王子市川口町908-1,35.693378,139.279099,JGD2011,八王子五日市線（秋川街道）,a,2006-02-23,2006-02-24,4,2,1.0,1.2,71,66
392,八王子市犬目町863,35.693054,139.303253,JGD2011,八王子あきる野線（高尾街道）,a,2006-02-23,2006-02-24,4,2,2.0,1.2,71,68
393,八王子市四谷町740,35.675873,139.297012,JGD2011,八王子あきる野線（高尾街道）,b,2006-03-07,2006-03-08,4,2,1.0,1.2,71,71
394,八王子市狭間町1737,35.637131,139.287140,JGD2011,八王子町田線（町田街道）,a,2006-02-21,2006-02-22,4,2,3.0,1.2,71,68
395,八王子市石川町2065,35.671555,139.360764,JGD2011,八王子武蔵村山線,b,2006-03-02,2006-03-03,4,2,3.0,1.2,70,67
396,八王子市片倉町119-4,35.643246,139.333313,JGD2011,上館日野線（北野街道）,a,2006-03-02,2006-03-03,4,2,2.0,1.2,72,68
397,八王子市大楽寺町539,35.670731,139.298981,JGD2011,上野原八王子線（陣馬街道）,b,2006-02-23,2006-02-24,4,2,2.0,1.2,72,69
398,八王子市西寺方町732,35.681908,139.273453,JGD2011,上野原八王子線（陣馬街道）,a,2006-02-23,2006-02-24,4,2,1.0,1.2,70,65
400,八王子市下恩方町1849-1,35.672089,139.260956,JGD2011,山田宮の前線,b,2006-02-23,2006-02-24,4,2,5.0,1.2,73,68
401,八王子市松木30-1,35.621815,139.390411,JGD2011,小山乞田線（多摩ニュータウン通り）,b,2006-03-02,2006-03-03,4,4,5.0,1.2,67,65
402,八王子市下柚木341,35.628994,139.380585,JGD2011,下柚木八王子線（野猿街道）,c,2006-03-02,2006-03-03,4,4,5.0,1.2,69,63
404,立川市錦町5-15,35.688423,139.412872,JGD2011,立川青梅線（新奥多摩街道）,B,2005-12-01,2005-12-02,4,4,4.0,1.2,69,67
405,立川市錦町5-19,35.686337,139.413528,JGD2011,立川青梅線（新奥多摩街道）,B,2005-12-01,2005-12-02,4,4,3.8,1.2,68,66
406,立川市泉町786-11,35.718124,139.417175,JGD2011,主地道４３号（立川東大和線）,a,2005-10-27,2005-10-28,4,4,6.0,1.2,68,65
407,立川市西砂町6-12,35.729572,139.372147,JGD2011,主地道７号（杉並あきる野線）,a,2005-10-20,2005-10-21,4,2,2.0,1.2,71,69
408,立川市柴崎町1-17,35.692822,139.405746,JGD2011,主地道２９号（立川青梅線）,a,2005-10-06,2005-10-07,4,2,1.0,1.2,67,61
409,立川市幸町3-3-9,35.718521,139.430435,JGD2011,主地道１６号（立川所沢線）,b,2005-10-12,2005-10-13,4,2,2.0,1.2,71,69
410,立川市幸町4-3,35.723442,139.426300,JGD2011,主地道７号（杉並あきる野線）,b,2005-10-26,2005-10-26,4,2,2.0,1.2,70,66
411,立川市高松町2-26-3,35.704899,139.418930,JGD2011,主地道１６号（立川所沢線）,c,2005-10-31,2005-11-01,4,2,3.0,1.2,71,71
412,武蔵野市吉祥寺北町1-18,35.709072,139.577286,JGD2011,杉並五日市線（井ノ頭通り）,C,2005-11-24,2005-11-25,4,2,2.1,1.2,68,66
413,武蔵野市吉祥寺本町2-31,35.707474,139.575912,JGD2011,杉並五日市線（井ノ頭通り）,C,2005-11-24,2005-11-25,4,2,2.1,1.2,68,66
414,武蔵野市中町2-10,35.706509,139.563416,JGD2011,主地道7号（杉並五日市線）,c,2005-11-29,2005-11-30,4,2,0.0,1.5,70,69
415,武蔵野市中町3-9-11,35.710838,139.565765,JGD2011,主地道7号（杉並五日市線）,c,2005-11-24,2005-11-25,4,2,0.0,1.5,68,65
417,武蔵野市関前1-9,35.710793,139.544022,JGD2011,調布田無線（武蔵境通り）,c,2005-12-06,2005-12-07,4,2,0.0,1.5,69,66
