一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
129,品川区戸越3-5,35.613167,139.716049,JGD2011,国道１号（第二京浜）,C,2005-11-09,2005-11-10,3,6,2.0,1.2,71,68
130,品川区上大崎1-23,35.632809,139.721313,JGD2011,北品川四谷線,B,2005-11-09,2005-11-10,4,6,5.3,1.2,69,64
131,品川区南品川5-13,35.608231,139.741135,JGD2011,東品川下丸子線,C,2005-11-09,2005-11-10,4,2,3.0,1.2,69,64
132,品川区西五反田6-6-19,35.623085,139.717300,JGD2011,東京丸子横浜線,c,2005-05-10,2005-05-13,4,6,6.0,3.0,69,67
133,品川区八潮5-8-47,35.597027,139.751862,JGD2011,国道３５７号（湾岸道路）,b,2005-06-01,2005-06-04,3,4,35.0,1.2,63,62
134,品川区北品川3-10-13,35.616417,139.737625,JGD2011,環状６号線（山手通り）,c,2005-07-06,2005-07-09,4,4,4.0,1.2,72,69
135,品川区北品川5-1-12,35.624058,139.731888,JGD2011,環状６号線（山手通り）,c,2005-10-04,2005-10-07,4,4,4.0,1.2,72,70
136,品川区上大崎2-13-36,35.634651,139.717880,JGD2011,白金台町等々力線（目黒通り）,c,2005-09-26,2005-09-29,4,5,6.0,1.5,68,67
137,品川区旗の台1-11-17,35.607334,139.702728,JGD2011,東京丸子横浜線（中原街道）,c,2005-10-18,2005-10-21,4,4,5.0,3.0,71,69
138,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,北品川四谷線,b,2005-11-08,2005-11-11,4,5,7.0,2.0,69,65
139,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,首都高速２号目黒線,b,2005-11-08,2005-11-11,2,4,15.0,8.0,69,65
140,品川区東大井3-18-34,35.600006,139.738266,JGD2011,国道１５号（第一京浜）,c,2005-12-06,2005-12-09,3,4,4.0,2.0,73,69
141,品川区東中延2-5-10,35.607838,139.713608,JGD2011,国道１号（第二京浜）,c,2006-01-17,2006-01-20,3,6,3.0,3.0,75,72
