一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
3,千代田区日比谷公園,35.673889,139.756195,JGD2011,国道1号,b,2007-01-23,2007-01-25,3,10,3.4,1.5,70,70
5,千代田区麹町6-2,35.685215,139.733078,JGD2011,国道20号,c,2006-06-06,2006-06-08,3,6,6.9,1.5,67,65
13,千代田区神田岩本町15,35.696655,139.775024,JGD2011,国道4号,c,2006-11-07,2006-11-14,3,7,7.0,1.5,72,70
16,千代田区丸の内1-1-3,35.684559,139.761765,JGD2011,国道1号,c,2007-01-23,2007-01-25,3,7,5.0,1.5,67,65
17,千代田区霞ヶ関2-1,35.676193,139.751129,JGD2011,国道20号,c,2007-01-23,2007-01-25,3,8,4.0,1.5,74,72
22,中央区日本橋小伝馬町20-3,35.692455,139.780502,JGD2011,国道6号,c,2006-06-06,2006-06-09,3,6,3.5,1.2,67,66
27,中央区京橋2-3-13,35.676655,139.771225,JGD2011,国道15号,c,2006-10-24,2006-10-27,3,5,3.5,1.2,68,67
44,港区赤坂7-3,35.673260,139.728806,JGD2011,国道246号,a,2006-11-16,2006-11-17,3,8,6.0,1.2,67,65
47,港区白金台1-2,35.636738,139.730743,JGD2011,国道1号,c,2006-11-16,2006-11-17,3,8,3.2,1.2,73,70
48,港区芝大門1-4,35.658218,139.754623,JGD2011,国道15号,c,2006-11-09,2006-11-10,3,8,3.4,1.2,72,70
50,港区高輪2-13,35.634586,139.737762,JGD2011,国道15号,c,2006-11-09,2006-11-10,3,7,3.0,1.2,74,72
51,港区北青山3-3,35.668293,139.714828,JGD2011,国道246号,c,2006-11-16,2006-11-17,3,8,5.8,1.2,71,72
53,港区虎ﾉ門3丁目4,35.666035,139.746826,JGD2011,国道1号,C,2006-11-09,2006-11-10,3,4,6.9,1.2,69,69
73,新宿区新宿1-7-3,35.688854,139.710388,JGD2011,国道20号,c,2006-08-22,2006-08-24,3,4,0.0,1.2,71,71
90,墨田区東向島1-28-3,35.718975,139.813736,JGD2011,国道6号,c,2006-10-02,2006-10-06,3,4,0.0,1.2,73,72
91,墨田区墨田4-61-9,35.729778,139.826065,JGD2011,国道6号,c,2006-10-02,2006-10-06,3,4,0.0,1.2,76,76
94,墨田区江東橋1-7-14,35.694637,139.810318,JGD2011,国道14号,c,2006-10-23,2006-10-27,3,4,0.0,1.2,73,71
95,墨田区緑2-14-8,35.694542,139.802292,JGD2011,国道14号,c,2006-10-23,2006-10-27,3,4,0.0,1.2,76,73
108,江東区亀戸7-42-5,35.696823,139.835480,JGD2011,国道14号,c,2006-10-17,2006-10-18,3,6,3.5,2.3,73,70
116,江東区東雲2-5,35.640823,139.799210,JGD2011,国道357号,c,2006-11-01,2006-11-02,3,4,4.0,1.5,73,72
127,品川区八潮5-8-47,35.597027,139.751862,JGD2011,国道357号,b,2006-06-06,2006-06-09,3,4,35.0,1.2,62,59
136,品川区東大井3-18-34,35.600006,139.738266,JGD2011,国道15号,c,2006-12-05,2006-12-08,3,4,4.0,1.5,73,69
137,品川区東中延2-5-10,35.607838,139.713608,JGD2011,国道1号,c,2007-01-16,2007-01-19,3,6,3.0,3.0,73,71
139,品川区東大井3-18-15,35.600006,139.738266,JGD2011,国道15号,C,2006-11-07,2006-11-08,3,4,2.0,1.2,72,68
140,品川区南大井2-10-20,35.590279,139.736633,JGD2011,国道15号,C,2006-11-07,2006-11-08,3,8,4.0,1.2,71,69
151,目黒区東山3丁目1,35.650799,139.685730,JGD2011,国道２４６号線（玉川通り）,C,2007-01-18,2007-01-19,3,6,4.7,1.2,75,76
157,大田区南馬込5-42,35.585648,139.705750,JGD2011,国道1号,B,2006-11-06,2006-11-07,3,6,2.0,2.1,71,68
163,大田区大森中2-1,35.568119,139.730362,JGD2011,国道15号,C,2006-11-13,2006-11-14,3,4,4.2,2.3,71,70
