一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
1,千代田区九段南1-1,35.693378,139.754913,JGD2011,都道401号,b,2006-07-25,2006-07-27,4,4,1.7,1.5,68,65
4,千代田区神田神保町2-15,35.696636,139.756454,JGD2011,都道301号,c,2006-06-06,2006-06-13,4,6,8.8,1.5,71,69
6,千代田区飯田橋4-5-14,35.700676,139.747147,JGD2011,都道8号,c,2006-07-25,2006-07-27,4,5,4.4,1.5,71,70
7,千代田区九段南3-8-14,35.692753,139.742584,JGD2011,都道302号,c,2006-09-27,2006-09-29,4,5,4.5,1.5,70,67
8,千代田区神田須田町1-3,35.696018,139.769287,JGD2011,都道302号,c,2006-09-27,2006-09-29,4,6,6.0,1.5,70,67
9,千代田区東神田2-10-18,35.695621,139.780716,JGD2011,都道302号,c,2006-09-27,2006-09-29,4,6,6.0,1.5,71,69
10,千代田区外神田3-16-12,35.702133,139.771149,JGD2011,都道437号,c,2006-10-24,2006-10-26,4,6,6.6,1.5,70,70
12,千代田区神田神保町2-15,35.696636,139.756454,JGD2011,都道301号,c,2006-11-07,2006-11-14,4,6,8.8,1.5,71,69
18,千代田区神田錦町1丁目27,35.690453,139.764206,JGD2011,錦町有楽町線,C,2007-02-08,2007-02-09,4,6,4.6,1.2,69,67
21,中央区佃2-2,35.669640,139.786316,JGD2011,都道463号線,B,2006-10-03,2006-10-04,4,4,5.6,1.2,66,62
23,中央区日本橋本町2-2-10,35.687996,139.775497,JGD2011,主要地方道316号,c,2006-06-20,2006-06-23,4,7,4.5,1.2,73,71
24,中央区築地6-1-11,35.665749,139.772690,JGD2011,主要地方道304号,c,2006-07-04,2006-07-07,4,6,4.5,1.2,72,70
25,中央区銀座1-16-3,35.674118,139.770599,JGD2011,主要地方道316号,c,2006-10-03,2006-10-06,4,10,4.6,1.2,73,73
26,中央区日本橋人形町2-36-1,35.685848,139.786469,JGD2011,主要地方道50号,c,2006-10-17,2006-10-20,4,6,4.5,1.2,71,69
28,中央区勝どき1-12-2,35.660091,139.776001,JGD2011,主要地方道304号,c,2006-12-05,2006-12-08,4,5,5.0,1.2,70,69
29,中央区新富2-15-5,35.671257,139.775208,JGD2011,主要地方道50号,c,2006-12-12,2006-12-15,4,6,4.5,1.2,68,66
30,中央区晴海3-1-4,35.656456,139.779572,JGD2011,主要地方道304号,c,2007-01-23,2007-01-26,4,8,5.0,1.2,68,66
31,中央区新川2-27,35.673252,139.783676,JGD2011,都道463号線,C,2006-10-03,2006-10-04,4,2,5.6,1.2,65,61
45,港区北青山1丁目7,35.677811,139.720215,JGD2011,四谷角筈線,A,2006-11-16,2006-11-17,4,4,10.5,1.2,62,60
46,港区西麻布3-12,35.656204,139.724091,JGD2011,都道418号線,b,2006-11-09,2006-11-10,4,4,2.8,1.2,72,69
49,港区港南3-9,35.632515,139.751373,JGD2011,都道316号線,c,2006-11-09,2006-11-10,4,6,5.4,1.2,72,70
52,港区西麻布3-21,35.659618,139.725067,JGD2011,都道412号線,c,2006-11-16,2006-11-17,4,8,4.4,1.2,72,72
54,港区東麻布2丁目31,35.655727,139.740875,JGD2011,環状3号線,C,2006-11-16,2006-11-17,4,4,6.4,1.2,73,72
55,港区西新橋1丁目10,35.668560,139.752716,JGD2011,外濠環状線,C,2006-11-09,2006-11-10,4,6,6.2,1.2,67,65
56,港区白金台5丁目10,35.641472,139.719849,JGD2011,北品川四谷線,C,2006-11-16,2006-11-17,4,4,4.0,1.2,76,74
57,港区海岸1丁目12,35.654015,139.762100,JGD2011,新橋日の出ふ頭線,C,2006-11-09,2006-11-10,4,4,3.9,1.2,65,59
59,新宿区西落合4-3-9,35.727287,139.680771,JGD2011,主地道8号千代田練馬田無線,b,2006-06-12,2006-06-14,4,4,0.0,1.2,74,73
60,新宿区西早稲田2-14-4,35.708271,139.711517,JGD2011,主地道25号飯田橋石神井新座線補,b,2006-08-08,2006-08-10,4,4,0.0,1.2,69,65
