一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
102,墨田区東向島1-28-3,35.718975,139.813736,JGD2011,国道６号（水戸街道）,c,2002-10-21,2002-10-25,3,4,3.0,1.2,73,73
105,墨田区墨田4-61-9,35.729778,139.826065,JGD2011,国道６号（水戸街道）,c,2002-10-21,2002-10-25,3,4,4.0,1.2,75,74
106,墨田区江東橋1-7-14,35.694637,139.810318,JGD2011,国道１４号（京葉道路）,c,2002-11-18,2002-11-25,3,4,5.0,1.2,74,72
111,墨田区緑2-14-8,35.694542,139.802292,JGD2011,国道１４号（京葉道路）,c,2002-11-18,2002-11-25,3,4,5.0,1.2,73,72
115,江東区亀戸7-39-9,35.696800,139.839569,JGD2011,国道１４号（京葉道路）,c,2002-05-16,2002-05-17,3,6,4.0,1.5,73,72
124,江東区辰巳2-9,35.645695,139.814026,JGD2011,国道３５７号（湾岸道路）,b,2002-10-09,2002-10-10,3,4,5.0,1.5,74,73
125,江東区東雲2-5-25,35.640823,139.799210,JGD2011,国道３５７号（湾岸道路）,c,2002-10-08,2002-10-09,3,4,10.0,1.5,73,72
142,品川区八潮5-8-17,35.597027,139.751862,JGD2011,国道３５７号（湾岸道路）,b,2002-06-04,2002-06-05,3,4,35.0,1.2,61,59
149,品川区東大井3-18-34,35.600006,139.738266,JGD2011,国道１５号（第一京浜）,c,2002-12-04,2002-12-05,3,6,4.0,2.0,74,70
150,品川区東中延2-5-10,35.607838,139.713608,JGD2011,国道１号（第二京浜）,c,2003-01-20,2003-01-21,3,6,3.0,3.0,74,73
161,目黒区大橋1-10-17,35.651321,139.686584,JGD2011,国道２４６号（玉川通り）,c,2002-09-03,2002-09-05,3,6,4.0,1.2,76,76
166,大田区東蒲田1-11-1,35.564438,139.727921,JGD2011,国道１５号（第一京浜）,c,2002-12-02,2002-12-09,3,5,5.0,3.4,72,71
173,大田区大森中1-22-2,35.568680,139.735062,JGD2011,国道１３１号（産業道路）,c,2002-09-17,2002-09-20,3,4,5.8,1.6,76,75
174,大田区北糀谷1-12-12,35.562824,139.736740,JGD2011,国道１３１号（産業道路）,c,2002-09-17,2002-09-20,3,5,4.1,1.6,74,73
175,大田区蒲田本町2-30-7,35.556835,139.720657,JGD2011,国道１５号（第一京浜）,c,2002-10-07,2002-10-10,3,4,4.5,1.2,73,72
176,大田区矢口1-8,35.569290,139.690918,JGD2011,国道１号（第二京浜）,C,2002-11-21,2002-11-22,3,6,2.4,1.2,76,75
177,大田区大森本町1-4,35.586117,139.736389,JGD2011,国道１５号（第一京浜）,C,2002-11-21,2002-11-22,3,8,6.8,1.2,74,73
178,大田区東六郷2-8,35.550240,139.716812,JGD2011,国道１５号（第一京浜）,C,2002-11-21,2002-11-22,3,4,4.4,1.2,72,71
182,世田谷区三軒茶屋1-30-9,35.641663,139.669739,JGD2011,国道２４６号（玉川通り）,c,2002-06-03,2002-06-13,3,6,2.8,1.3,76,76
184,世田谷区上馬4-1-3,35.635326,139.664017,JGD2011,国道２４６号（玉川通り）,c,2002-09-03,2002-09-13,3,6,3.2,1.3,75,75
186,世田谷区南烏山6-25-8,35.670761,139.597229,JGD2011,国道２０号（甲州街道）,b,2002-11-05,2002-11-15,3,5,3.0,1.3,75,74
194,世田谷区太子堂2-13-1,35.644962,139.672821,JGD2011,国道２４６号（玉川通り）,c,2002-12-05,2002-12-06,3,7,2.6,1.3,75,75
196,世田谷区上北沢4-31-10,35.670887,139.618103,JGD2011,国道２０号（甲州街道）,c,2002-12-03,2002-12-04,3,6,4.8,1.3,70,69
201,世田谷区瀬田2-31-2,35.618965,139.629761,JGD2011,国道２４６号（玉川通り）,b,2002-12-10,2002-12-11,3,8,3.0,1.2,74,73
203,世田谷区松原1-39-11,35.669838,139.651657,JGD2011,国道２０号（甲州街道）,c,2002-12-16,2002-12-17,3,8,3.5,1.2,72,72
207,世田谷区給田4-12,35.667332,139.590775,JGD2011,国道２０号（甲州街道）,B,2002-11-21,2002-11-22,3,4,3.0,1.2,72,71
208,世田谷区駒沢4-23,35.629799,139.654266,JGD2011,国道２４６号（玉川通り）,C,2002-11-21,2002-11-22,3,6,3.5,1.2,74,74
217,渋谷区初台1-32,35.679077,139.684341,JGD2011,国道２０号（甲州街道）,c,2002-04-24,2002-04-25,3,8,5.0,1.5,73,72
