表8-2　物質別月別調査結果（ＰＡＭＳ）,,,,,,,,,,,,,,,,,,,2019年度　PAMS
,"注)  ・2010（平成22)年度まで「低沸点VOC」としてPAMSの後に配していた4物質を、先頭に配した （番号は、PAMSを従前通りとしたため、「V1」などとした。）。
      ・物質名の( )は、HAPｓの番号であり、重複していることを示す。
      ・２桁への有効数字処理は行っていない。
      ・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。    ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
V1,Ethane,,※ ＧＣ－ＦＩＤにより測定,,,,,,,　　基準値  　：,,,,,,,,分子量：,30.1
,,,,,,,,,,　　定量下限値：,,0.017,μg/m3,(0.013 ppb),,,,換算係数(→ppb）：,0.799
,,2019年度,,,,,,,,　　検出下限値：,,0.006,,(0.004 ppb),,(単位：μg/m3）,,,(単位：ｐｐｂ）
測定地点（局）,,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,最大,最小,平 均,最大,最小,平 均
,中央区晴海,4.914,4.749,2.98,5.543,2.176,2.28,4.014,6.504,4.771,9.978,5.923,4.257,9.978,2.176,4.841,7.97,1.738,3.866
区,国設東京新宿,5.425,5.075,3.358,8.198,2.055,3.446,4.93,7.043,5.083,10.018,6.756,4.815,10.018,2.055,5.517,8.001,1.641,4.406
部,大田区東糀谷,5.435,6.647,3.588,6.694,2.923,2.673,3.851,10.15,6.742,15.009,6.842,4.716,15.009,2.673,6.273,11.988,2.135,5.01
一,世田谷区世田谷,5.944,5.43,3.524,8.101,1.787,3.759,5.375,10.078,7.56,15.245,8.396,4.974,15.245,1.787,6.681,12.176,1.428,5.336
般,板橋区氷川町,6.243,6.228,3.894,9.364,2.936,3.34,5.858,9.287,7.14,11.576,9.035,5.537,11.576,2.936,6.703,9.246,2.345,5.354
環,練馬区石神井町,5.303,5.184,2.923,7.846,2.117,2.509,4.541,9.014,7.091,11.052,7.946,4.618,11.052,2.117,5.845,8.827,1.691,4.669
境,足立区西新井,5.759,5.951,3.925,6.922,3.134,2.512,4.836,8.454,5.792,9.237,7.289,4.478,9.237,2.512,5.691,7.377,2.007,4.545
,江戸川区春江町,4.806,5.267,2.669,3.23,1.504,2.393,3.326,7.86,6.08,8.624,7.241,4.389,8.624,1.504,4.782,6.888,1.201,3.82
,区部一般平均,5.479,5.567,3.358,6.987,2.329,2.864,4.591,8.549,6.283,11.342,7.429,4.723,15.245,1.504,5.792,12.176,1.201,4.626
