,,,Ａ品,Ｂ品,Ｃ品,無加温区,11月区,12月区,1月区
3月,上旬,無,47.1728395061728,21.3888888888889,3.39197530864198,,,,
3月,上旬,11月,62.4691358024691,7.09259259259259,4.1820987654321,,,,
3月,上旬,12月,70.0617283950617,71.037037037037,10.4166666666667,,,,
3月,上旬,1月,36.3703703703704,40.8950617283951,7.07716049382716,,,,
3月,上旬,累積総収量,,,,71.9537037037037,73.7438271604938,151.515432098765,84.3425925925926
3月,中旬,無,207.58950617284,54.2777777777778,18.6975308641975,,,,
3月,中旬,11月,182.762345679012,10.4969135802469,13.5925925925926,,,,
3月,中旬,12月,269.29012345679,29.2191358024691,15.8456790123457,,,,
3月,中旬,1月,252.783950617284,66.2407407407407,9.92283950617284,,,,
3月,中旬,累積総収量,,,,352.518518518519,280.595679012346,465.87037037037,413.29012345679
3月,下旬,無,432.774691358025,16.2253086419753,19.6141975308642,,,,
3月,下旬,11月,385.549382716049,12.5308641975309,31.2222222222222,,,,
3月,下旬,12月,443.256172839506,51.5833333333333,25.5493827160494,,,,
3月,下旬,1月,441.95987654321,15.3117283950617,10.5216049382716,,,,
3月,下旬,累積総収量,,,,821.132716049383,709.898148148148,986.259259259259,881.083333333333
4月,上旬,無,388.246913580247,41.783950617284,76.9506172839506,,,,
4月,上旬,11月,352.635802469136,12.5092592592593,46.1141975308642,,,,
4月,上旬,12月,666.172839506173,41.0740740740741,45.891975308642,,,,
4月,上旬,1月,491.462962962963,28.9228395061728,37.8240740740741,,,,
4月,上旬,累積総収量,,,,1328.11419753086,1121.15740740741,1739.39814814815,1439.29320987654
4月,中旬,無,23.9691358024691,0.790123456790123,17.3117283950617,,,,
4月,中旬,11月,12.1388888888889,0,13.2561728395062,,,,
4月,中旬,12月,125.046296296296,7.65123456790123,42.0586419753086,,,,
4月,中旬,1月,81.8765432098765,1.96913580246914,24.4691358024691,,,,
4月,中旬,累積総収量,,,,1370.18518518519,1146.5524691358,1914.15432098765,1547.60802469136
4月,下旬,無,51.3950617283951,12.7067901234568,32.1697530864198,,,,
4月,下旬,11月,60.3611111111111,6.61111111111111,13.1358024691358,,,,
4月,下旬,12月,69.7685185185185,6.52469135802469,39.9938271604938,,,,
4月,下旬,1月,64.0030864197531,18.7993827160494,43.2376543209877,,,,
4月,下旬,累積総収量,,,,1466.45679012346,1226.66049382716,2030.44135802469,1673.64814814815
5月,上旬,無,79.3240740740741,4.96604938271605,36.320987654321,,,,
5月,上旬,11月,49.1141975308642,8.88271604938271,14.8271604938272,,,,
5月,上旬,12月,91.2777777777778,14.4475308641975,45.9166666666667,,,,
5月,上旬,1月,185.530864197531,30.5740740740741,49.4166666666667,,,,
5月,上旬,累積総収量,,,,1587.06790123457,1299.48456790123,2182.08333333333,1939.16975308642
5月,中旬,無,288.887345679012,82.5802469135803,71.6141975308642,,,,
5月,中旬,11月,444.608024691358,117.052469135802,55.4598765432099,,,,
5月,中旬,12月,421.453703703704,53.0833333333333,83.6512345679012,,,,
5月,中旬,1月,472.833333333333,77.4413580246914,83.6481481481482,,,,
5月,中旬,累積総収量,,,,2030.14969135802,1916.60493827161,2740.27160493827,2573.09259259259
5月,下旬,無,503.759259259259,79.287037037037,135.833333333333,,,,
5月,下旬,11月,520.466049382716,87.0401234567901,125.493827160494,,,,
5月,下旬,12月,680.549382716049,150.08024691358,167.416666666667,,,,
5月,下旬,1月,606.888888888889,137.191358024691,155.126543209877,,,,
5月,下旬,累積総収量,,,,2749.02932098765,2649.60493827161,3738.31790123457,3472.29938271605
6月,上旬,無,495.904320987654,143.666666666667,61.1666666666667,,,,
6月,上旬,11月,472.975308641975,100.320987654321,63.4043209876543,,,,
6月,上旬,12月,436.598765432099,58.1697530864198,14.4537037037037,,,,
6月,上旬,1月,505.567901234568,124.574074074074,40.533950617284,,,,
6月,上旬,累積総収量,,,,3449.76697530864,3286.30555555556,4247.54012345679,4142.97530864198
