"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20200601","1","虎ノ門いきいきプラザ","1249","1483","2732"
"20200601","2","南桜公園管理棟","785","696","1481"
"20200601","3","生涯学習センター","381","340","721"
"20200601","4","福祉プラザさくら川","1960","1995","3955"
"20200601","5","エコプラザ","2643","2553","5196"
"20200601","6","障害保健福祉センター","2586","2851","5437"
"20200601","7","芝小学校","3026","3398","6424"
"20200601","8","港勤労福祉会館","1003","1489","2492"
"20200601","9","芝浦港南地区総合支所","3321","3444","6765"
"20200601","10","三田中学校","756","830","1586"
"20200601","11","赤羽小学校","2568","3278","5846"
"20200601","12","豊岡いきいきプラザ","2855","3649","6504"
"20200601","13","御田小学校","1166","1523","2689"
"20200601","14","旧三光小学校（三光学童クラブ）","4471","5864","10335"
"20200601","15","旧神応小学校","2421","3048","5469"
"20200601","16","白金小学校","3603","4908","8511"
"20200601","17","高輪台小学校","3435","4624","8059"
"20200601","18","シティハイツ桂坂","2062","2595","4657"
"20200601","19","国民生活センタ－","2218","2588","4806"
"20200601","20","港南小学校","3680","4252","7932"
"20200601","21","六本木中学校","1802","1782","3584"
"20200601","22","麻布小学校","2538","2968","5506"
"20200601","23","飯倉いきいきプラザ","2508","2900","5408"
"20200601","24","南山小学校","2273","2549","4822"
"20200601","25","南麻布いきいきプラザ","4562","5651","10213"
"20200601","26","本村小学校","2333","3063","5396"
"20200601","27","笄小学校","2415","3123","5538"
"20200601","28","西麻布いきいきプラザ","1633","1748","3381"
"20200601","29","高陵中学校","1482","1913","3395"
"20200601","30","赤坂地区総合支所","1528","1509","3037"
"20200601","31","赤坂子ども中高生プラザ","3144","3364","6508"
"20200601","32","赤坂小学校","2781","3101","5882"
"20200601","33","赤坂図書館","1171","1500","2671"
"20200601","34","青山小学校","1316","1739","3055"
"20200601","35","青南小学校","2806","3567","6373"
"20200601","36","赤坂子ども中高生プラザ青山館","420","582","1002"
"20200601","37","お台場学園","2000","2226","4226"
"20200601","38","芝浦港南区民センター","3266","3513","6779"
"20200601","39","品川インターシティB棟","1060","1245","2305"
"20200601","40","芝浦アイランド児童高齢者交流プラザ","3854","3815","7669"
"20200601","41","シティハイツ港南","2637","2857","5494"
"20200601",,"在外選挙人名簿","534","663","1197"

"選挙人名簿登録者数　令和2年6月1日時点","Ver202006",,,,
