"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2013120101,"麻布",,17,36,53,0,,,,29,,9,"NNE",86,52,
2013120102,"麻布",,12,35,47,1,,,,26,,6,"NNE",86,49,
2013120103,"麻布",,17,36,53,0,,,,17,,6,"NW",83,52,
2013120104,"麻布",,20,36,56,0,,,,18,,11,"SW",74,54,
2013120105,"麻布",,21,35,56,0,,,,23,,11,"WSW",74,55,
2013120106,"麻布",,16,31,47,0,,,,23,,2,"ESE",68,60,
2013120107,"麻布",,18,29,47,0,,,,22,,1,"SW",68,61,
2013120108,"麻布",,24,30,54,2,,,,20,,1,"SW",85,58,
2013120109,"麻布",,47,36,83,3,,,,20,,10,"NNE",90,54,
2013120110,"麻布",,42,42,84,5,,,,27,,7,"E",114,52,
2013120111,"麻布",,18,35,53,12,,,,16,,13,"SW",123,50,
2013120112,"麻布",,7,25,32,23,,,,21,,9,"E",131,43,
2013120113,"麻布",,7,26,33,25,,,,21,,8,"NNW",140,33,
2013120114,"麻布",,6,30,36,26,,,,18,,7,"NE",147,32,
2013120115,"麻布",,8,40,48,18,,,,25,,4,"N",139,47,
2013120116,"麻布",,12,52,64,7,,,,25,,5,"E",134,53,
2013120117,"麻布",,9,59,68,2,,,,28,,3,"E",122,57,
2013120118,"麻布",,25,66,91,1,,,,38,,1,"W",120,59,
2013120119,"麻布",,49,67,116,0,,,,35,,1,"WSW",113,63,
2013120120,"麻布",,31,63,94,2,,,,34,,3,"NE",120,53,
2013120121,"麻布",,6,47,53,5,,,,47,,3,"WNW",113,58,
2013120122,"麻布",,4,39,43,10,,,,26,,2,"W",107,64,
2013120123,"麻布",,6,46,52,2,,,,24,,1,"WSW",102,68,
