,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,令和2年(2020年),,,,平成31年(2019年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"5,975,336","1,701,756","4,273,580","33,510,695","6,869,001","2,064,816","4,804,185","36,262,819",,
,,87.0%,82.4%,89.0%,92.4%,,,,,,
,外貿貨物,"3,701,929","752,039","2,949,890","19,464,927","3,814,020","904,827","2,909,193","19,655,885",,
,,97.1%,83.1%,101.4%,99.0%,,,,,,
,（うちコンテナ貨物）,"3,499,217","723,809","2,775,408","18,708,129","3,669,077","868,294","2,800,783","18,898,030",,
,,95.4%,83.4%,99.1%,99.0%,,,,,,
,内貿貨物,"2,273,407","949,717","1,323,690","14,045,768","3,054,981","1,159,989","1,894,992","16,606,934",,
,,74.4%,81.9%,69.9%,84.6%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
