"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2019120101,"赤坂",,30,39,69,1,,,,17,9,,,,,
2019120102,"赤坂",,16,36,52,1,,,,15,14,,,,,
2019120103,"赤坂",,8,30,38,1,,,,16,14,,,,,
2019120104,"赤坂",,6,21,27,7,,,,13,12,,,,,
2019120105,"赤坂",,3,17,20,9,,,,13,5,,,,,
2019120106,"赤坂",,2,16,18,10,,,,11,10,,,,,
2019120107,"赤坂",,2,13,15,14,,,,9,11,,,,,
2019120108,"赤坂",,4,17,21,13,,,,12,6,,,,,
2019120109,"赤坂",,5,16,21,13,,,,11,9,,,,,
2019120110,"赤坂",,7,18,25,12,,,,12,14,,,,,
2019120111,"赤坂",,4,15,19,17,,,,12,9,,,,,
2019120112,"赤坂",,6,20,26,16,,,,13,7,,,,,
2019120113,"赤坂",,6,28,34,12,,,,16,16,,,,,
2019120114,"赤坂",,7,37,44,9,,,,20,22,,,,,
2019120115,"赤坂",,4,37,41,10,,,,18,18,,,,,
2019120116,"赤坂",,12,41,53,7,,,,21,8,,,,,
2019120117,"赤坂",,19,43,62,3,,,,24,18,,,,,
2019120118,"赤坂",,25,49,74,2,,,,23,15,,,,,
2019120119,"赤坂",,25,48,73,2,,,,24,17,,,,,
2019120120,"赤坂",,18,42,60,3,,,,23,21,,,,,
2019120121,"赤坂",,24,41,65,2,,,,29,24,,,,,
2019120122,"赤坂",,50,44,94,1,,,,29,26,,,,,
2019120123,"赤坂",,49,46,95,1,,,,31,24,,,,,
2019120124,"赤坂",,36,47,83,1,,,,33,24,,,,,
2019120201,"赤坂",,45,49,94,1,,,,35,33,,,,,
2019120202,"赤坂",,49,44,93,1,,,,32,35,,,,,
2019120203,"赤坂",,41,40,81,1,,,,30,32,,,,,
2019120204,"赤坂",,17,32,49,2,,,,29,27,,,,,
2019120205,"赤坂",,18,29,47,2,,,,25,22,,,,,
2019120206,"赤坂",,29,30,59,1,,,,26,19,,,,,
2019120207,"赤坂",,47,33,80,1,,,,29,22,,,,,
2019120208,"赤坂",,71,35,106,1,,,,33,23,,,,,
2019120209,"赤坂",,69,37,106,1,,,,29,25,,,,,
2019120210,"赤坂",,94,39,133,1,,,,27,23,,,,,
2019120211,"赤坂",,85,39,124,1,,,,28,19,,,,,
2019120212,"赤坂",,"調整","調整","調整","調整",,,,"調整","調整",,,,,
2019120213,"赤坂",,73,39,112,1,,,,29,11,,,,,
