"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20210901","1","虎ノ門いきいきプラザ","26","504","532","507","495","275","487","2826"
"20210901","2","南桜公園管理棟","7","284","372","298","180","107","200","1448"
"20210901","3","生涯学習センター","6","78","131","119","80","97","208","719"
"20210901","4","福祉プラザさくら川","36","874","878","722","557","340","640","4047"
"20210901","5","エコプラザ","56","737","1241","1127","946","571","709","5387"
"20210901","6","障害保健福祉センター","65","806","1591","1360","951","423","420","5616"
"20210901","7","芝小学校","76","986","1470","1312","1000","607","872","6323"
"20210901","8","港勤労福祉会館","24","344","387","308","321","239","854","2477"
"20210901","9","芝浦港南地区総合支所","64","1147","1831","1345","1012","540","809","6748"
"20210901","10","三田中学校","36","250","302","308","234","133","299","1562"
"20210901","11","赤羽小学校","80","657","1079","1320","1053","634","1047","5870"
"20210901","12","豊岡いきいきプラザ","84","795","1255","1413","1158","695","1078","6478"
"20210901","13","御田小学校","35","303","412","573","487","329","546","2685"
"20210901","14","旧三光小学校（三光学童クラブ）","147","1212","1771","2286","1928","1103","1737","10184"
"20210901","15","旧神応小学校","68","641","957","1202","905","571","1131","5475"
"20210901","16","白金小学校","133","930","1440","1743","1531","996","1633","8406"
"20210901","17","高輪台小学校","107","875","1283","1696","1533","873","1550","7917"
"20210901","18","シティハイツ桂坂","66","531","828","976","818","520","854","4593"
"20210901","19","国民生活センタ－","76","604","633","969","974","595","1015","4866"
"20210901","20","港南小学校","163","583","974","2192","1683","807","1497","7899"
"20210901","21","六本木中学校","36","459","665","720","582","387","680","3529"
"20210901","22","麻布小学校","94","638","1028","1214","1123","596","828","5521"
"20210901","23","飯倉いきいきプラザ","58","794","1231","1215","876","405","680","5259"
"20210901","24","南山小学校","62","596","826","1060","935","524","832","4835"
"20210901","25","南麻布いきいきプラザ","119","1526","2354","2492","1670","898","1224","10283"
"20210901","26","本村小学校","79","707","894","1225","963","553","1086","5507"
"20210901","27","笄小学校","75","565","919","1277","1032","631","1035","5534"
"20210901","28","西麻布いきいきプラザ","45","510","676","708","544","310","539","3332"
"20210901","29","高陵中学校","55","407","532","809","675","399","641","3518"
"20210901","30","赤坂地区総合支所","40","474","583","573","555","349","463","3037"
"20210901","31","赤坂子ども中高生プラザ","63","947","1489","1374","1139","632","905","6549"
"20210901","32","赤坂小学校","67","609","1023","1219","1070","709","1125","5822"
"20210901","33","赤坂図書館","43","250","375","564","462","312","669","2675"
"20210901","34","青山小学校","53","226","353","564","559","363","842","2960"
"20210901","35","青南小学校","97","588","969","1330","1170","811","1340","6305"
"20210901","36","赤坂子ども中高生プラザ青山館","15","84","163","175","179","156","324","1096"
"20210901","37","お台場学園","106","428","543","978","1195","475","484","4209"
"20210901","38","芝浦港南区民センター","86","761","1516","1665","1237","627","929","6821"
"20210901","39","品川インターシティB棟","27","182","425","547","539","295","315","2330"
"20210901","40","芝浦アイランド児童高齢者交流プラザ","130","820","1665","2208","1571","594","739","7727"
"20210901","41","シティハイツ港南","100","462","893","1397","1257","562","745","5416"
"20210901",,"在外選挙人名簿","0","23","141","327","348","149","166","1154"

"投票区別年代別名簿登録者数　令和3年9月1日時点","Ver202109",,,,,,,,,
