地域階層,地域コード,地域,平成4年,平成5年,平成6年,平成7年,平成8年,平成9年,平成10年,平成11年,平成12年,平成13年,平成14年,平成15年
0,13000,総数,250198,263606,269889,265359,260731,262270,267110,273978,286648,306154,331277,344221
1,13100,区部,213086,223897,228277,223651,219036,219206,222772,228557,239143,256006,276857,287479
1,13200,市部,36660,39195,41046,41102,41083,42452,43740,44758,46845,49415,53632,55911
2,13300,郡部,310,366,378,399,399,412,395,433,429,491,533,576
2,13350,島部,142,148,188,207,213,200,203,230,231,242,255,255
1,13100,区部,213086,223897,228277,223651,219036,219206,222772,228557,239143,256006,276857,287479
4,13101,千代田区,1413,1352,1290,1303,1275,1237,1317,1334,1437,1578,1745,1821
4,13102,中央区,991,1089,1085,1091,1222,1293,1344,1442,1624,1829,2141,2429
4,13103,港区,11995,11838,12068,11821,12093,13024,13252,14017,14375,15701,16561,16494
4,13104,新宿区,18165,18761,19213,18815,18834,19056,19701,20210,21780,24149,26582,28116
4,13105,文京区,5489,5586,5512,5452,5240,5241,5326,5305,5532,5839,6258,6380
4,13106,台東区,5256,5165,5329,5279,5303,5563,5857,6348,7095,8083,9032,9877
4,13107,墨田区,4691,4981,5233,5488,4876,4907,5035,5364,5738,6384,7190,7537
4,13108,江東区,8503,8607,8773,8497,8178,8214,8443,8741,9302,10265,12232,12928
4,13109,品川区,8872,9077,9041,8581,8212,8101,8236,8322,8438,8869,9463,9667
4,13110,目黒区,7018,7280,7473,7177,7315,7458,7392,7377,7645,8029,8402,8416
4,13111,大田区,11984,12553,12631,12366,12386,12533,12926,13191,13529,14195,15191,15534
4,13112,世田谷区,12967,13623,14041,13752,13176,13139,13430,13426,13586,14125,15117,15427
4,13113,渋谷区,9180,9158,9406,9049,9310,9131,9051,9241,9714,10566,11306,11599
4,13114,中野区,10907,11720,12088,11569,11103,10477,10423,10346,10667,10912,11211,11322
4,13115,杉並区,10684,11749,11861,11407,10854,10356,10322,10360,10508,10519,10944,11332
4,13116,豊島区,15431,16300,15386,15344,14578,13742,13351,13452,13845,14781,15820,16364
4,13117,北区,8946,9839,10035,9855,9579,9641,9660,10069,10668,11293,12154,12931
4,13118,荒川区,9404,9366,9486,9429,9036,9030,9246,9604,10130,10979,11811,12505
4,13119,板橋区,10788,12025,12140,11625,11474,11213,11485,11842,12377,12936,13971,14748
4,13120,練馬区,8867,9619,10063,10031,9786,9877,10032,10080,10390,10765,11465,12027
4,13121,足立区,14224,15336,16117,15827,15525,15870,16303,17039,17726,18793,20372,20875
4,13122,葛飾区,6915,7414,7717,7774,7699,7781,8017,8244,8640,9464,10335,10712
4,13123,江戸川区,10396,11459,12289,12119,11982,12322,12623,13203,14397,15952,17554,18438
1,13200,市部,36660,39195,41046,41102,41083,42452,43740,44758,46845,49415,53632,55911
4,13201,八王子市,3289,3545,3925,4125,4233,4331,4577,4801,5331,5672,6576,7113
4,13202,立川市,2129,2145,2231,2310,2265,2327,2411,2483,2590,2784,3001,3003
4,13203,武蔵野市,2083,2251,2260,2228,2282,2217,2185,2176,2217,2237,2415,2471
4,13204,三鷹市,2296,2429,2585,2658,2621,2636,2724,2693,2759,3003,3019,2904
4,13205,青梅市,1151,1430,1348,1241,1179,1189,1162,1114,1092,1159,1221,1298
4,13206,府中市,2309,2432,2550,2498,2595,2794,2946,3058,3221,3403,3628,3734
4,13207,昭島市,1502,1672,1772,1801,1798,1810,1852,1901,1888,1972,2120,2106
4,13208,調布市,2772,2928,3004,2981,2891,2974,3035,3159,3227,3249,3419,3408
4,13209,町田市,2043,2211,2304,2357,2173,2481,2650,2790,3012,3242,3483,3745
4,13210,小金井市,1207,1288,1372,1359,1419,1468,1517,1513,1620,1773,2011,2145
4,13211,小平市,2827,3060,3129,3125,3135,3145,3133,3036,3199,3300,3470,3626
4,13212,日野市,1412,1382,1470,1265,1313,1363,1427,1563,1459,1494,1783,1933
4,13213,東村山市,952,1052,1103,1103,1035,1018,1021,1041,1157,1234,1400,1583
4,13214,国分寺市,830,886,1005,926,969,1012,1129,1149,1237,1298,1449,1529
4,13215,国立市,770,879,975,971,1003,1039,1101,1130,1199,1265,1311,1318
4,13216,田無市,614,633,650,665,639,701,730,759,838,894,0,0
4,13217,保谷市,896,944,1002,925,997,1049,1089,1145,1206,1209,0,0
4,13218,福生市,1206,1331,1443,1667,1713,1755,1740,1788,1918,1950,2109,2242
4,13219,狛江市,546,620,630,639,593,606,596,608,633,673,758,810
4,13220,東大和市,691,676,691,672,695,746,663,692,686,724,735,762
4,13221,清瀬市,351,416,482,507,530,545,572,554,622,688,753,746
4,13222,東久留米市,778,838,904,866,923,936,982,1060,1059,1088,1184,1227
4,13223,武蔵村山市,643,767,841,908,869,895,857,834,831,902,932,987
4,13224,多摩市,1108,1240,1299,1224,1224,1284,1358,1391,1436,1584,1718,1804
4,13225,稲城市,463,496,524,583,602,646,712,731,733,758,797,853
4,13227,羽村市,1448,1216,1103,1047,979,1070,1121,1130,1207,1349,1450,1548
4,13228,あきる野市,344,428,444,451,408,415,450,459,468,511,560,562
4,13229,西東京市,0,0,0,0,0,0,0,0,0,0,2330,2454
