地域階層,地域コード,地域,平成14年1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成15年1月
0,130000,総数,12187714,12189607,12188804,12186748,12249587,12259606,12263180,12269767,12275920,12279419,12287533,12288169,12289519
1,13100,区部,8219622,8220972,8221148,8222725,8264148,8270392,8272384,8277440,8281629,8283735,8289067,8288333,8289001
1,13200,市部,3880686,3881279,3880287,3877266,3898428,3902206,3903794,3905282,3907266,3908564,3911384,3912770,3913402
2,13300,郡部,60289,60265,60271,60175,60203,60174,60175,60202,60222,60291,60301,60276,60319
2,13350,島部,27327,27308,27319,26848,27126,27162,27157,27187,27155,27188,27146,27160,27174
1,13100,区部,8219622,8220972,8221148,8222725,8264148,8270392,8272384,8277440,8281629,8283735,8289067,8288333,8289001
4,13101,千代田区,36384,36375,36406,36303,36628,36643,36673,36663,36641,36678,36698,36633,36560
4,13102,中央区,77300,77452,77452,77599,78243,78390,78624,78904,79368,79745,80318,80610,80822
4,13103,港区,164534,164523,164593,164267,164945,165190,165264,165571,165859,165608,165474,165600,165947
4,13104,新宿区,290574,290712,290905,291066,293707,293678,293678,293804,293819,294029,294498,294455,294617
4,13105,文京区,178681,178722,178508,178239,179643,179803,179955,179990,179990,180215,180452,180432,180567
4,13106,台東区,159152,159370,159551,160018,160731,160705,160783,160924,161222,161454,161810,161878,161886
4,13107,墨田区,218536,218766,218842,218733,219617,219712,219807,219888,219979,220044,220175,219940,219901
4,13108,江東区,386389,386462,386700,387711,389946,390609,390748,391573,392388,392653,393042,393549,393983
4,13109,品川区,327364,327418,327553,327763,329320,329418,329445,329717,329727,330127,330540,330646,330615
4,13110,目黒区,253129,253047,253001,253445,254975,255217,255266,255281,255358,255292,255381,255255,255175
4,13111,大田区,654853,654754,654523,654584,657041,657394,657396,657543,657996,657915,658045,658133,658261
4,13112,世田谷区,820632,820503,819891,819548,824435,825379,825796,826199,826896,827345,827725,827242,826875
4,13113,渋谷区,199464,199360,199347,199102,200479,200670,200968,201134,201160,201139,201142,200964,201017
4,13114,中野区,311188,311195,311163,310856,312660,312909,312867,312617,312638,312541,312591,312404,312111
4,13115,杉並区,525552,525520,525332,525421,528111,528516,528336,528270,528486,528254,528124,528018,527988
4,13116,豊島区,250888,250713,250768,250974,252649,252609,252663,252730,252560,252462,252616,252485,252172
4,13117,北区,325953,325891,325722,325644,327161,327252,327135,327095,326883,326395,326516,326171,326172
4,13118,荒川区,182934,182904,183063,183530,184752,184874,184972,185219,185392,185589,185917,185513,185571
4,13119,板橋区,518599,518659,518704,519279,522362,522680,522463,522640,522792,522778,523213,523051,523001
4,13120,練馬区,665975,666515,666842,666652,669466,670004,670127,670670,671035,671219,671491,671580,672045
4,13121,足立区,619427,619346,619453,619194,620467,620704,620864,621120,621132,621239,621268,621414,621500
4,13122,葛飾区,423673,423837,423819,423604,424861,425070,425266,425620,425767,425855,425937,426054,425921
4,13123,江戸川区,628441,628928,629010,629193,631949,632966,633288,634268,634541,635159,636094,636306,636294
1,13200,市部,3880686,3881279,3880287,3877266,3898428,3902206,3903794,3905282,3907266,3908564,3911384,3912770,3913402
4,13201,八王子市,541611,541371,540871,539486,542754,543210,543470,543781,543874,544250,544653,544723,544812
4,13202,立川市,166427,166504,166440,165668,166528,166626,166729,166869,166953,166981,167097,167097,167200
4,13203,武蔵野市,135847,135850,135723,135746,136367,136387,136382,136396,136505,136378,136292,136199,136112
