地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13529663,10152,13043963,6439182,6604781,485700,236563,249137,6996127,6632327,276721,87079
1,13100,区部,9301980,9204,8891864,4380730,4511134,410116,201378,208738,4998649,4692578,238039,68032
1,13200,市部,4142845,954,4068343,2016037,2052306,74502,34694,39808,1956343,1899482,38223,18638
2,13300,郡部,58430,23,57611,28985,28626,819,394,425,26056,25434,347,275
2,13350,島部,26408,-29,26145,13430,12715,263,97,166,15079,14833,112,134
1,13100,区部,9301980,9204,8891864,4380730,4511134,410116,201378,208738,4998649,4692578,238039,68032
4,13101,千代田区,59680,126,56996,28409,28587,2684,1476,1208,33597,31489,1691,417
4,13102,中央区,148849,566,142756,67895,74861,6093,3136,2957,85103,80511,3441,1151
4,13103,港区,248824,239,229633,107069,122564,19191,10124,9067,141705,128180,10415,3110
4,13104,新宿区,339283,1111,297577,148932,148645,41706,21754,19952,214604,180633,30555,3416
4,13105,文京区,213868,283,204653,97209,107444,9215,4499,4716,116718,109231,6275,1212
4,13106,台東区,193572,338,178889,91936,86953,14683,7419,7264,113830,102649,9238,1943
4,13107,墨田区,265078,193,253604,126868,126736,11474,4912,6562,144857,136289,6064,2504
4,13108,江東区,505936,769,480057,238531,241526,25879,12211,13668,257882,241285,12087,4510
4,13109,品川区,382736,164,371029,182079,188950,11707,5689,6018,212287,203639,6109,2539
4,13110,目黒区,273676,97,265588,125187,140401,8088,4288,3800,152834,146447,4570,1817
4,13111,大田区,717446,403,696015,347975,348040,21431,10211,11220,379787,364441,10659,4687
4,13112,世田谷区,892673,463,874470,415074,459396,18203,9356,8847,467865,453318,10105,4442
4,13113,渋谷区,222522,-56,212555,101445,111110,9967,5433,4534,134798,127013,6022,1763
4,13114,中野区,325607,237,309926,156293,153633,15681,7939,7742,198614,185237,11417,1960
4,13115,杉並区,558849,567,544441,261240,283201,14408,7203,7205,313592,301592,9574,2426
4,13116,豊島区,284546,711,257361,129544,127817,27185,14037,13148,175222,152765,20192,2265
4,13117,北区,345068,520,325542,161775,163767,19526,9774,9752,190162,175834,11747,2581
4,13118,荒川区,213184,419,195367,97677,97690,17817,8710,9107,112742,100194,10234,2314
4,13119,板橋区,557382,523,534896,264937,269959,22486,10409,12077,298010,281176,12912,3922
4,13120,練馬区,723522,377,707308,346103,361205,16214,7463,8751,360645,348162,8860,3623
4,13121,足立区,681239,225,654019,329560,324459,27220,12199,15021,334242,316610,11243,6389
4,13122,葛飾区,456694,357,438090,219806,218284,18604,8839,9765,225543,212942,9073,3528
4,13123,江戸川区,691746,572,661092,335186,325906,30654,14297,16357,334010,312941,15556,5513
