地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13532409,2746,13045380,6439445,6605935,487029,237348,249681,6996757,6632482,277072,87203
1,13100,区部,9304783,2803,8893521,4381325,4512196,411262,202036,209226,4999265,4692777,238362,68126
1,13200,市部,4142913,68,4068221,2015749,2052472,74692,34824,39868,1956403,1899481,38257,18665
2,13300,郡部,58359,-71,57548,28961,28587,811,390,421,26029,25411,341,277
2,13350,島部,26354,-54,26090,13410,12680,264,98,166,15060,14813,112,135
1,13100,区部,9304783,2803,8893521,4381325,4512196,411262,202036,209226,4999265,4692777,238362,68126
4,13101,千代田区,59797,117,57097,28503,28594,2700,1482,1218,33645,31528,1695,422
4,13102,中央区,149221,372,143073,68044,75029,6148,3158,2990,85215,80591,3451,1173
4,13103,港区,249222,398,229968,107217,122751,19254,10124,9130,141779,128261,10403,3115
4,13104,新宿区,339188,-95,297611,148947,148664,41577,21717,19860,214441,180610,30421,3410
4,13105,文京区,213909,41,204698,97268,107430,9211,4495,4716,116692,109214,6260,1218
4,13106,台東区,193800,228,179172,92030,87142,14628,7385,7243,113984,102850,9187,1947
4,13107,墨田区,265391,313,253864,126974,126890,11527,4935,6592,145015,136391,6123,2501
4,13108,江東区,506402,466,480325,238635,241690,26077,12322,13755,258132,241432,12172,4528
4,13109,品川区,382797,61,371067,182105,188962,11730,5707,6023,212195,203527,6119,2549
4,13110,目黒区,273856,180,265728,125255,140473,8128,4311,3817,152876,146465,4593,1818
4,13111,大田区,717397,-49,695864,347912,347952,21533,10262,11271,379699,364287,10730,4682
4,13112,世田谷区,892824,151,874581,415057,459524,18243,9368,8875,467816,453255,10111,4450
4,13113,渋谷区,222480,-42,212531,101383,111148,9949,5438,4511,134723,126962,5994,1767
4,13114,中野区,325575,-32,309890,156270,153620,15685,7960,7725,198525,185154,11421,1950
4,13115,杉並区,558914,65,544438,261243,283195,14476,7250,7226,313525,301497,9604,2424
4,13116,豊島区,284425,-121,257277,129459,127818,27148,14004,13144,175087,152696,20117,2274
4,13117,北区,345209,141,325633,161788,163845,19576,9808,9768,190217,175864,11774,2579
4,13118,荒川区,213289,105,195357,97683,97674,17932,8765,9167,112834,100206,10294,2334
4,13119,板橋区,557418,36,534820,264928,269892,22598,10484,12114,298159,281225,13023,3911
4,13120,練馬区,723727,205,707398,346114,361284,16329,7533,8796,360596,348056,8908,3632
4,13121,足立区,681377,138,654048,329621,324427,27329,12269,15060,334485,316790,11308,6387
4,13122,葛飾区,456880,186,438155,219756,218399,18725,8907,9818,225681,213024,9109,3548
4,13123,江戸川区,691685,-61,660926,335133,325793,30759,14352,16407,333944,312892,15545,5507
1,13200,市部,4142913,68,4068221,2015749,2052472,74692,34824,39868,1956403,1899481,38257,18665
4,13201,八王子市,563301,-154,552149,276980,275169,11152,5231,5921,262400,253669,6192,2539
4,13202,立川市,181486,46,177663,88708,88955,3823,1745,2078,88590,85892,1736,962
4,13203,武蔵野市,143982,3,141147,67633,73514,2835,1415,1420,75261,72900,1727,634
4,13204,三鷹市,185273,6,181855,89171,92684,3418,1628,1790,92056,89271,1919,866
4,13205,青梅市,136014,-90,134380,67613,66767,1634,662,972,62258,60996,644,618
4,13206,府中市,258093,-232,253401,128221,125180,4692,1986,2706,122753,119161,2410,1182
4,13207,昭島市,112835,-29,110346,55093,55253,2489,1145,1344,52831,51048,1171,612
4,13208,調布市,229867,319,225853,110829,115024,4014,1914,2100,115251,112118,2114,1019
4,13209,町田市,428565,71,423057,207824,215233,5508,2605,2903,192266,188234,2406,1626
4,13210,小金井市,119440,79,117063,57923,59140,2377,1173,1204,58904,57051,1378,475
4,13211,小平市,189828,2,185281,91462,93819,4547,2172,2375,88966,85314,2881,771
