階層コード,地域コード,地域,人口総数／平成28年2月１日,人口総数／平成28年１月１日,人口総数／平成27年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13420188,13415349,13300419,4839,0.04,119769,0.9
1,13100,区部,9211133,9205712,9106677,5421,0.06,104456,1.15
1,13200,市部,4123728,4124234,4108077,-506,-0.01,15651,0.38
1,13300,郡部,58602,58646,58686,-44,-0.08,-84,-0.14
1,13350,島部,26725,26757,26979,-32,-0.12,-254,-0.94
,,,,,,,,,
住民基本台帳による世帯と人口_平成28年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
