階層コード,地域コード,地域,人口総数／平成28年１月１日,人口総数／平成27年12月１日,人口総数／平成27年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13415349,13414609,13297586,740,0.01,117763,0.89
1,13100,区部,9205712,9204857,9102598,855,0.01,103114,1.13
1,13200,市部,4124234,4124294,4109189,-60,0,15045,0.37
1,13300,郡部,58646,58650,58760,-4,-0.01,-114,-0.19
1,13350,島部,26757,26808,27039,-51,-0.19,-282,-1.04
,,,,,,,,,
住民基本台帳による世帯と人口_平成28年１月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
