階層コード,地域コード,地域,人口総数／平成28年12月１日,人口総数／平成28年11月１日,人口総数／平成27年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13532409,13529663,13414609,2746,0.02,117800,0.88
1,13100,区部,9304783,9301980,9204857,2803,0.03,99926,1.09
1,13200,市部,4142913,4142845,4124294,68,0,18619,0.45
1,13300,郡部,58359,58430,58650,-71,-0.12,-291,-0.5
1,13350,島部,26354,26408,26808,-54,-0.2,-454,-1.69
,,,,,,,,,
住民基本台帳による世帯と人口_平成28年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
