地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13519511,8704,13042157,6438656,6603501,477354,231975,245379,6987803,6631570,269305,86928
1,13100,区部,9292776,6505,8890079,4379912,4510167,402697,197328,205369,4991154,4691828,231407,67919
1,13200,市部,4141891,2296,4068278,2016320,2051958,73613,34172,39441,1955523,1899449,37473,18601
2,13300,郡部,58407,-48,57623,28974,28649,784,381,403,26027,25437,316,274
2,13350,島部,26437,-49,26177,13450,12727,260,94,166,15099,14856,109,134
1,13100,区部,9292776,6505,8890079,4379912,4510167,402697,197328,205369,4991154,4691828,231407,67919
4,13101,千代田区,59554,38,56918,28371,28547,2636,1453,1183,33526,31462,1651,413
4,13102,中央区,148283,394,142267,67685,74582,6016,3090,2926,84836,80290,3400,1146
4,13103,港区,248585,430,229436,106969,122467,19149,10127,9022,141629,128108,10413,3108
4,13104,新宿区,338172,717,297654,148949,148705,40518,21082,19436,213511,180668,29428,3415
4,13105,文京区,213585,502,204536,97119,107417,9049,4413,4636,116546,109201,6135,1210
4,13106,台東区,193234,14,178872,91908,86964,14362,7253,7109,113462,102595,8934,1933
4,13107,墨田区,264885,190,253629,126911,126718,11256,4793,6463,144588,136225,5863,2500
4,13108,江東区,505167,348,479656,238285,241371,25511,12048,13463,257406,241105,11796,4505
4,13109,品川区,382572,385,370936,182045,188891,11636,5653,5983,212196,203615,6040,2541
4,13110,目黒区,273579,222,265524,125178,140346,8055,4259,3796,152826,146476,4540,1810
4,13111,大田区,717043,343,695880,347961,347919,21163,10049,11114,379553,364405,10467,4681
4,13112,世田谷区,892210,462,874253,414906,459347,17957,9245,8712,467623,453298,9901,4424
4,13113,渋谷区,222578,279,212641,101455,111186,9937,5423,4514,134859,127117,5981,1761
4,13114,中野区,325370,162,310177,156451,153726,15193,7668,7525,198311,185396,10951,1964
4,13115,杉並区,558282,352,544239,261100,283139,14043,7031,7012,313250,301590,9238,2422
4,13116,豊島区,283835,175,257445,129626,127819,26390,13569,12821,174543,152861,19421,2261
4,13117,北区,344548,311,325546,161805,163741,19002,9460,9542,189678,175836,11256,2586
4,13118,荒川区,212765,57,195255,97605,97650,17510,8540,8970,112364,100102,9949,2313
4,13119,板橋区,556859,111,534857,264922,269935,22002,10149,11853,297540,281148,12474,3918
