階層コード,地域コード,地域,人口総数／平成28年9月１日,人口総数／平成28年8月１日,人口総数／平成27年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13510807,13507093,13390042,3714,0.03,120765,0.9
1,13100,区部,9286271,9282788,9182547,3483,0.04,103724,1.13
1,13200,市部,4139595,4139314,4121972,281,0.01,17623,0.43
1,13300,郡部,58455,58516,58656,-61,-0.1,-201,-0.34
1,13350,島部,26486,26475,26867,11,0.04,-381,-1.42
,,,,,,,,,
住民基本台帳による世帯と人口_平成28年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
