地域階層,地域コード,項番 Item number,地域,District,総数 Total／計 Total,総数 Total／男 Male,総数 Total／女 Female,15歳～19歳 15-19years old／計 Total,15歳～19歳 15-19years old／男 Male,15歳～19歳 15-19years old／女 Female,20歳～24歳 20-24years old／計 Total,20歳～24歳 20-24years old／男 Male,20歳～24歳 20-24years old／女 Female,25歳～29歳 25-29years old／計 Total,25歳～29歳 25-29years old／男 Male,25歳～29歳 25-29years old／女 Female,30歳～34歳 30-34years old／計 Total,30歳～34歳 30-34years old／男 Male,30歳～34歳 30-34years old／女 Female,35歳～39歳 35-39years old／計 Total,35歳～39歳 35-39years old／男 Male,35歳～39歳 35-39years old／女 Female,40歳～44歳 40-44years old／計 Total,40歳～44歳 40-44years old／男 Male,40歳～44歳 40-44years old／女 Female,45歳～49歳 45-49years old／計 Total,45歳～49歳 45-49years old／男 Male,45歳～49歳 45-49years old／女 Female,50歳～54歳 50-54years old／計 Total,50歳～54歳 50-54years old／男 Male,50歳～54歳 50-54years old／女 Female,55歳～59歳 55-59years old／計 Total,55歳～59歳 55-59years old／男 Male,55歳～59歳 55-59years old／女 Female,60歳～64歳 60-64years old／計 Total,60歳～64歳 60-64years old／男 Male,60歳～64歳 60-64years old／女 Female,65歳～69歳 65-69years old／計 Total,65歳～69歳 65-69years old／男 Male,65歳～69歳 65-69years old／女 Female,70歳～74歳 70-74years old／計 Total,70歳～74歳 70-74years old／男 Male,70歳～74歳 70-74years old／女 Female,75歳～79歳 75-79years old／計 Total,75歳～79歳 75-79years old／男 Male,75歳～79歳 75-79years old／女 Female,80歳～84歳 80-84years old／計 Total,80歳～84歳 80-84years old／男 Male,80歳～84歳 80-84years old／女 Female,85歳以上 85years old and over／計 Total,85歳以上 85years old and over／男 Male,85歳以上 85years old and over／女 Female
2,13214,14,国分寺市,Kokubunji-shi,283,187,96,-,-,-,1,1,-,3,2,1,12,10,2,7,7,-,9,7,2,19,16,3,25,15,10,27,17,10,37,28,9,38,22,16,26,15,11,30,18,12,23,13,10,26,16,10
2,13215,15,国立市,Kunitachi-shi,78,60,18,-,-,-,-,-,-,1,1,-,4,4,-,5,3,2,3,3,-,4,3,1,2,2,-,10,8,2,7,6,1,8,5,3,10,9,1,11,9,2,5,1,4,8,6,2
2,13218,16,福生市,Fussa-shi,13,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,1,-,-,-,3,3,-,-,-,-,3,3,-,1,1,-,-,-,-,4,3,1
2,13219,17,狛江市,Komae-shi,96,68,28,-,-,-,-,-,-,-,-,-,7,6,1,4,4,-,6,4,2,5,3,2,3,3,-,11,8,3,9,8,1,14,9,5,15,11,4,6,2,4,7,4,3,9,6,3
2,13220,18,東大和市,Higashiyamato-shi,122,73,49,-,-,-,1,1,-,1,1,-,3,2,1,3,2,1,8,6,2,2,2,-,14,9,5,11,4,7,18,12,6,17,9,8,13,10,3,13,5,8,6,4,2,12,6,6
2,13221,19,清瀬市,Kiyose-shi,335,199,136,-,-,-,2,1,1,5,5,-,5,5,-,19,14,5,20,12,8,22,15,7,19,12,7,37,19,18,51,32,19,38,23,15,39,21,18,34,16,18,24,13,11,20,11,9
2,13222,20,東久留米市,Higashikurume-shi,333,206,127,-,-,-,1,1,-,3,2,1,9,9,-,13,8,5,8,7,1,12,10,2,29,17,12,30,19,11,49,28,21,61,40,21,30,21,9,32,17,15,30,15,15,26,12,14
2,13223,21,武蔵村山市,Musashimurayama-shi,208,136,72,-,-,-,-,-,-,1,1,-,5,4,1,6,5,1,3,3,-,8,5,3,18,14,4,14,10,4,20,10,10,31,23,8,22,13,9,25,14,11,30,19,11,25,15,10
2,13224,22,多摩市,Tama-shi,35,24,11,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,1,-,1,1,1,-,3,2,1,4,3,1,5,3,2,7,6,1,3,1,2,5,4,1,3,1,2
2,13225,23,稲城市,Inagi-shi,271,171,100,1,1,-,2,2,-,2,2,-,10,8,2,5,4,1,2,1,1,17,11,6,19,13,6,19,12,7,33,21,12,28,17,11,41,23,18,37,26,11,24,10,14,31,20,11
2,13227,24,羽村市,Hamura-shi,94,62,32,-,-,-,1,1,-,-,-,-,4,3,1,-,-,-,1,1,-,5,4,1,10,6,4,9,7,2,6,3,3,10,7,3,8,5,3,8,6,2,12,5,7,20,14,6
2,13228,25,あきる野市,Akiruno-shi,225,147,78,-,-,-,1,1,-,-,-,-,-,-,-,2,2,-,3,1,2,11,8,3,15,9,6,13,9,4,12,5,7,31,18,13,32,22,10,36,24,12,42,31,11,27,17,10
2,13229,26,西東京市,Nishitokyo-shi,271,157,114,-,-,-,1,-,1,2,1,1,9,6,3,7,7,-,10,6,4,13,10,3,17,10,7,33,22,11,42,23,19,29,19,10,19,10,9,36,19,17,28,14,14,25,10,15
1,13300,,郡部,All gun,212,142,70,-,-,-,1,1,-,3,3,-,4,3,1,6,3,3,14,8,6,9,8,1,11,6,5,20,11,9,21,13,8,36,25,11,33,24,9,22,15,7,19,11,8,13,11,2
2,13303,1,瑞穂町,Mizuho-machi,161,107,54,-,-,-,1,1,-,3,3,-,3,2,1,5,3,2,11,6,5,7,7,-,10,6,4,17,11,6,18,11,7,28,19,9,24,17,7,16,9,7,11,7,4,7,5,2
2,13305,2,日の出町,Hinode-machi,48,33,15,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,3,2,1,2,1,1,1,-,1,2,-,2,3,2,1,8,6,2,8,6,2,5,5,-,8,4,4,6,6,-
2,13307,3,檜原村,Hinohara-mura,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13308,4,奥多摩町,Okutama-machi,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13350,,島部,All islands,571,350,221,1,1,-,1,-,1,6,4,2,6,5,1,9,7,2,21,15,6,26,18,8,19,13,6,34,21,13,46,27,19,73,44,29,120,64,56,78,50,28,84,50,34,47,31,16
2,13361,1,大島町,Oshima-machi,90,55,35,1,1,-,-,-,-,1,1,-,-,-,-,1,-,1,4,3,1,3,2,1,2,2,-,7,5,2,4,1,3,7,6,1,10,4,6,17,12,5,22,9,13,11,9,2
2,13362,2,利島村,Toshima-mura,26,17,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,1,1,-,3,3,-,9,4,5,5,3,2,3,2,1,2,2,-
2,13363,3,新島村,Niijima-mura,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,1,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,2,2,-,2,1,1
2,13364,4,神津島村,Kozushima-mura,13,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,1,-,-,-,2,1,1,4,-,4,3,1,2,1,1,-,1,-,1,-,-,-
2,13381,5,三宅村,Miyake-mura,33,20,13,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,5,4,1,8,5,3,4,2,2,-,-,-,7,3,4,7,4,3
2,13382,6,御蔵島村,Mikurajima-mura,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,1,-,-,-,-,-,-
2,13401,7,八丈町,Hachijo-machi,353,220,133,-,-,-,1,-,1,5,3,2,4,4,-,5,4,1,10,6,4,11,9,2,11,9,2,27,16,11,30,18,12,45,28,17,87,49,38,48,29,19,48,33,15,21,12,9
2,13402,8,青ヶ島村,Aogashima-mura,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,9,小笠原村,Ogasawara-mura,42,25,17,-,-,-,-,-,-,-,-,-,2,1,1,2,2,-,2,2,-,9,5,4,4,2,2,-,-,-,3,1,2,4,1,3,5,2,3,6,5,1,1,1,-,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 ) 9　農林水産業 9 AGRICULTURE， FORESTRY， AND FISHERIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-3  地域， 年齢及び男女別基幹的農業従事者数 （個人経営体）（令和2年2月1日） 9-3  CORE FARMERS ( PRIVATELY MANAGED FARMS ) BY DISTRICT， AGE， AND GENDER ( Feb. 1， 2020 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「農林業センサス」による。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data are based on the Census of Agriculture and Forestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：農林水産省 「2020年農林業センサス」，都総務局統計部産業統計課 「2020年農林業センサス　東京都分調査結果報告」 Source: Ministry of Agriculture， Forestry and Fisheries; Bureau of General Affairs， TMG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
