地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways (outside designated sections)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways (outside designated sections)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,13000,,総数,Tokyo-to,24741402,190309050,2242769,42010229,74255,1216766,974315,21346022,811225,11127525,382974,8319916,248924,7521541,78238,3971561,201954,5510553,21969517,131295166
1,13100,,区部,All ku,12004128,104394431,898644,21852611,17891,452786,461990,12459678,35789,620231,382974,8319916,170363,5606151,15262,501028,201954,5510553,10717905,70924088
2,13101,1,千代田区,Chiyoda-ku,175508,2787768,24881,837338,-,-,9688,334808,-,-,15193,502530,10279,399747,-,-,9958,234063,130390,1316620
2,13102,2,中央区,Chuo-ku,194215,3047548,22324,876327,-,-,13494,562821,-,-,8830,313506,5151,161891,-,-,11841,325910,154899,1683420
2,13103,3,港区,Minato-ku,303775,4448059,48759,1570383,480,14309,19066,594833,-,-,29213,961241,15135,545356,-,-,20207,485913,219674,1846407
2,13104,4,新宿区,Shinjuku-ku,356515,3415571,50796,1351572,-,-,30843,796661,-,-,19953,554911,4257,126393,-,-,5230,128182,296232,1809424
2,13105,5,文京区,Bunkyo-ku,207455,1955589,26108,651096,-,-,7500,228276,-,-,18608,422820,8173,202824,-,-,2281,55425,170893,1046244
2,13106,6,台東区,Taito-ku,258517,2626920,21319,547862,-,-,8808,210001,-,-,12511,337861,6548,251841,-,-,2105,39693,228545,1787524
2,13107,7,墨田区,Sumida-ku,296988,2958672,26716,624227,-,-,9336,229148,-,-,17380,395079,6574,184394,-,-,9504,209661,254194,1940390
2,13108,8,江東区,Koto-ku,396365,5755680,55082,1736328,-,-,29986,1013251,-,-,25096,723077,9839,371071,-,-,16899,565664,314545,3082617
2,13109,9,品川区,Shinagawa-ku,392543,4030594,27928,870091,-,-,17253,630641,-,-,10675,239450,18714,489343,-,-,17351,576315,328550,2094845
2,13110,10,目黒区,Meguro-ku,359463,2319238,21611,478100,-,-,11757,335041,-,-,9854,143059,882,35504,-,-,5026,180321,331944,1625313
2,13111,11,大田区,Ota-ku,853163,7629146,43167,1219219,3559,98040,34261,1039410,659,10616,4688,71153,17630,528004,-,-,16362,544645,776004,5337278
2,13112,12,世田谷区,Setagaya-ku,1187175,8272543,70419,1113585,2907,71644,35663,715320,5411,49737,26438,276884,10128,320046,5556,193366,6390,123550,1094682,6521996
2,13113,13,渋谷区,Shibuya-ku,271818,2782611,25858,703182,-,-,11693,357745,-,-,14165,345437,4509,210060,-,-,10614,285024,230837,1584345
2,13114,14,中野区,Nakano-ku,368969,2169697,26350,494102,-,-,12362,274768,-,-,13988,219334,-,-,-,-,2328,82644,340291,1592951
2,13115,15,杉並区,Suginami-ku,689504,4637109,56678,1055851,-,-,37996,847601,1597,18831,17085,189419,4327,178337,1059,21149,4615,102705,622825,3279067
2,13116,16,豊島区,Toshima-ku,307807,2389401,15187,431889,-,-,9026,267919,-,-,6161,163970,4697,162807,-,-,4907,128505,283016,1666200
2,13117,17,北区,Kita-ku,375451,3022099,32084,748276,6311,193017,9858,261277,-,-,15915,293982,692,15845,-,-,3565,61070,339110,2196908
2,13118,18,荒川区,Arakawa-ku,215351,1665302,16367,393955,-,-,13124,330042,-,-,3243,63913,1049,36055,-,-,-,-,197935,1235292
2,13119,19,板橋区,Itabashi-ku,740190,5854601,27219,735895,-,-,9034,266549,-,-,18185,469346,17202,598192,-,-,12631,273305,683138,4247209
2,13120,20,練馬区,Nerima-ku,1142939,7503435,75859,1351209,-,-,36356,703496,9403,133538,30100,514175,2522,77085,4700,152990,-,-,1059858,5922151
2,13121,21,足立区,Adachi-ku,1066838,9991201,73726,1781498,-,-,27922,815106,18719,407509,27085,558883,7601,254034,-,-,17490,461126,968021,7494543
2,13122,22,葛飾区,Katsushika-ku,754409,5735925,44028,786326,-,-,30648,620642,-,-,13380,165684,8080,225276,922,20909,6530,209739,694849,4493675
2,13123,23,江戸川区,Edogawa-ku,1089170,9395722,66178,1494300,4634,75776,36316,1024322,-,-,25228,394202,6374,232046,3025,112614,16120,437093,997473,7119669
1,13200,,市部,All shi,10434624,73604416,922426,14774149,29470,393409,478351,8343642,414605,6037098,-,-,72741,1752519,61957,3440953,-,-,9377500,53636795
2,13201,1,八王子市,Hachioji-shi,1552089,14873314,141984,2333045,6313,67423,46865,886110,88806,1379512,-,-,38607,895916,29758,2185514,-,-,1341740,9458839
2,13202,2,立川市,Tachikawa-shi,296997,2623591,36868,716725,-,-,27335,444007,9533,272718,-,-,-,-,-,-,-,-,260129,1906866
2,13203,3,武蔵野市,Musashino-shi,149275,1160939,21246,319409,-,-,14435,226274,6811,93135,-,-,-,-,-,-,-,-,128029,841530
2,13204,4,三鷹市,Mitaka-shi,296700,1960974,27884,429920,-,-,6090,157153,21794,272767,-,-,-,-,1924,72207,-,-,266892,1458847
2,13205,5,青梅市,Ome-shi,935932,4767348,114219,1461485,17678,233049,58983,826882,37558,401554,-,-,-,-,5715,140141,-,-,815998,3165722
2,13206,6,府中市,Fuchu-shi,486887,3850382,36746,721948,-,-,22895,531718,13851,190230,-,-,6710,130454,7178,283866,-,-,436253,2714114
2,13207,7,昭島市,Akishima-shi,257540,1872209,25102,432037,-,-,13540,224397,11562,207640,-,-,3810,72004,-,-,-,-,228628,1368168
2,13208,8,調布市,Chofu-shi,441497,2738227,23164,393645,-,-,9512,228690,13652,164955,-,-,6740,131819,4879,146292,-,-,406714,2066471
2,13209,9,町田市,Machida-shi,1357987,8732818,77579,1260331,-,-,53951,893548,23628,366783,-,-,5393,213447,537,42725,-,-,1274478,7216315
2,13210,10,小金井市,Koganei-shi,178513,1080414,17215,281579,-,-,6510,115416,10705,166163,-,-,-,-,-,-,-,-,161298,798835
2,13211,11,小平市,Kodaira-shi,275178,2061224,36485,482324,-,-,20944,294445,15541,187879,-,-,-,-,-,-,-,-,238693,1578900
2,13212,12,日野市,Hino-shi,496831,3362951,32326,588573,-,-,6068,108552,26258,480021,-,-,5103,134467,4494,184465,-,-,454908,2455446
