年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,コンクリート Concrete／延長 Length,コンクリート Concrete／面積 Area,高級アスファルト Top-grade asphalt／延長 Length,高級アスファルト Top-grade asphalt／面積 Area,ブロック Blocks／延長 Length,ブロック Blocks／面積 Area,コンクリート平板 Concrete slabs／延長 Length,コンクリート平板 Concrete slabs／面積 Area,簡易 Base-grade asphalt／延長 Length,簡易 Base-grade asphalt／面積 Area,砂利 Gravel roads／延長 Length,砂利 Gravel roads／面積 Area,その他 Others／延長 Length,その他 Others／面積 Area
平成30,2018,0,13000,,総数,Tokyo-to,24622612,188402007,548186,8841011,14906394,114197450,189662,6433326,52935,2728983,6392987,42091010,2511979,5264939,20469,8845288
平成31,2019,0,13000,,総数,Tokyo-to,24647916,188847170,550419,8842291,14941102,114536297,190396,6461485,52894,2771740,6392792,42121215,2500146,5232530,20167,8881612
令和2,2020,0,13000,,総数,Tokyo-to,24711739,189590795,560820,8862608,15055206,115846362,186815,6432955,63180,2858093,6332018,41614331,2493920,5210824,19780,8765622
令和3,2021,0,13000,,総数,Tokyo-to,24730032,189992451,558769,8850116,15085267,116239800,187369,6486106,61218,2851605,6331088,41604770,2487038,5195121,19283,8764933
令和4,2022,0,13000,,総数,Tokyo-to,24741402,190309050,558633,8867493,15106429,116829617,189129,6274340,61457,2873219,6325367,41510156,2480377,5178375,20010,8775850
令和4,2022,1,13100,,区部,All ku,12004128,104394431,75908,3062034,9029316,72974897,144522,4653861,29401,1957617,2708348,19133605,13265,42309,3368,2570108
令和4,2022,2,13101,1,千代田区,Chiyoda-ku,175508,2787768,744,149044,170781,2013091,3572,209684,351,78839,-,216724,-,-,60,120386
令和4,2022,2,13102,2,中央区,Chuo-ku,194215,3047548,21,189414,186334,2089247,7315,363282,78,81933,300,150991,-,-,167,172681
令和4,2022,2,13103,3,港区,Minato-ku,303775,4448059,3453,260327,293463,3142672,5532,341256,990,58849,240,424722,-,-,97,220233
令和4,2022,2,13104,4,新宿区,Shinjuku-ku,356515,3415571,9262,126868,343287,2812855,3966,117842,-,64880,-,188413,-,-,-,104713
令和4,2022,2,13105,5,文京区,Bunkyo-ku,207455,1955589,5220,72915,195717,1640345,5835,44522,683,28622,-,121141,-,-,-,48044
令和4,2022,2,13106,6,台東区,Taito-ku,258517,2626920,165,200814,213414,1857692,4244,227728,-,71934,40694,233736,-,-,-,35016
令和4,2022,2,13107,7,墨田区,Sumida-ku,296988,2958672,3531,63601,290479,2452022,1034,104810,-,54410,1838,224389,106,218,-,59222
令和4,2022,2,13108,8,江東区,Koto-ku,396365,5755680,2215,127862,383285,4393554,4677,557344,-,79728,6105,403424,-,-,83,193768
令和4,2022,2,13109,9,品川区,Shinagawa-ku,392543,4030594,4707,103037,300692,3014510,2744,75235,359,65358,80475,632664,3566,9232,-,130558
令和4,2022,2,13110,10,目黒区,Meguro-ku,359463,2319238,1241,48105,114071,1028736,4830,66575,-,16746,239081,1127909,-,-,240,31167
令和4,2022,2,13111,11,大田区,Ota-ku,853163,7629146,11141,131954,797229,6858138,31489,217670,215,21367,11389,235336,211,780,1489,163901
令和4,2022,2,13112,12,世田谷区,Setagaya-ku,1187175,8272543,5244,626814,262903,2667480,7079,72195,403,99057,905027,4722593,6290,14660,229,69744
令和4,2022,2,13113,13,渋谷区,Shibuya-ku,271818,2782611,8254,89212,221337,2198735,1211,63544,-,55020,41016,305352,-,-,-,70748
令和4,2022,2,13114,14,中野区,Nakano-ku,368969,2169697,2977,37274,349592,1643209,2313,46057,-,14207,14087,409466,-,-,-,19484
令和4,2022,2,13115,15,杉並区,Suginami-ku,689504,4637109,893,73207,397347,2588384,16182,668904,-,18467,273033,1173275,1076,2785,973,112087
令和4,2022,2,13116,16,豊島区,Toshima-ku,307807,2389401,863,27733,268139,1650031,6236,183697,-,269857,32539,209687,-,-,30,48396
令和4,2022,2,13117,17,北区,Kita-ku,375451,3022099,7304,110276,288862,2097680,2203,75499,-,85820,76691,571722,391,8341,-,72761
令和4,2022,2,13118,18,荒川区,Arakawa-ku,215351,1665302,1136,32811,191724,1294749,580,57177,-,59583,21861,177281,50,787,-,42914
令和4,2022,2,13119,19,板橋区,Itabashi-ku,740190,5854601,4819,92577,297807,2945338,9172,65545,-,31556,428392,2605758,-,-,-,113827
令和4,2022,2,13120,20,練馬区,Nerima-ku,1142939,7503435,1380,113078,669215,4899241,9166,50217,2504,65359,459746,2232389,928,3669,-,139482
令和4,2022,2,13121,21,足立区,Adachi-ku,1066838,9991201,857,207401,1030175,7091267,3849,886591,15055,340646,16378,1080264,524,1594,-,383438
