年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成30,2018,0,13000,東京都,Tokyo-to,11360577,5561267,5799310
令和元,2019,0,13000,東京都,Tokyo-to,11430254,5589151,5841103
令和2,2020,0,13000,東京都,Tokyo-to,11496431,5617215,5879216
令和3,2021,0,13000,東京都,Tokyo-to,11515617,5622338,5893279
令和4,2022,0,13000,東京都,Tokyo-to,11514978,5617761,5897217
令和4,2022,1,13100,区部,All ku,7929388,3861657,4067731
令和4,2022,3,13101,千代田区,Chiyoda-ku,54502,27172,27330
令和4,2022,3,13102,中央区,Chuo-ku,139545,65366,74179
令和4,2022,3,13103,港区,Minato-ku,205092,94357,110735
令和4,2022,3,13104,新宿区,Shinjuku-ku,276306,137736,138570
令和4,2022,3,13105,文京区,Bunkyo-ku,185592,86919,98673
令和4,2022,3,13106,台東区,Taito-ku,171772,87705,84067
令和4,2022,3,13107,墨田区,Sumida-ku,234261,115619,118642
令和4,2022,3,13108,江東区,Koto-ku,427024,208923,218101
令和4,2022,3,13109,品川区,Shinagawa-ku,339416,165102,174314
令和4,2022,3,13110,目黒区,Meguro-ku,235121,108816,126305
令和4,2022,3,13111,大田区,Ota-ku ,618459,306452,312007
令和4,2022,3,13112,世田谷区,Setagaya-ku,773455,360145,413310
令和4,2022,3,13113,渋谷区,Shibuya-ku,193248,91326,101922
令和4,2022,3,13114,中野区,Nakano-ku,284471,142907,141564
令和4,2022,3,13115,杉並区,Suginami-ku,488335,231830,256505
令和4,2022,3,13116,豊島区,Toshima-ku,232420,116123,116297
令和4,2022,3,13117,北区,Kita-ku,290679,143657,147022
令和4,2022,3,13118,荒川区,Arakawa-ku,171852,85237,86615
令和4,2022,3,13119,板橋区,Itabashi-ku,474801,230969,243832
令和4,2022,3,13120,練馬区,Nerima-ku,620274,297560,322714
令和4,2022,3,13121,足立区,Adachi-ku,570856,286007,284849
令和4,2022,3,13122,葛飾区,Katsushika-ku,382791,190259,192532
