年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
令和4,2022,3,13123,江戸川区,Edogawa-ku,559116,281470,277646
令和4,2022,1,13200,市部,All shi,3517924,1721990,1795934
令和4,2022,3,13201,八王子市,Hachioji-shi,474974,236387,238587
令和4,2022,3,13202,立川市,Tachikawa-shi,155323,76756,78567
令和4,2022,3,13203,武蔵野市,Musashino-shi,125116,59045,66071
令和4,2022,3,13204,三鷹市,Mitaka-shi,159074,76855,82219
令和4,2022,3,13205,青梅市,Ome-shi,112303,56422,55881
令和4,2022,3,13206,府中市,Fuchu-shi,216915,108416,108499
令和4,2022,3,13207,昭島市,Akishima-shi,95055,47172,47883
令和4,2022,3,13208,調布市,Chofu-shi,200161,96590,103571
令和4,2022,3,13209,町田市,Machida-shi,361894,175407,186487
令和4,2022,3,13210,小金井市,Koganei-shi,104179,50817,53362
令和4,2022,3,13211,小平市,Kodaira-shi,161385,78330,83055
令和4,2022,3,13212,日野市,Hino-shi,156917,78083,78834
令和4,2022,3,13213,東村山市,Higashimurayama-shi,127754,61635,66119
令和4,2022,3,13214,国分寺市,Kokubunji-shi,107401,52354,55047
令和4,2022,3,13215,国立市,Kunitachi-shi,64747,31116,33631
令和4,2022,3,13218,福生市,Fussa-shi,46414,23238,23176
令和4,2022,3,13219,狛江市,Komae-shi,70464,33721,36743
令和4,2022,3,13220,東大和市,Higashiyamato-shi,71368,34890,36478
令和4,2022,3,13221,清瀬市,Kiyose-shi,62942,30021,32921
令和4,2022,3,13222,東久留米市,Higashikurume-shi,98242,47372,50870
令和4,2022,3,13223,武蔵村山市,Musashimurayama-shi,58670,29163,29507
令和4,2022,3,13224,多摩市,Tama-shi,125511,61055,64456
令和4,2022,3,13225,稲城市,Inagi-shi,76125,37972,38153
令和4,2022,3,13227,羽村市,Hamura-shi,45507,23022,22485
令和4,2022,3,13228,あきる野市,Akiruno-shi,67362,33393,33969
令和4,2022,3,13229,西東京市,Nishitokyo-shi,172121,82758,89363
令和4,2022,1,13300,郡部,All gun,47049,23509,23540
令和4,2022,3,13303,瑞穂町,Mizuho-machi,27202,13762,13440
令和4,2022,3,13305,日の出町,Hinode-machi,13653,6660,6993
令和4,2022,3,13307,檜原村,Hinohara-mura,1861,927,934
令和4,2022,3,13308,奥多摩町,Okutama-machi,4333,2160,2173
令和4,2022,1,13350,島部,All Islands,20617,10605,10012
令和4,2022,2,13360,大島支庁,Oshima-shicho,10051,5055,4996
令和4,2022,3,13361,大島町,Oshima-machi,6071,3054,3017
令和4,2022,3,13362,利島村,Toshima-mura,260,145,115
令和4,2022,3,13363,新島村,Niijima-mura,2207,1076,1131
令和4,2022,3,13364,神津島村,Kozushima-mura,1513,780,733
令和4,2022,2,13380,三宅支庁,Miyake-shicho,2278,1260,1018
令和4,2022,3,13381,三宅村,Miyake-mura,2039,1138,901
令和4,2022,3,13382,御蔵島村,Mikurajima-mura,239,122,117
令和4,2022,2,13400,八丈支庁,Hachijo-shicho,6190,3113,3077
令和4,2022,3,13401,八丈町,Hachijo-machi,6041,3026,3015
令和4,2022,3,13402,青ヶ島村,Aogashima-mura,149,87,62
令和4,2022,2,13420,小笠原支庁,Ogasawara-shicho,2098,1177,921
令和4,2022,3,13421,小笠原村,Ogasawara-mura,2098,1177,921
,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成30～令和4年) 22-1  NUMBER OF REGISTERED VOTERS ( 2018-2022 ),,,,,,,,
各年9月1日現在,,,,,,,,
Figures are as of Sept. 1 of each year.,,,,,,,,
注) 公職選挙法の改正により平成28年6月19日から，選挙人名簿登録の申請をすることができる者の年齢が，満18歳以上に引き下げされた。 ,,,,,,,,
Note: With the revision to the Public Offices Election Act， the minimum age for placement on the voting register was lowered to 18 as of June 19， 2016.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」 Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
