年次,Year,地域階層,地域コード,地域,District,項番 Item number,消防署,Fire station,出場件数 Number of dispatches,出場件数 Number of dispatches／うち従事 of which engaged,救助人員 Persons rescued／総数 Total,救助人員 Persons rescued／重症 Severe injury,救助人員 Persons rescued／中等症 Moderate injury,救助人員 Persons rescued／軽症 Minor injury,救助人員 Persons rescued／無症 No injury,救助人員 Persons rescued／死亡 Death,誘導人員 Persons guided to safety,出場車両数 Vehicles deployed／総数 Total,出場車両数 Vehicles deployed／ポンプ車 Pumpers,出場車両数 Vehicles deployed／救助車 Rescue trucks,出場車両数 Vehicles deployed／化学車 Foam pumpers,出場車両数 Vehicles deployed／はしご車 Aerial ladders,出場車両数 Vehicles deployed／救急車 Ambulances,出場車両数 Vehicles deployed／指揮隊車 Command vans,出場車両数 Vehicles deployed／その他 Others 1),従事台数 Vehicles engaged,出場人員 Persons deployed,従事人員 Persons engaged
平成27,2015,2,13103,港区,Minato-ku,10,高輪署,Takanawa F. Sta.,144,111,115,18,39,40,12,6,-,491,112,58,58,6,149,70,38,308,2108,1313
平成27,2015,2,13109,品川区,Shinagawa-ku,11,品川署,Shinagawa F. Sta.,190,146,105,17,34,34,10,10,-,677,264,75,26,2,204,85,21,400,2917,1722
平成27,2015,2,13109,品川区,Shinagawa-ku,12,大井署,Oi F. Sta.,254,221,242,29,90,98,17,8,12,809,320,76,10,11,279,97,16,591,3379,2377
平成27,2015,2,13109,品川区,Shinagawa-ku,13,荏原署,Ebara F. Sta.,180,150,154,23,90,24,9,8,-,539,216,60,1,1,187,70,4,354,2287,1457
平成27,2015,2,13111,大田区,Ota-ku,14,大森署,Omori F. Sta.,370,315,387,33,111,181,31,31,-,1123,344,113,106,5,414,128,13,790,4578,3109
平成27,2015,2,13111,大田区,Ota-ku,15,田園調布署,Denencyofu F. Sta.,283,246,258,38,100,81,18,21,-,875,281,80,109,1,291,96,17,565,3467,2166
平成27,2015,2,13111,大田区,Ota-ku,16,蒲田署,Kamata F. Sta.,253,198,220,25,67,107,10,11,-,809,305,101,9,-,267,106,21,520,3401,2131
平成27,2015,2,13111,大田区,Ota-ku,17,矢口署,Yaguchi F. Sta.,183,150,153,34,74,32,5,8,2,573,187,61,40,1,194,76,14,377,2332,1473
平成27,2015,2,13110,目黒区,Meguro-ku,18,目黒署,Meguro F. Sta.,319,261,277,35,112,98,21,11,5,1010,382,119,13,3,335,140,18,661,4153,2663
平成27,2015,2,13112,世田谷区,Setagaya-ku,19,世田谷署,Setagaya F. Sta.,481,367,423,55,130,160,42,36,3,1533,520,186,51,4,519,233,20,955,6294,3843
平成27,2015,2,13112,世田谷区,Setagaya-ku,20,玉川署,Tamagawa F. Sta.,343,279,303,45,124,96,26,12,-,985,399,93,8,1,356,116,12,629,3871,2387
平成27,2015,2,13112,世田谷区,Setagaya-ku,21,成城署,Seijo F. Sta.,344,261,268,36,134,75,8,15,4,1003,381,121,2,4,342,149,4,596,4055,2266
平成27,2015,2,13113,渋谷区,Shibuya-ku,22,渋谷署,Shibuya F. Sta.,410,269,306,31,91,143,27,14,6,1325,507,159,2,13,436,195,13,650,5401,2614
平成27,2015,2,13104,新宿区,Shinjuku-ku,23,四谷署,Yotsuya F. Sta.,151,117,123,17,45,48,7,6,-,466,175,52,-,5,161,72,1,305,1880,1211
平成27,2015,2,13104,新宿区,Shinjuku-ku,24,牛込署,Ushigome F. Sta.,161,120,122,22,62,25,8,5,-,479,178,57,-,2,165,72,5,286,2000,1154
平成27,2015,2,13104,新宿区,Shinjuku-ku,25,新宿署,Shinjuku F. Sta.,467,348,380,63,133,112,47,25,4,1576,569,216,-,8,508,261,14,948,6611,3935
平成27,2015,2,13114,中野区,Nakano-ku,26,中野署,Nakano F. Sta.,206,154,172,32,55,68,10,7,1,639,236,88,-,2,215,96,2,384,2687,1564
平成27,2015,2,13114,中野区,Nakano-ku,27,野方署,Nogata F. Sta.,255,192,189,32,84,41,16,16,1,870,259,112,60,5,278,138,18,521,3516,2078
平成27,2015,2,13115,杉並区,Suginami-ku,28,杉並署,Suginami F. Sta.,500,383,436,67,153,174,26,16,1,1489,565,181,-,5,525,200,13,875,5867,3362
平成27,2015,2,13115,杉並区,Suginami-ku,29,荻窪署,Ogikubo F. Sta.,326,275,323,38,100,156,16,13,-,1021,278,105,88,24,367,158,1,713,4122,2796
平成27,2015,2,13105,文京区,Bunkyo-ku,30,小石川署,Koishikawa F. Sta.,184,144,171,28,57,50,29,7,-,566,220,69,-,1,196,79,1,350,2317,1399
平成27,2015,2,13105,文京区,Bunkyo-ku,31,本郷署,Hongo F. Sta.,136,111,133,21,35,47,20,10,-,427,156,59,-,3,142,67,-,294,1785,1210
平成27,2015,2,13116,豊島区,Toshima-ku,32,豊島署,Toshima F. Sta.,243,168,190,38,60,63,15,14,-,783,291,97,-,6,260,122,7,433,3278,1769
平成27,2015,2,13116,豊島区,Toshima-ku,33,池袋署,Ikebukuro F. Sta.,247,173,159,32,47,42,22,16,1,834,310,119,-,2,264,134,5,457,3535,1905
平成27,2015,2,13117,北区,Kita-ku,34,王子署,Oji F. Sta.,218,173,192,26,50,86,14,16,2,772,269,90,27,15,237,112,22,506,3225,2088
平成27,2015,2,13117,北区,Kita-ku,35,赤羽署,Akabane F. Sta.,272,198,205,19,77,52,29,28,-,973,275,142,55,3,287,173,38,541,4102,2251
平成27,2015,2,13117,北区,Kita-ku,36,滝野川署,Takinogawa F. Sta.,137,104,108,29,33,36,1,9,-,436,150,62,4,2,144,71,3,275,1809,1110
平成27,2015,2,13119,板橋区,Itabashi-ku,37,板橋署,Itabashi F. Sta.,389,315,306,49,106,112,19,20,-,1156,342,141,109,2,398,159,5,757,4632,2985
平成27,2015,2,13119,板橋区,Itabashi-ku,38,志村署,Shimura F. Sta.,496,383,411,66,141,129,40,35,1,1740,444,248,196,8,523,272,49,1024,7105,4078
平成27,2015,2,13120,練馬区,Nerima-ku,39,練馬署,Nerima F. Sta.,275,218,229,32,69,78,22,28,3,911,228,120,106,3,291,152,11,587,3703,2374
平成27,2015,2,13120,練馬区,Nerima-ku,40,光が丘署,Hikarigaoka F. Sta.,172,135,124,28,45,37,8,6,-,529,186,69,-,1,180,92,1,322,2192,1301
平成27,2015,2,13120,練馬区,Nerima-ku,41,石神井署,Shakujii F. Sta.,391,297,305,44,125,77,25,34,3,1185,434,161,2,7,385,189,7,708,4884,2889
平成27,2015,2,13106,台東区,Taito-ku,42,上野署,Ueno F. Sta.,183,136,142,33,33,56,15,5,-,600,221,80,1,-,191,99,8,349,2604,1503
平成27,2015,2,13106,台東区,Taito-ku,43,浅草署,Asakusa F. Sta.,112,88,92,19,37,29,2,5,2,350,132,38,-,2,115,48,15,221,1465,902
平成27,2015,2,13106,台東区,Taito-ku,44,日本堤署,Nihonzutsumi F. Sta.,130,102,97,23,35,25,8,6,-,446,159,54,2,1,131,65,34,266,1931,1115
平成27,2015,2,13118,荒川区,Arakawa-ku,45,荒川署,Arakawa F. Sta.,165,98,89,20,31,24,11,3,-,505,179,69,6,-,170,76,5,249,2075,1012
平成27,2015,2,13118,荒川区,Arakawa-ku,46,尾久署,Ogu F. Sta.,87,62,63,18,20,12,9,4,-,297,82,39,25,1,87,46,17,150,1229,594
平成27,2015,2,13121,足立区,Adachi-ku,47,千住署,Senju F. Sta.,184,140,163,18,62,60,12,11,-,658,203,89,27,-,197,99,43,374,2742,1512
平成27,2015,2,13121,足立区,Adachi-ku,48,足立署,Adachi F. Sta.,514,408,461,71,132,154,59,45,-,1626,481,206,101,4,550,265,19,1004,6647,4009
平成27,2015,2,13121,足立区,Adachi-ku,49,西新井署,Nishiarai F. Sta.,329,259,296,44,86,112,26,28,-,1225,439,159,20,9,368,185,45,753,5030,3038
平成27,2015,2,13107,墨田区,Sumida-ku,50,本所署,Honjo F. Sta.,268,217,257,27,70,134,13,13,1,884,319,96,13,6,290,116,44,584,3721,2400
平成27,2015,2,13107,墨田区,Sumida-ku,51,向島署,Mukojima F. Sta.,232,170,176,19,87,48,7,15,3,771,203,93,102,8,244,91,30,475,3123,1868
平成27,2015,2,13108,江東区,Koto-ku,52,深川署,Fukagawa F. Sta.,407,316,401,59,112,163,48,19,3,1359,431,148,87,6,460,170,57,880,5450,3433
平成27,2015,2,13108,江東区,Koto-ku,53,城東署,Joto F. Sta.,352,268,282,37,83,109,34,19,-,1225,291,168,130,10,388,203,35,727,4979,2878
平成27,2015,2,13122,葛飾区,Katsushika-ku,54,本田署,Honden F. Sta.,471,373,452,67,120,197,29,39,-,1592,451,213,131,7,511,237,42,1004,6421,3967
平成27,2015,2,13122,葛飾区,Katsushika-ku,55,金町署,Kanamachi F. Sta.,208,166,167,28,55,53,12,19,-,704,116,97,133,1,219,111,27,423,2854,1678
平成27,2015,2,13123,江戸川区,Edogawa-ku,56,江戸川署,Edogawa F. Sta.,313,260,308,52,105,89,36,26,-,1212,311,136,153,13,348,170,81,785,4908,3128
平成27,2015,2,13123,江戸川区,Edogawa-ku,57,葛西署,Kasai F. Sta.,312,222,259,41,78,87,26,27,-,1053,311,132,74,6,331,161,38,592,4229,2310
平成27,2015,2,13123,江戸川区,Edogawa-ku,58,小岩署,Koiwa F. Sta.,286,225,239,42,81,84,17,15,-,883,279,96,46,2,294,124,42,527,3504,2040
平成27,2015,3,,消防事務受託地区,Entrusted districts,,,,7259,5954,6583,934,2302,2585,443,319,6,21169,7407,1193,1205,47,7796,2915,606,14641,83892,56902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-16  消防署別救助活動状況（平成25～27年） 20-16  RESCUE OPERATIONS BY FIRE STATION ( 2013-2015 ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は， 区部及び消防事務受託地区で， 東京消防庁が扱った件数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures refer to the number of cases handled by the Tokyo Fire Department in the special ward (ku) area and entrusted districts.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) その他には次のものが含まれる。照明車，指揮統制車，水難救助車，救出救助車，ヘリコプター，消防艇。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: 1)  ""Others"" include floodlight trucks， command and operations vehicles， water rescue vehicles， heavy vehicles for rescue， fire helicopters， and fireboats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京消防庁企画調整部企画課 Source: Tokyo Fire Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部　2:区市町村　3:消防事務受託地区),,,,,,,,,,,,,,,,,,,,,,,,,,,,
