年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成24,2012,0,13000,東京都,Tokyo-to,10743373,5285004,5458369
平成25,2013,0,13000,東京都,Tokyo-to,10796645,5307987,5488658
平成26,2014,0,13000,東京都,Tokyo-to,10851237,5329444,5521793
平成27,2015,0,13000,東京都,Tokyo-to,10922566,5359997,5562569
平成28,2016,0,13000,東京都,Tokyo-to,11223882,5508260,5715622
平成28,2016,1,13100,区部,All ku,7702079,3772406,3929673
平成28,2016,3,13101,千代田区,Chiyoda-ku,48523,24122,24401
平成28,2016,3,13102,中央区,Chuo-ku,120985,56919,64066
平成28,2016,3,13103,港区,Minato-ku,196415,90252,106163
平成28,2016,3,13104,新宿区,Shinjuku-ku,267384,133400,133984
平成28,2016,3,13105,文京区,Bunkyo-ku,175752,82618,93134
平成28,2016,3,13106,台東区,Taito-ku,159341,81989,77352
平成28,2016,3,13107,墨田区,Sumida-ku,221511,110565,110946
平成28,2016,3,13108,江東区,Koto-ku,408987,202073,206914
平成28,2016,3,13109,品川区,Shinagawa-ku,323051,157676,165375
平成28,2016,3,13110,目黒区,Meguro-ku,232540,108199,124341
平成28,2016,3,13111,大田区,Ota-ku ,604545,301427,303118
平成28,2016,3,13112,世田谷区,Setagaya-ku,753062,352459,400603
平成28,2016,3,13113,渋谷区,Shibuya-ku,188599,89212,99387
平成28,2016,3,13114,中野区,Nakano-ku,278534,140218,138316
平成28,2016,3,13115,杉並区,Suginami-ku,478890,227623,251267
平成28,2016,3,13116,豊島区,Toshima-ku,231010,116330,114680
平成28,2016,3,13117,北区,Kita-ku,287024,142084,144940
平成28,2016,3,13118,荒川区,Arakawa-ku,168462,83882,84580
平成28,2016,3,13119,板橋区,Itabashi-ku,464065,228564,235501
平成28,2016,3,13120,練馬区,Nerima-ku,603531,292875,310656
平成28,2016,3,13121,足立区,Adachi-ku,559630,281189,278441
平成28,2016,3,13122,葛飾区,Katsushika-ku,375548,187663,187885
平成28,2016,3,13123,江戸川区,Edogawa-ku,554690,281067,273623
平成28,2016,1,13200,市部,All shi,3450180,1699821,1750359
平成28,2016,3,13201,八王子市,Hachioji-shi,470109,234913,235196
平成28,2016,3,13202,立川市,Tachikawa-shi,150900,75029,75871
平成28,2016,3,13203,武蔵野市,Musashino-shi,122213,57841,64372
平成28,2016,3,13204,三鷹市,Mitaka-shi,154690,75160,79530
平成28,2016,3,13205,青梅市,Ome-shi,115407,57871,57536
平成28,2016,3,13206,府中市,Fuchu-shi,213158,108008,105150
平成28,2016,3,13207,昭島市,Akishima-shi,93762,46718,47044
平成28,2016,3,13208,調布市,Chofu-shi,191032,93115,97917
平成28,2016,3,13209,町田市,Machida-shi,355069,172902,182167
平成28,2016,3,13210,小金井市,Koganei-shi,99943,49149,50794
平成28,2016,3,13211,小平市,Kodaira-shi,155812,76229,79583
平成28,2016,3,13212,日野市,Hino-shi,152480,76589,75891
平成28,2016,3,13213,東村山市,Higashimurayama-shi,126305,61406,64899
平成28,2016,3,13214,国分寺市,Kokubunji-shi,101491,49849,51642
平成28,2016,3,13215,国立市,Kunitachi-shi,63472,30820,32652
平成28,2016,3,13218,福生市,Fussa-shi,48077,24120,23957
平成28,2016,3,13219,狛江市,Komae-shi,68638,33059,35579
平成28,2016,3,13220,東大和市,Higashiyamato-shi,71276,35145,36131
平成28,2016,3,13221,清瀬市,Kiyose-shi,62091,29732,32359
平成28,2016,3,13222,東久留米市,Higashikurume-shi,97879,47567,50312
平成28,2016,3,13223,武蔵村山市,Musashimurayama-shi,58468,29288,29180
平成28,2016,3,13224,多摩市,Tama-shi,125354,61194,64160
平成28,2016,3,13225,稲城市,Inagi-shi,71589,35993,35596
平成28,2016,3,13227,羽村市,Hamura-shi,46507,23738,22769
平成28,2016,3,13228,あきる野市,Akiruno-shi,67665,33631,34034
平成28,2016,3,13229,西東京市,Nishitokyo-shi,166793,80755,86038
平成28,2016,1,13300,郡部,All gun,49232,24629,24603
平成28,2016,3,13303,瑞穂町,Mizuho-machi,28059,14260,13799
平成28,2016,3,13305,日の出町,Hinode-machi,14186,6918,7268
平成28,2016,3,13307,檜原村,Hinohara-mura,2124,1061,1063
平成28,2016,3,13308,奥多摩町,Okutama-machi,4863,2390,2473
平成28,2016,1,13350,島部,All Islands,22391,11404,10987
平成28,2016,2,13360,大島支庁,Oshima-shicho,11023,5484,5539
平成28,2016,3,13361,大島町,Oshima-machi,6789,3400,3389
平成28,2016,3,13362,利島村,Toshima-mura,257,136,121
平成28,2016,3,13363,新島村,Niijima-mura,2416,1158,1258
平成28,2016,3,13364,神津島村,Kozushima-mura,1561,790,771
平成28,2016,2,13380,三宅支庁,Miyake-shicho,2555,1383,1172
平成28,2016,3,13381,三宅村,Miyake-mura,2308,1251,1057
平成28,2016,3,13382,御蔵島村,Mikurajima-mura,247,132,115
平成28,2016,2,13400,八丈支庁,Hachijo-shicho,6721,3356,3365
平成28,2016,3,13401,八丈町,Hachijo-machi,6583,3273,3310
平成28,2016,3,13402,青ヶ島村,Aogashima-mura,138,83,55
平成28,2016,2,13420,小笠原支庁,Ogasawara-shicho,2092,1181,911
平成28,2016,3,13421,小笠原村,Ogasawara-mura,2092,1181,911
,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成24～28年) 22-1  NUMBER OF REGISTERED VOTERS ( 2012-2016 ),,,,,,,,
各年9月2日現在 Figures are as of Sept. 2 of the year stated.,,,,,,,,
注) 公職選挙法の改正により平成28年6月19日から，選挙人名簿登録の申請をすることができる者の年齢が，満18歳以上に引き下げされた。 ,,,,,,,,
Note: With the revision to the Public Offices Election Act， the minimum age for placement on the voting register was lowered to 18 as of June 19， 2016.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」（ホームページ） Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
