年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成23,2011,総数,Total,,,,,,2917202,1715214,1201990,2899144,1705798,1193344
平成24,2012,総数,Total,,,,,,2986160,1744492,1241669,2967071,1734864,1232206
平成25,2013,総数,Total,,,,,,3044746,1795702,1249045,3025328,1785647,1239679
平成26,2014,総数,Total,,,,,,3045449,1797090,1248358,3026377,1786973,1239403
平成27,2015,総数,Total,,,,,,3130488,1848213,1282278,3111206,1837856,1273352
平成27,2015,区部,Ku area only,,,,,,2513394,1481666,1031729,2494231,1471309,1022926
平成27,2015,小田急電鉄,Odakyu Electric Railway,,,,,,337154,204651,132503,337581,204651,132930
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,,,,318375,192514,125861,319164,192514,126650
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,新宿,Shinjuku,※,91596,54711,36885,88562,54711,33850
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,南新宿,Minami-Shinjuku,※,607,164,443,790,164,626
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,参宮橋,Sangubashi,※,2779,1034,1745,2951,1034,1918
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木八幡,Yoyogi-Hachiman,※,3556,1847,1709,3914,1847,2067
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木上原,Yoyogi-Uehara,※,44378,29871,14507,47649,29871,17778
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,東北沢,Higashi-Kitazawa,※,1180,483,697,1201,483,718
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,下北沢,Shimo-Kitazawa,※,20711,11069,9642,21057,11069,9988
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,世田谷代田,Setagaya-Daita,※,1414,709,705,1473,709,764
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,梅ヶ丘,Umegaoka,※,5937,3727,2210,5847,3727,2120
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,豪徳寺,Gotokuji,※,4909,2707,2201,4790,2707,2082
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,経堂,Kyodo,※,13670,8463,5207,13667,8463,5204
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,千歳船橋,Chitose-Funabashi,※,10413,6524,3889,10190,6524,3667
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,祖師ヶ谷大蔵,Soshigaya-Okura,※,8764,5318,3446,8752,5318,3434
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,成城学園前,Seijogakuen-Mae,※,16340,10056,6284,16057,10056,6002
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,喜多見,Kitami,※,6019,3741,2278,6049,3741,2309
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,狛江,Komae,,8328,5303,3024,8380,5303,3077
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,和泉多摩川,Izumi-Tamagawa,,2926,1918,1008,2854,1918,936
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,鶴川,Tsurukawa,,12704,8219,4485,12646,8219,4427
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,玉川学園前,Tamagawagakuen-Mae,,8781,5823,2958,8860,5823,3037
平成27,2015,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,町田,Machida,,53364,30828,22536,53476,30828,22648
平成27,2015,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,,,,18779,12137,6642,18417,12137,6280
平成27,2015,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急永山,Odakyu Nagayama,,5648,3280,2368,5602,3280,2322
平成27,2015,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急多摩ｾﾝﾀｰ,Odakyu Tama Center,,9259,5988,3271,8972,5988,2984
平成27,2015,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,唐木田,Karakida,,3871,2869,1003,3843,2869,974
平成27,2015,西武鉄道,Seibu Railway,,,,,,535451,337149,198302,535482,337149,198333
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,,,,230866,143727,87139,229448,143727,85721
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,池袋,Ikebukuro,※,89404,58352,31052,87523,58352,29171
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,椎名町,Shiinamachi,※,3571,1816,1755,3519,1816,1703
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東長崎,Higashi-Nagasaki,※,5029,3083,1946,5048,3083,1965
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,江古田,Ekoda,※,5925,3342,2583,5933,3342,2591
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,桜台,Sakuradai,※,2594,1250,1344,2578,1250,1328
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬,Nerima,◎※,16710,9069,7641,17537,9069,8468
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,中村橋,Nakamurabashi,※,7190,4499,2691,7142,4499,2643
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,富士見台,Fujimidai,※,4888,2828,2060,4801,2828,1973
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬高野台,Nerima-Takanodai,※,4924,2675,2249,4845,2675,2170
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,石神井公園,Shakujii-Koen,※,14230,9046,5184,14206,9046,5160
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,大泉学園,Oizumi-Gakuen,※,15690,9525,6165,15637,9525,6112
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,保谷,Hoya,,11011,7343,3668,10969,7343,3626
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,ひばりケ丘,Hibarigaoka,,12626,7571,5055,12636,7571,5065
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東久留米,Higashi-Kurume,,9872,6141,3731,9887,6141,3746
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,清瀬,Kiyose,,12610,8182,4428,12582,8182,4400
平成27,2015,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,秋津,Akitsu,,14592,9005,5587,14605,9005,5600
平成27,2015,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,,,※,29776,19832,9944,31327,19832,11495
平成27,2015,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,小竹向原,Kotake-Mukaihara,,22329,15141,7188,24342,15141,9201
平成27,2015,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,新桜台,Shin-Sakuradai,,1570,832,738,1486,832,654
平成27,2015,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,練馬,Nerima,◎,5877,3859,2018,5499,3859,1640
平成27,2015,西武鉄道,Seibu Railway,豊島線,Toshima Line,,,※,2677,1307,1370,2652,1307,1345
平成27,2015,西武鉄道,Seibu Railway,豊島線,Toshima Line,練馬,Nerima,◎,149,2,147,153,2,151
平成27,2015,西武鉄道,Seibu Railway,豊島線,Toshima Line,豊島園,Toshimaen,,2528,1305,1223,2499,1305,1194
平成27,2015,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,,,,37,2,35,38,2,36
平成27,2015,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,西武遊園地,Seibu-Yuenchi,◎,37,2,35,38,2,36
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,,,,188581,119633,68948,188704,119633,69071
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武新宿,Seibu-Shinjuku,※,33631,20858,12773,30551,20858,9693
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,高田馬場,Takadanobaba,※,52176,35203,16973,56113,35203,20910
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下落合,Shimo-Ochiai,※,2298,966,1332,2089,966,1123
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,中井,Nakai,※,5042,3038,2004,5164,3038,2126
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,新井薬師前,Araiyakushi-Mae,※,4070,2280,1790,4050,2280,1770
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,沼袋,Numabukuro,※,3768,2074,1694,3681,2074,1607
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,野方,Nogata,※,4341,2454,1887,4307,2454,1853
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,都立家政,Toritsu-Kasei,※,3338,2178,1160,3290,2178,1112
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,鷺ノ宮,Saginomiya,※,5737,3625,2112,5577,3625,1952
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下井草,Shimo-Igusa,※,4413,2931,1482,4370,2931,1439
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,井荻,Iogi,※,3674,2223,1451,3616,2223,1393
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上井草,Kami-Igusa,※,3741,2428,1313,3761,2428,1333
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上石神井,Kami-Shakujii,※,7950,5382,2568,7924,5382,2542
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,武蔵関,Musashi-Seki,※,5477,3500,1977,5341,3500,1841
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東伏見,Higashi-Fushimi,,4518,2935,1583,4484,2935,1549
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武柳沢,Seibu-Yagisawa,,3048,1602,1446,2948,1602,1346
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,田無,Tanashi,,13711,8928,4783,13670,8928,4742
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,花小金井,Hana-Koganei,,10169,6617,3552,10158,6617,3541
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,小平,Kodaira,◎,5442,3213,2229,5423,3213,2210
平成27,2015,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,久米川,Kumegawa,,5843,3267,2576,5940,3267,2673
