地域階層,地域コード,項番 Item number,地域,District,総床面積 Total floor space,新設 Newly constructed／総数 Total／戸数 Number,新設 Newly constructed／総数 Total／総床面積 Total floor space,新設 Newly constructed／持家 Owner's dwelling ／戸数 Number,新設 Newly constructed／持家 Owner's dwelling ／総床面積 Total floor space,新設 Newly constructed／貸家 For rent／戸数 Number,新設 Newly constructed／貸家 For rent／総床面積 Total floor space,新設 Newly constructed／給与住宅 Issued dwelling／戸数 Number,新設 Newly constructed／給与住宅 Issued dwelling／総床面積 Total floor space,新設 Newly constructed／分譲住宅 For sale／戸数 Number,新設 Newly constructed／分譲住宅 For sale／総床面積 Total floor space,その他 Others／総数 Total／戸数 Number,その他 Others／総数 Total／総床面積 Total floor space,その他 Others／持家 Owner's dwelling ／戸数 Number,その他 Others／持家 Owner's dwelling ／総床面積 Total floor space,その他 Others／貸家 For rent／戸数 Number,その他 Others／貸家 For rent／総床面積 Total floor space,その他 Others／給与住宅 Issued dwelling／戸数 Number,その他 Others／給与住宅 Issued dwelling／総床面積 Total floor space,その他 Others／分譲住宅 For sale／戸数 Number,その他 Others／分譲住宅 For sale／総床面積 Total floor space
0,13000,,総数,Tokyo-to,9336379,141978,9249648,16651,1970886,64500,2691455,848,48892,59979,4538415,1870,86731,263,11630,539,11160,1050,62848,18,1093
1,13100,,区部,All ku,6645779,107524,6607449,10215,1239614,51660,2105716,676,38793,44973,3223326,1084,38330,115,4850,238,4843,718,27866,13,771
5,13101,1,千代田区,Chiyoda-ku,138367,1686,136676,11,1010,611,29642,131,7004,933,99020,10,1691,-,-,-,-,10,1691,-,-
5,13102,2,中央区,Chuo-ku,297484,3927,297370,39,4552,618,31129,22,1037,3248,260652,5,114,-,-,-,-,5,114,-,-
5,13103,3,港区,Minato-ku,291310,3839,290217,98,14494,1114,51438,54,3554,2573,220731,29,1093,-,-,1,72,24,858,4,163
5,13104,4,新宿区,Shinjuku-ku,330257,6021,328493,296,35515,2865,113335,34,2638,2826,177005,41,1764,3,78,5,102,32,1290,1,294
5,13105,5,文京区,Bunkyo-ku,146309,2334,146035,291,36629,1096,47222,3,472,944,61712,11,274,1,17,-,-,10,257,-,-
5,13106,6,台東区,Taito-ku,132234,2463,132223,119,15185,1045,44773,-,-,1299,72265,1,11,1,11,-,-,-,-,-,-
5,13107,7,墨田区,Sumida-ku,186983,3649,186665,232,27423,1921,77619,13,791,1483,80832,18,318,-,-,6,99,11,178,1,41
5,13108,8,江東区,Koto-ku,241155,4102,239231,204,23552,1435,59296,-,-,2463,156383,32,1924,-,-,9,274,23,1650,-,-
5,13109,9,品川区,Shinagawa-ku,224708,4207,224141,476,55219,2100,81401,89,3709,1542,83812,27,567,-,-,5,85,22,482,-,-
5,13110,10,目黒区,Meguro-ku,260290,3732,259260,495,69637,1902,85299,116,9578,1219,94746,42,1030,1,15,4,58,37,957,-,-
5,13111,11,大田区,Ota-ku,574701,9264,570818,907,105840,4593,173947,-,-,3764,291031,117,3883,6,124,18,341,93,3418,-,-
5,13112,12,世田谷区,Setagaya-ku,683741,9711,679552,1690,211605,5140,229732,61,2327,2820,235888,106,4189,33,1944,23,648,47,1455,3,142
5,13113,13,渋谷区,Shibuya-ku,181837,2736,181713,236,35648,1456,66814,77,2119,967,77132,1,124,1,124,-,-,-,-,-,-
5,13114,14,中野区,Nakano-ku,209611,4146,208641,393,45914,2784,95911,-,-,969,66816,24,970,6,393,3,41,15,536,-,-
5,13115,15,杉並区,Suginami-ku,382708,5972,381024,966,111941,2989,118171,26,2003,1991,148909,65,1684,13,367,11,182,39,1036,2,99
5,13116,16,豊島区,Toshima-ku,172238,3257,171992,294,34877,1840,73149,19,868,1104,63098,6,246,6,246,-,-,-,-,-,-
5,13117,17,北区,Kita-ku,247466,4423,244694,355,39061,2298,91777,-,-,1770,113856,87,2772,3,71,4,47,80,2654,-,-
5,13118,18,荒川区,Arakawa-ku,108896,1890,108603,178,21354,960,35512,3,287,749,51450,11,293,1,15,4,84,6,194,-,-
5,13119,19,板橋区,Itabashi-ku,349373,6453,346472,451,54246,3584,147757,1,74,2417,144395,91,2901,5,129,19,422,67,2350,-,-
5,13120,20,練馬区,Nerima-ku,449640,6913,446780,829,96345,2723,111083,6,654,3355,238698,108,2860,12,264,37,614,57,1950,2,32
