地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,13000,,総数,Tokyo-to,24522639,187047726,2236733,41407999,74570,1216971,975298,21001316,805868,10930197,380997,8259515,245784,7436636,77325,3942249,200754,5459983,21762043,128800859
1,13100,,区部,All ku,11897638,102861629,894111,21527538,18030,455540,458577,12187526,36507,624957,380997,8259515,166999,5522647,14340,480119,200754,5459983,10621434,69871342
5,13101,1,千代田区,Chiyoda-ku,175628,2784922,24878,834469,-,-,9686,331765,-,-,15192,502704,10279,399747,-,-,9958,234063,130513,1316643
5,13102,2,中央区,Chuo-ku,194805,2991684,21160,794635,-,-,12332,481129,-,-,8828,313506,5151,161891,-,-,11437,320367,157057,1714791
5,13103,3,港区,Minato-ku,304796,4387158,47755,1532170,480,14309,19066,593625,-,-,28209,924236,13946,516494,-,-,20207,478019,222888,1860475
5,13104,4,新宿区,Shinjuku-ku,355745,3388433,51076,1355460,-,-,30966,798822,-,-,20110,556638,4257,126393,-,-,5230,128182,295182,1778398
5,13105,5,文京区,Bunkyo-ku,207442,1952847,26095,651303,-,-,7498,228426,-,-,18597,422877,8173,202823,-,-,2281,55425,170893,1043296
5,13106,6,台東区,Taito-ku,258408,2623356,21319,548097,-,-,8808,210001,-,-,12511,338096,6548,251841,-,-,2105,39693,228436,1783725
5,13107,7,墨田区,Sumida-ku,295664,2944942,26716,624286,-,-,9336,229207,-,-,17380,395079,6574,184040,-,-,9504,209661,252870,1926955
5,13108,8,江東区,Koto-ku,393275,5688348,55047,1736219,-,-,29983,1013222,-,-,25064,722997,9839,364508,-,-,16103,558992,312286,3028629
5,13109,9,品川区,Shinagawa-ku,388417,3846964,25935,740737,-,-,15260,501338,-,-,10675,239399,16539,456306,-,-,17351,565887,328592,2084034
5,13110,10,目黒区,Meguro-ku,358968,2303697,21398,466230,-,-,11757,335041,-,-,9641,131189,882,35464,-,-,5026,180321,331662,1621682
5,13111,11,大田区,Ota-ku,852497,7547876,42789,1169621,3559,98040,33878,989088,659,10616,4693,71877,17630,528004,-,-,16362,543351,775716,5306900
5,13112,12,世田谷区,Setagaya-ku,1185969,8231167,69968,1110910,2907,71644,35663,715320,5411,49737,25987,274209,10128,320097,5556,193366,6390,123550,1093927,6483244
5,13113,13,渋谷区,Shibuya-ku,272576,2779645,25881,704688,-,-,11693,357745,-,-,14188,346943,4509,210196,-,-,10614,283368,231572,1581393
5,13114,14,中野区,Nakano-ku,367825,2151745,26216,486532,-,-,12375,271667,-,-,13841,214865,-,-,-,-,2328,82644,339281,1582569
5,13115,15,杉並区,Suginami-ku,688925,4618359,56681,1055612,-,-,37998,847478,1598,18832,17085,189302,4327,178337,1059,21149,4615,102137,622243,3261124
5,13116,16,豊島区,Toshima-ku,308260,2368689,15427,437563,140,3080,8997,266664,-,-,6290,167819,4697,153818,-,-,4907,128505,283229,1648803
5,13117,17,北区,Kita-ku,372240,2972773,32081,745622,6310,192653,9860,258900,-,-,15911,294069,692,15845,-,-,3565,61070,335902,2150236
5,13118,18,荒川区,Arakawa-ku,215084,1662414,16368,394087,-,-,13123,330053,-,-,3245,64034,1049,36055,-,-,-,-,197667,1232272
5,13119,19,板橋区,Itabashi-ku,740258,5843117,27229,736681,-,-,9034,266549,-,-,18195,470132,17202,598326,-,-,12631,271439,683196,4236671
5,13120,20,練馬区,Nerima-ku,1132000,7402807,75775,1350760,-,-,36356,703413,9402,133104,30017,514243,2522,77085,4700,152990,-,-,1049003,5821972
5,13121,21,足立区,Adachi-ku,1049103,9751820,73662,1770240,-,-,27924,813169,19437,412668,26301,544403,7601,254034,-,-,17490,461126,950350,7266420
5,13122,22,葛飾区,Katsushika-ku,703780,5377238,44275,787210,-,-,30669,620558,-,-,13606,166652,8080,219499,-,-,6530,208419,644895,4162110
5,13123,23,江戸川区,Edogawa-ku,1075973,9241628,66380,1494406,4634,75814,36315,1024346,-,-,25431,394246,6374,231844,3025,112614,16120,423764,984074,6979000
1,13200,,市部,All shi,10331430,72015383,926862,14582890,29610,389755,482744,8269755,414508,5923380,-,-,72965,1751118,61966,3432550,-,-,9269637,52248825
5,13201,1,八王子市,Hachioji-shi,1526475,14639600,148855,2382463,6313,67423,52456,927168,90086,1387872,-,-,38831,894515,29758,2178292,-,-,1309031,9184330
5,13202,2,立川市,Tachikawa-shi,295316,2578502,36924,709299,-,-,27339,440153,9585,269146,-,-,-,-,-,-,-,-,258392,1869203
5,13203,3,武蔵野市,Musashino-shi,146623,1122806,21295,315134,-,-,14827,229267,6468,85867,-,-,-,-,-,-,-,-,125328,807672
5,13204,4,三鷹市,Mitaka-shi,293598,1938792,28369,432952,-,-,6088,157156,22281,275796,-,-,-,-,1924,72207,-,-,263305,1433633
5,13205,5,青梅市,Ome-shi,961249,4786877,114781,1453609,17782,229010,59785,830271,37214,394328,-,-,-,-,5715,140141,-,-,840753,3193127
5,13206,6,府中市,Fuchu-shi,481553,3802342,36747,721569,-,-,22895,532089,13852,189480,-,-,6710,130454,7178,283866,-,-,430918,2666453
5,13207,7,昭島市,Akishima-shi,252725,1743550,23035,366519,-,-,13535,224140,9500,142379,-,-,3810,72004,-,-,-,-,225880,1305027
5,13208,8,調布市,Chofu-shi,441585,2707947,23453,385284,-,-,9179,221757,14274,163527,-,-,6740,131819,4879,146292,-,-,406513,2044552
