地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
5,13209,9,町田市,Machida-shi,1346996,8576415,78289,1257584,-,-,53941,889319,24348,368265,-,-,5393,213447,537,42725,-,-,1262777,7062659
5,13210,10,小金井市,Koganei-shi,177388,1065702,17217,276872,-,-,6510,115416,10707,161456,-,-,-,-,-,-,-,-,160171,788830
5,13211,11,小平市,Kodaira-shi,267899,1996577,36491,477692,-,-,20948,290077,15543,187615,-,-,-,-,-,-,-,-,231408,1518885
5,13212,12,日野市,Hino-shi,497018,3331971,32439,568665,-,-,6137,101241,26302,467424,-,-,5103,134467,4494,184465,-,-,454982,2444374
5,13213,13,東村山市,Higashimurayama-shi,301687,1786363,25460,289209,-,-,12030,192030,13430,97179,-,-,-,-,-,-,-,-,276227,1497154
5,13214,14,国分寺市,Kokubunji-shi,240495,1306233,13546,169460,-,-,5210,72145,8336,97315,-,-,-,-,-,-,-,-,226949,1136773
5,13215,15,国立市,Kunitachi-shi,154743,1290774,10220,162928,-,-,2502,53279,7718,109649,-,-,2373,73093,1973,164395,-,-,140177,890358
5,13218,16,福生市,Fussa-shi,150213,1116907,17270,249813,-,-,12131,177020,5139,72793,-,-,3575,90763,-,-,-,-,129368,776331
5,13219,17,狛江市,Komae-shi,128388,816531,10573,166643,-,-,6651,110673,3922,55970,-,-,-,-,-,-,-,-,117815,649888
5,13220,18,東大和市,Higashiyamato-shi,235788,1541602,25832,283032,-,-,12190,198251,13642,84781,-,-,-,-,-,-,-,-,209956,1258570
5,13221,19,清瀬市,Kiyose-shi,185677,1068029,12003,163063,-,-,10290,144466,1713,18597,-,-,-,-,962,41075,-,-,172712,863891
5,13222,20,東久留米市,Higashikurume-shi,251196,1563689,20326,254517,-,-,13150,173694,7176,80823,-,-,-,-,-,-,-,-,230870,1309172
5,13223,21,武蔵村山市,Musashimurayama-shi,270845,1545401,18954,276975,-,-,15640,239930,3314,37045,-,-,-,-,-,-,-,-,251891,1268426
5,13224,22,多摩市,Tama-shi,292655,3184905,37542,1006004,-,-,20564,511961,16978,494043,-,-,-,-,-,-,-,-,255113,2178901
5,13225,23,稲城市,Inagi-shi,254128,1933949,22755,530899,-,-,20537,506489,2218,24410,-,-,-,-,-,-,-,-,231373,1403050
5,13227,24,羽村市,Hamura-shi,164447,1326158,16461,275872,-,-,7646,105430,8815,170442,-,-,430,10556,175,4435,-,-,147381,1035295
5,13228,25,あきる野市,Akiruno-shi,742445,3463192,64691,960144,5515,93322,31308,540154,27868,326668,-,-,-,-,4371,174657,-,-,673383,2328391
5,13229,26,西東京市,Nishitokyo-shi,270298,1780569,33334,446689,-,-,19255,286179,14079,160510,-,-,-,-,-,-,-,-,236964,1333880
1,13300,,郡部,All gun,811712,5012287,175272,2490128,26930,371676,33977,544035,114365,1574417,-,-,5820,162871,1019,29580,-,-,629601,2329708
5,13303,1,瑞穂町,Mizuho-machi,243868,1474993,17939,251046,-,-,8907,134210,9032,116836,-,-,5820,162871,-,-,-,-,220109,1061076
5,13305,2,日の出町,Hinode-machi,142202,896001,25373,302270,-,-,4256,71156,21117,231114,-,-,-,-,1019,29580,-,-,115810,564151
5,13307,3,檜原村,Hinohara-mura,120034,1021220,50278,847213,-,-,14421,224952,35857,622261,-,-,-,-,-,-,-,-,69756,174007
5,13308,4,奥多摩町,Okutama-machi,305608,1620073,81682,1089599,26930,371676,6393,113717,48359,604206,-,-,-,-,-,-,-,-,223926,530474
1,13350,,島部,All islands,1481859,7158427,240488,2807443,-,-,-,-,240488,2807443,-,-,-,-,-,-,-,-,1241371,4350984
5,13361,1,大島町,Oshima-machi,499098,2024738,60326,570633,-,-,-,-,60326,570633,-,-,-,-,-,-,-,-,438772,1454105
5,13362,2,利島村,Toshima-mura,27706,127434,8803,58934,-,-,-,-,8803,58934,-,-,-,-,-,-,-,-,18903,68500
5,13363,3,新島村,Niｉｊima-mura,142718,672468,16408,167361,-,-,-,-,16408,167361,-,-,-,-,-,-,-,-,126310,505107
5,13364,4,神津島村,Kouzushima-mura,79096,281905,8577,87893,-,-,-,-,8577,87893,-,-,-,-,-,-,-,-,70519,194012
5,13381,5,三宅村,Miyake-mura,135146,881926,35006,489643,-,-,-,-,35006,489643,-,-,-,-,-,-,-,-,100140,392283
5,13382,6,御蔵島村,Mikurajima-mura,21353,229012,14993,204389,-,-,-,-,14993,204389,-,-,-,-,-,-,-,-,6360,24623
5,13401,7,八丈町,Hachijo-machi,489501,2109461,54666,600065,-,-,-,-,54666,600065,-,-,-,-,-,-,-,-,434835,1509396
5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,6347,58471,-,-,-,-,6347,58471,-,-,-,-,-,-,-,-,30773,99181
5,13421,9,小笠原村,Ogasawara-mura,50121,673831,35362,570054,-,-,-,-,35362,570054,-,-,-,-,-,-,-,-,14759,103777
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,
4-1  地域， 種類別道路の延長及び面積(平成28年) ,,,,,,,,,,,,,,,,,,,,,,,,
4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課「東京都道路現況調書」 ,,,,,,,,,,,,,,,,,,,,,,,,
4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  LENGTH AND AREA OF ROADS BY DISTRICT AND CATEGORY ( 2016 ) ,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,
　  　   a) Outside designated sections          Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
