会計,Account,区分 1,Classification 1,区分 2,Classification 2,区分 3,Classification 3,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
病院,Hospital,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,167440,167440,158136
病院,Hospital,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,病院事業収益,Hospital,167440,167440,158136
病院,Hospital,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,166736,166736,157338
病院,Hospital,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,病院事業費用,Hospital,166736,166736,157338
病院,Hospital,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,4160,4160,6779
病院,Hospital,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,4160,4160,6779
病院,Hospital,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,16255,16255,13846
病院,Hospital,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,16255,16255,13846
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,21042,21042,19257
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,市場事業収益,Market ,21042,21042,19257
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,23154,23154,18584
中央卸売市場 ,Central Wholesale Market,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,市場事業費,Market ,23154,23154,18584
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,210250,223928,113482
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,市場資本的収入,Market ,210250,223928,113482
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,246984,264546,119168
中央卸売市場 ,Central Wholesale Market,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,市場資本的支出,Market ,246984,264546,119168
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,143177,143177,30
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,都市再開発事業収益,Urban redevelopment ,143177,143177,30
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,143175,143175,0
都市再開発事業 ,Urban redevelopment,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,都市再開発事業費用,Urban redevelopment ,143175,143175,0
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,2196,2196,1647
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,2196,2196,1647
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,2196,2867,1489
都市再開発事業 ,Urban redevelopment,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,2196,2867,1489
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,48992,48992,42861
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,開発事業収益,Development,48992,48992,42861
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,48435,48435,50455
