会計,Account,区分 1,Classification 1,区分 2,Classification 2,区分 3,Classification 3,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
臨海地域開発事業 ,Waterfront area development,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,開発事業費用,Development,48435,48435,50455
臨海地域開発事業 ,Waterfront area development,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,1694,1694,1685
臨海地域開発事業 ,Waterfront area development,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,1694,1694,1685
臨海地域開発事業 ,Waterfront area development,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,21837,26813,18407
臨海地域開発事業 ,Waterfront area development,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,21837,26813,18407
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,4823,4823,4769
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,港湾事業収益,Port and harbor,4823,4823,4769
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,3591,3591,3818
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,港湾事業費用,Port and harbor,3591,3591,3818
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,73,73,62
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,73,73,62
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,5029,5294,1897
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,5029,5294,1897
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,,,55523,55523,50211
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,自動車運送事業収益,Bus,42074,42074,39863
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,軌道事業収益,Streetcar,7861,7861,4765
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,新交通事業収益,New transport system,5389,5389,5436
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,懸垂電車事業収益,Monorail train,199,199,148
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,,,57258,57258,51673
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,自動車運送事業費,Bus,42180,42180,40384
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,軌道事業費,Streetcar,8057,8057,4820
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,新交通事業費,New transport system,6828,6828,6355
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,懸垂電車事業費,Monorail train,193,193,114
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,6572,6572,6488
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,自動車運送事業資本的収入,Bus,127,127,316
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,軌道事業資本的収入,Streetcar,1372,1372,1377
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,新交通事業資本的収入,New transport system,5073,5073,4795
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,14434,14434,11808
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,自動車運送事業資本的支出,Bus,7536,7536,5492
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,軌道事業資本的支出,Streetcar,1825,1825,1502
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,新交通事業資本的支出,New transport system,5073,5073,4814
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,166137,166137,170370
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,高速電車事業収益,Railway,166137,166137,170370
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,149332,150771,142835
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,高速電車事業費,Railway,149332,150771,142835
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,27652,27652,25535
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,高速電車事業資本的収入,Railway,27652,27652,25535
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,107004,108019,89138
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,高速電車事業資本的支出,Railway,107004,108019,89138
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,1679,1679,1691
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,電気事業収益,Electric power ,1679,1679,1691
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,1291,1291,1034
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,電気事業費,Electric power ,1291,1291,1034
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,-,-,0
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,電気事業資本的収入,Electric power ,-,-,0
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,921,1121,950
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,電気事業資本的支出,Electric power ,921,1121,950
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,374284,374284,357248
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,水道事業収益,Waterworks,374284,374284,357248
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,331357,331357,317902
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,水道経営費,Waterworks,331357,331357,317902
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,10099,10099,8500
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,10099,10099,8500
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,124080,131480,112565
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,124080,131480,112565
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,1768,1768,1621
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,工業用水道事業収益,Industrial waterworks,1768,1768,1621
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,1768,1768,1604
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,工業用水道経営費,Industrial waterworks,1768,1768,1604
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,301,301,183
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,301,301,183
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,401,401,251
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,401,401,251
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,407448,407448,386887
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,下水道事業収益,Sewerage ,370694,370694,356941
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,流域下水道事業収益,Regional sewerage ,36754,36754,29946
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,371600,371600,342684
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,下水道管理費,Sewerage management ,333604,333604,313049
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,流域下水道経営費,Regional sewerage operations,37996,37996,29635
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,204737,204737,185083
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,下水道事業資本的収入,Sewerage,190988,190988,169741
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,流域下水道事業資本的収入,Regional sewerage,13749,13749,15342
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,377207,403817,373311
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,下水道事業資本的支出,Sewerage,356889,382589,352979
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,流域下水道事業資本的支出,Regional sewerage,20318,21228,20332
,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,
21-4 公営企業会計予算，決算額 (平成27年度) 21-4  BUDGETS AND SETTLEMENTS OF THE PUBLIC ENTERPRISE ACCOUNTS ( Fiscal Year 2015 ),,,,,,,,,,
注) 最終予算額には，前年度からの繰越額を含む。 ,,,,,,,,,,
Note: The final budget includes the balance brought forward from the previous fiscal year.  ,,,,,,,,,,
資料：都財務局主計部財政課 Source: Bureau of Finance， TMG,,,,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,,,,
