事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成24,2012,年平均,103.6,103.1,101.3,108.9,112.4,98,101.6,95.3,89.9,109.3,107.2,120.4,108.4,108.4,87.5,97.4
５人以上,平成25,2013,年平均,104,102.2,100.5,103.2,109.7,104.3,101.9,100.5,98.2,103.4,102.8,117.2,111.9,107.5,96.4,99.2
５人以上,平成26,2014,年平均,100.9,99.5,99.6,97.3,102.9,103.8,99.7,100.1,101.4,100.8,98.4,111.7,102.6,102.3,98.8,98.6
５人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.5,101.7,100.2,106.4,101.6,102.6,101.6,96.9,102.8,104,94.6,93.3,106.5,97.9,103.1,96.9
５人以上,平成29,2017,年平均,101.1,104.1,101.8,100.9,100.7,102.1,104.3,101.2,103.2,102.8,94.1,94,103.3,100.3,99.5,94.1
５人以上,平成29,2017,1月,84.4,81.7,79.5,82.5,89.3,86,88.9,75.4,78.8,82.9,87.1,88.2,87.4,83.5,77.1,85
５人以上,平成29,2017,2月,83.6,86.2,79.3,82.5,81.9,82.6,85.2,84.5,89,86.9,86.1,82.9,82.2,85.8,74.9,81.5
５人以上,平成29,2017,3月,91.7,88.9,85.5,83.7,89.1,85.2,98.9,103.4,86,89,91.5,89.4,89.7,100.5,75.1,84.5
５人以上,平成29,2017,4月,87.3,86.6,85.3,105.7,83,91.8,91,78,95.3,92.8,89.9,88.8,86,91.8,83.4,83.1
５人以上,平成29,2017,5月,88.5,91.9,78.3,79.8,86.5,80.3,85.6,132.6,82.3,82.1,89,84.6,81.4,87.4,74.8,85.5
５人以上,平成29,2017,6月,148.5,137.5,151.9,179.9,154.6,143.4,150.4,169.1,152.9,158.8,104.9,114.7,173.8,133.3,177.4,126.3
