規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成26,2014,年平均,100.3,1,99.3,109.2,112.3,99.6,98,100.1,99.7,99.6,96.6,110,98.3,97.6,98.3,98.6,97
30人以上,平成27,2015,年平均,100,-0.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,100.9,0.9,101.2,101.7,80.9,100.9,100,99.9,102.3,101.1,104.4,99.7,103.4,100.5,101.4,98.9,100.3
30人以上,平成28,2016,4月,101.9,1.6,102.6,104.2,83.3,102.7,102.1,100.1,103,102.8,105.5,98.4,103.7,98.6,103,98.1,102.1
30人以上,平成28,2016,5月,101.6,1.4,102,103.4,81.9,101.9,100.4,100.2,103.3,102.1,105.1,99.2,104.4,100.7,102.9,98.1,101.1
30人以上,平成28,2016,6月,101.6,1,101.8,101.8,81.4,102,100.5,100.2,103.2,102.3,104.8,99.8,105.8,101.9,102.6,99,101
30人以上,平成28,2016,7月,101.1,0.5,102,101.1,80.2,100.9,100.2,100.1,103.1,101.6,104.5,99.7,105.8,101.6,101.8,99,100.4
30人以上,平成28,2016,8月,100.7,0.7,101.6,101.4,79.8,100.6,99.6,99.8,103.1,101.3,105.3,99.3,105,97,101.3,99.1,100.4
30人以上,平成28,2016,9月,101.1,1.1,101.2,101.7,80,100.5,99.3,100.1,102.7,101.1,105.5,99.4,105.6,102,101.5,99.1,100.4
30人以上,平成28,2016,10月,100.8,0.8,100.6,98.9,80,101.2,99,100.1,102.8,101.2,105.2,100,104.1,103.1,101.6,96.9,100
30人以上,平成28,2016,11月,101,0.9,100.7,99.5,80,101.1,99.1,100.2,102.8,101.3,105.1,100.7,102.9,103.4,101.7,101.4,100.4
30人以上,平成28,2016,12月,101,0.8,100.3,100.8,82.5,101,99.1,99.9,103.1,101.4,105.2,100.8,101.6,103.7,101.7,101.4,99.9
30人以上,平成29,2017,1月,101,1.1,100.2,102.2,82.1,101.1,98.8,99.9,104,100.6,105.1,98.8,100.5,102.8,101.4,102.3,100.3
30人以上,平成29,2017,2月,100.4,0.5,100,99.9,81.6,100.9,98.2,99.7,103.6,100.2,105.5,97.8,100.7,99.9,100.7,93.1,100.5
30人以上,平成29,2017,3月,100.1,0.5,99.8,97.7,81.4,100.6,99.1,100,103.2,100.1,105.1,100.8,102.4,96.3,99.9,92.8,100.7
30人以上,平成29,2017,4月,102.8,0.9,102.1,100.1,94.7,105.4,101.1,102.2,105.1,103.1,107.3,101.6,104.6,101.9,103.1,89,102
30人以上,平成29,2017,4月（前年同月比（％））,－,－,-0.5,-3.9,13.7,2.6,-1,2.1,2,0.3,1.7,3.3,0.9,3.3,0.1,-9.3,-0.1
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年４月分,,,,,,,,,,,,,,,,,,,,
第20表　常用雇用指数,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
