指定者,政治団体の名称,事務所の所在地,緯度,経度,座標系
大河原雅子,大河原雅子と湧く湧く会議,千代田区飯田橋１－８－９,35.699508,139.748395,座標系（JGD2011）
小川敏夫,小川敏夫を応援する会,練馬区豊玉北４－４－１２,35.735503,139.659937,座標系（JGD2011）
竹谷とし子,竹谷とし子励ます会,千代田区平河町２－１２－１７,35.680817,139.741550,座標系（JGD2011）
中川雅治,中川雅治懇話会,千代田区永田町２－１－１,35.676618,139.742487,座標系（JGD2011）
中津川博郷,なかひろ会,江戸川区南篠崎町１－２２－２,35.695387,139.907073,座標系（JGD2011）
松田公太,ＫＭＦＭＡＮＡＧＥＭＥＮＴ,千代田区永田町２－１－１,35.676618,139.742487,座標系（JGD2011）
真山勇一,ゆういちの会,調布市小島町３－１５－３４,35.649727,139.537977,座標系（JGD2011）
村田蓮舫,蓮舫後援会,千代田区永田町２－１－１,35.676618,139.742487,座標系（JGD2011）
吉田公一,新生政経会,練馬区中村北４－１０－１,35.736143,139.636433,座標系（JGD2011）
