,今回選挙(n=1823)（％）,平成26年東京都知事選挙(n=2011)(%),備考,,,,,,,,,,
テレビ・ラジオの選挙報道,87.9,82.6,,,,,,,,,,,
新聞・雑誌などの選挙報道,53.4,53.4,,,,,,,,,,,
候補者等のポスター,49.1,37.6,,,,,,,,,,,
選挙公報,40.5,38.5,,,,,,,,,,,
テレビ・ラジオの政見放送・経歴放送※1,23.1,-,,,,,,,,,,,
投票所入場（整理）券,21.9,11.5,,,,,,,,,,,
候補者等の新聞広告,19.7,9.0,,,,,,,,,,,
候補者等の街頭演説,17.3,13.6,,,,,,,,,,,
候補者等の選挙運動用自動車からの連呼※1,15.1,-,,,,,,,,,,,
候補者等のはがき・ビラ,8.9,5.2,,,,,,,,,,,
候補者等のホームページやＳＮＳ（ツイッターやフェイスブック等）、動画,4.7,4.1,,,,,,,,,,,
家族、友人、知人からの勧め,4.7,6.4,,,,,,,,,,,
政党、候補者の後援会などからの推薦,1.5,1.8,,,,,,,,,,,
候補者の個人演説会,1.5,2.1,,,,,,,,,,,
区市町村の広報車※2,-,7.1,,,,,,,,,,,
ＴＶ・ラジオ・街頭・コンビニレジ・駅構内ビジョンによるＣＭ放映※2,-,7.0,,,,,,,,,,,
選挙広報用の新聞広告※2,-,6.7,,,,,,,,,,,
都及び区市町村の広報紙※2,-,5.5,,,,,,,,,,,
東京都選挙管理委員会が作成した選挙広報用のポスター※2,-,5.2,,,,,,,,,,,
都及び区市町村のホームページ・フェイスブック・ツイッター・インターネット広告（Ｙａｈｏｏ！）※2,-,2.3,,,,,,,,,,,
庁舎や公園などの懸垂幕・横断幕・のぼり旗※2,-,1.9,,,,,,,,,,,
都知事選メッセージバスキャンペーン※2,-,0.8,,,,,,,,,,,
スーパーなどの店内放送・防災無線による放送※2,-,0.5,,,,,,,,,,,
その他,0.1,0.7,,,,,,,,,,,
どれにも接していない,3.7,4.1,,,,,,,,,,,
わからない、忘れた,2.9,4.9,,,,,,,,,,,
無回答,-,0.1,,,,,,,,,,,
,,,注：※1今回調査で追加,,,,,,,,,,
,,,※2平成26年調査のみ,,,,,,,,,,
