,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
1,日本を元気にする会東京都港区議会第１支部,港区六本木７－１７－１９,35.662409,139.729200,座標系（JGD2011）,橋本樹里,坂間友祐,H27.3.6,
2,日本を元気にする会参議院東京都支部,新宿区四谷４－１,35.687275,139.718227,座標系（JGD2011）,松田公太,戸次貴彦,H27.1.1,参
3,日本を元気にする会東京都新宿区議会第１支部,新宿区中落合４－５－２１,35.719776,139.686609,座標系（JGD2011）,伊藤陽平,伊藤陽平,H27.2.25,
4,日本を元気にする会東京都渋谷区議会第１支部,渋谷区笹塚２－１４－４,35.674526,139.666803,座標系（JGD2011）,田中匠身,田中房彦,H27.3.20,
5,日本を元気にする会東京都議会北区第１支部,北区上十条２－２５－１４,35.760488,139.721144,座標系（JGD2011）,音喜多駿,音喜多恭子,H27.3.11,
