,(n=1823)（％）,,,,,,,,,,
テレビ・ラジオの選挙報道,87.3,,,,,,,,,,
新聞・雑誌などの選挙報道,53.1,,,,,,,,,,
候補者等のポスター,47.8,,,,,,,,,,
選挙公報,39.6,,,,,,,,,,
テレビ・ラジオの政見放送・経歴放送,25.9,,,,,,,,,,
投票所入場（整理）券,21.9,,,,,,,,,,
候補者等の新聞広告,19.5,,,,,,,,,,
候補者等の選挙運動用自動車からの連呼,13.5,,,,,,,,,,
候補者等の街頭演説,11.7,,,,,,,,,,
候補者等のはがき・ビラ,9.3,,,,,,,,,,
各政党の政策等を記載した選挙運動用パンフレット（マニフェスト）,5.9,,,,,,,,,,
家族、友人、知人からの勧め,5.9,,,,,,,,,,
候補者等のホームページやＳＮＳ（ツイッターやフェイスブック等）、動画,4.3,,,,,,,,,,
政党、候補者の後援会などからの推薦,2.4,,,,,,,,,,
候補者の個人演説会,1.3,,,,,,,,,,
その他,0.2,,,,,,,,,,
どれにも接していない,3.8,,,,,,,,,,
わからない、忘れた,3.1,,,,,,,,,,
