,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
1,日本のこころを大切にする党衆議院東京都第十二支部,千代田区紀尾井町３－３３,35.681180,139.738096,座標系（JGD2011）,田母神俊雄,村岡満,H26.11.26,衆
2,日本のこころを大切にする党千代田区議会第一支部,千代田区神田須田町１－２３ー１,35.697170,139.769204,座標系（JGD2011）,青木龍馬,小澤大,H27.4.6,
3,日本のこころを大切にする党港区議会第一支部,港区麻布台３－２－１３,35.660223,139.737797,座標系（JGD2011）,山本閉留巳,山本幸枝,H26.10.16,
4,日本のこころを大切にする党文京区議会第一支部,文京区小石川５－３－３,35.716630,139.738881,座標系（JGD2011）,國枝正人,國枝省公子,H27.2.2,
5,日本のこころを大切にする党大田区議会第一支部,大田区蒲田５－３４－１０,35.559855,139.718378,座標系（JGD2011）,犬伏秀一,犬伏知子,H26.8.1,
6,日本のこころを大切にする党世田谷区議会第一支部,世田谷区砧７－４－１２,35.634615,139.606393,座標系（JGD2011）,阿久津皇,阿久津美由紀,H27.2.18,
7,日本のこころを大切にする党衆議院東京都第七支部,中野区新井１－１－１６,35.710235,139.669971,座標系（JGD2011）,吉田康一郎,吉田勝昭,H26.9.25,衆
8,日本のこころを大切にする党足立区地区支部,足立区東和１－１３－１３,35.766092,139.837276,座標系（JGD2011）,和田智之,和田正昭,H26.11.26,
