,n=402（％）,,,,,,,,,
投開票速報及び結果,51.7,,,,,,,,,
期日前投票所一覧、開票所一覧,29.4,,,,,,,,,
選挙区の情報（候補者・候補者届出政党情報、選挙公報、区割）,28.6,,,,,,,,,
比例代表の情報（名簿届出政党等一覧、選挙公報）,19.4,,,,,,,,,
選挙Ｑ＆Ａ,14.9,,,,,,,,,
政見放送・経歴放送の日程,10.2,,,,,,,,,
18歳選挙権PRサイト（TOHYO都）,7.0,,,,,,,,,
参議院議員選挙の概要（投票日や有権者の定義、選挙制度の説明）,6.0,,,,,,,,,
東京都選挙管理委員会のツイッター,5.5,,,,,,,,,
東京都及び各区市町村の選挙管理委員会事務局への問い合わせ先,4.0,,,,,,,,,
今後の更新予定,2.7,,,,,,,,,
選挙期日等を周知する啓発動画広告（お笑いコンビのハリセンボンさん起用）,2.5,,,,,,,,,
参議院議員選挙投票率推移や年代別推定投票率のグラフ,2.0,,,,,,,,,
その他,0.2,,,,,,,,,
わからない、覚えていない,35.6,,,,,,,,,
